 ID  jd   hour    s(in)    s(out)   l(in)   net   net_thr all_in l_thr(out) 
106.  144. 1450.  583.3   457.7   166.2    30.9    29.0   685.3   102.0
106.  144. 1500.  581.7   456.4   166.2    30.7    29.1   685.3   103.6
106.  144. 1510.  580.8   456.0   172.4    33.4    31.8   688.0   107.2
106.  144. 1520.  582.7   458.0   169.6    31.7    30.7   686.8   104.1
106.  144. 1530.  571.7   448.4   166.2    28.4    27.9   679.8   108.1
106.  144. 1540.  569.5   446.3   166.4    27.6    27.6   677.3   107.8
106.  144. 1550.  566.5   443.5   166.0    26.4    26.7   675.9   109.4
106.  144. 1600.  562.2   439.8   166.5    25.0    25.8   675.6   113.4
106.  144. 1610.  562.2   439.7   170.3    25.9    27.2   678.1   116.0
106.  144. 1620.  557.1   435.2   167.9    22.4    24.8   671.8   114.7
106.  144. 1630.  548.2   427.2   166.5    19.9    22.1   664.5   116.2
106.  144. 1640.  542.8   422.6   166.0    17.5    21.0   659.3   116.6
106.  144. 1650.  535.7   417.5   164.9    14.4    19.1   648.5   112.9
106.  144. 1700.  530.0   413.2   164.7    11.9    17.6   623.2    93.2
106.  144. 1710.  525.1   408.3   164.6     9.2    16.3   612.5    87.4
106.  144. 1720.  519.5   401.8   163.9     5.9    14.3   600.0    80.5
106.  144. 1730.  513.2   395.7   163.9     3.4    12.9   594.3    81.1
106.  144. 1740.  505.0   388.6   163.9     1.1    11.4   589.2    84.2
106.  144. 1750.  496.2   381.9   164.4    -1.6    10.0   583.7    87.6
106.  144. 1800.  486.8   374.6   164.2    -3.8     8.7   580.1    93.3
106.  144. 1810.  477.1   367.6   163.9    -7.0     6.4   573.6    96.5
106.  144. 1820.  467.3   360.8   163.7   -10.9     4.1   567.0    99.7
106.  144. 1830.  458.2   354.2   163.7   -12.6     2.5   562.5   104.4
106.  144. 1840.  448.1   346.6   163.7   -13.9     1.9   558.4   110.3
106.  144. 1850.  437.1   338.4   163.1   -15.9    -1.4   533.6    96.4
106.  144. 1900.  426.5   330.5   162.9   -17.2    -3.6   528.0   101.5
106.  144. 1910.  415.5   322.2   163.1   -18.0    -5.9   520.3   104.8
106.  144. 1920.  404.3   313.7   162.6   -18.6    -7.7   514.5   110.2
106.  144. 1930.  393.4   305.6   162.1   -19.0    -9.3   508.0   114.6
106.  144. 1940.  383.7   298.7   162.0   -19.1   -10.8   502.7   119.0
106.  144. 1950.  375.2   292.7   161.8   -19.1   -12.8   498.4   123.1
106.  144. 2000.  364.8   284.9   161.3   -19.3   -14.6   491.9   127.1
106.  144. 2010.  354.6   277.2   160.8   -18.9   -16.1   485.7   131.1
106.  144. 2020.  343.1   268.3   160.7   -17.8   -16.7   473.1   130.0
106.  144. 2030.  333.2   260.9   160.5   -16.5   -17.1   443.8   110.6
106.  144. 2040.  324.4   254.4   160.5   -14.5   -17.5   430.2   105.8
106.  144. 2050.  314.0   246.7   160.5   -13.6   -18.2   421.4   107.5
106.  144. 2100.  303.1   237.9   160.9   -12.6   -17.9   416.0   112.9
106.  144. 2110.  293.3   230.6   160.6   -14.1   -18.5   411.0   117.6
106.  144. 2120.  283.4   222.9   160.3   -15.3   -19.1   405.4   121.9
106.  144. 2130.  273.8   215.7   159.4   -16.6   -19.9   400.7   126.9
106.  144. 2140.  263.8   208.0   159.1   -17.7   -21.1   395.2   131.4
106.  144. 2150.  254.7   201.2   158.4   -18.0   -22.2   390.0   135.3
106.  144. 2200.  246.2   194.7   158.2   -17.7   -23.5   385.5   139.3
106.  144. 2210.  237.1   187.7   157.9   -17.4   -24.9   380.3   143.2
106.  144. 2220.  228.7   181.8   157.8   -18.9   -26.9   376.0   147.3
106.  144. 2230.  220.4   175.2   157.5   -21.4   -30.2   370.4   150.0
106.  144. 2240.  211.8   169.1   157.8   -20.8   -33.6   364.7   152.9
106.  144. 2250.  202.7   162.4   158.2   -20.0   -37.0   360.3   157.6
106.  144. 2300.  192.1   154.4   158.1   -22.6   -39.6   354.2   162.1
106.  144. 2310.  183.8   147.9   158.4   -25.4   -40.8   349.5   165.7
106.  144. 2320.  178.4   143.9   158.9   -28.7   -42.5   346.9   168.5
106.  144. 2330.  175.9   141.7   159.2   -30.1   -41.5   345.4   169.5
106.  144. 2340.  167.6   136.2   157.8   -35.0   -45.6   339.3   171.6
106.  144. 2350.  162.8   132.9   157.5   -38.4   -47.2   336.1   173.3
106.  145.    0.  157.5   128.7   156.3   -41.9   -48.2   331.1   173.6
106.  145.   10.  153.1   125.7   155.8   -44.4   -49.3   325.5   172.4
106.  145.   20.  150.0   123.8   155.3   -47.1   -50.7   316.7   166.8
106.  145.   30.  146.8   121.7   154.6   -49.1   -51.5   310.3   163.5
106.  145.   40.  140.8   117.0   153.8   -50.4   -51.7   288.4   147.6
106.  145.   50.  135.6   112.9   153.4   -51.3   -51.9   277.5   141.9
106.  145.  100.  133.5   111.6   153.3   -51.5   -51.6   274.3   140.9
106.  145.  110.  131.1   110.2   153.4   -51.8   -51.5   275.1   144.0
106.  145.  120.  126.4   106.4   153.8   -51.1   -50.8   270.9   144.5
106.  145.  130.  122.4   103.1   151.9   -51.9   -51.7   268.6   146.2
106.  145.  140.  120.4   101.6   151.9   -52.0   -51.5   267.0   146.7
106.  145.  150.  111.4    93.9   152.6   -51.2   -50.7   262.0   150.6
106.  145.  200.   84.7    72.7   154.3   -51.6   -50.4   245.6   160.9
106.  145.  210.  109.5    92.6   156.3   -46.7   -66.2   246.7   137.2
106.  145.  220.  115.6    98.0   157.4   -46.7  -125.9   206.5    90.9
106.  145.  230.  118.2   100.5   157.7   -46.6  -125.4   204.5    86.3
106.  145.  240.  125.4   106.0   163.8   -41.2  -114.5   216.0    90.6
106.  145.  250.  127.1   104.7   173.3   -29.5   -86.2   236.6   109.5
106.  145.  300.  123.6   104.7   160.3   -44.4  -117.8   216.0    92.4
106.  145.  310.  121.0   104.0   157.1   -47.9   -88.7   242.3   121.4
106.  145.  320.  123.2   106.3   158.4   -46.9   -47.2   274.2   151.0
106.  145.  330.  126.0   108.3   159.0   -47.7   -43.1   278.8   152.8
106.  145.  340.  128.9   110.7   159.0   -49.1   -42.3   286.4   157.5
106.  145.  350.  131.6   112.8   159.7   -47.2   -41.2   297.4   165.8
106.  145.  400.  135.0   116.0   161.0   -43.7   -39.8   311.8   176.8
106.  145.  410.  137.0   117.5   161.8   -40.9   -38.5   320.3   183.3
106.  145.  420.  142.9   122.4   163.4   -38.5   -36.8   331.3   188.3
106.  145.  430.  148.1   127.2   164.5   -37.9   -36.6   336.9   188.8
106.  145.  440.  152.0   130.0   163.6   -36.3   -35.1   338.6   186.7
106.  145.  450.  157.5   134.5   164.8   -34.8   -33.4   341.5   184.0
106.  145.  500.  163.5   139.2   164.9   -33.9   -32.4   346.4   183.0
106.  145.  510.  171.9   146.1   164.3   -32.8   -31.2   350.2   178.4
106.  145.  520.  178.7   151.8   164.4   -32.5   -30.6   354.6   175.9
106.  145.  530.  183.7   155.2   164.2   -31.6   -29.4   355.8   172.1
106.  145.  540.  191.8   161.5   166.9   -28.7   -26.0   363.0   171.1
106.  145.  550.  198.2   165.8   172.6   -24.6   -21.7   368.2   170.1
106.  145.  600.  214.9   178.6   190.8   -10.0    -8.1   386.1   171.1
106.  145.  610.  189.6   159.0   188.4   -16.3   -13.3   370.5   181.0
106.  145.  620.  235.3   196.7   178.7   -18.7   -14.5   393.8   158.4
106.  145.  630.  253.9   210.7   188.1   -10.4    -6.7   407.8   153.8
106.  145.  640.  336.2   272.0   222.0    25.4    27.0   501.2   164.9
106.  145.  650.  276.5   224.8   224.2    16.1    17.6   484.8   208.3
106.  145.  700.  226.3   183.8   225.1    11.7    11.9   418.3   192.1
106.  145.  710.  216.9   179.5   227.4    10.9    11.6   417.2   200.3
106.  145.  720.  192.3   158.7   223.4     6.0     6.0   398.9   206.6
106.  145.  730.  217.0   176.7   225.8    12.8    13.1   416.7   199.7
106.  145.  740.  278.6   227.1   204.9     5.3     7.4   444.7   166.0
106.  145.  750.  277.5   227.6   192.6    -6.8    -4.4   421.1   143.5
106.  145.  800.  312.7   254.9   193.4      .2     3.9   462.2   149.5
106.  145.  810.  320.9   262.9   173.8   -16.1    -9.5   459.0   138.2
106.  145.  820.  335.2   274.5   168.5   -18.1   -11.3   485.1   149.9
106.  145.  830.  345.6   284.5   168.3   -16.1    -9.3   491.7   146.1
106.  145.  840.  354.3   287.7   168.4   -15.5    -7.3   496.7   142.4
106.  145.  850.  364.6   295.0   168.7   -15.5    -6.7   502.2   137.7
106.  145.  900.  377.9   305.4   168.7   -12.9    -5.4   509.0   131.1
106.  145.  910.  388.5   312.0   168.5   -11.5    -2.7   514.5   126.1
106.  145.  920.  402.5   323.5   168.7   -10.7    -1.6   522.0   119.5
106.  145.  930.  414.7   333.3   170.7   -10.0     -.1   530.9   116.2
106.  145.  940.  429.0   344.3   169.0    -8.2      .2   553.8   124.7
106.  145.  950.  439.1   351.0   170.4    -6.8     1.5   559.4   120.3
106.  145. 1000.  453.3   361.3   174.2    -2.8     5.1   570.0   116.7
106.  145. 1010.  479.2   382.6   181.5     5.3    12.8   592.4   113.2
106.  145. 1020.  474.2   378.9   190.0     9.4    15.8   592.9   118.7
106.  145. 1030.  440.8   353.4   186.7     2.1     7.8   567.2   126.4
106.  145. 1040.  484.6   385.6   188.5    10.2    17.4   596.7   112.1
106.  145. 1050.  489.8   389.2   184.9     9.1    16.7   598.2   108.4
106.  145. 1100.  469.1   373.2   176.6      .4     7.9   579.6   110.5
106.  145. 1110.  492.4   390.4   174.6     2.9    10.2   594.0   101.6
106.  145. 1120.  507.1   401.6   176.4     5.9    12.9   604.2    97.1
106.  145. 1130.  516.7   408.8   174.6     5.8    13.6   612.2    95.5
106.  145. 1140.  524.8   414.7   174.5     8.2    15.6   649.2   124.4
106.  145. 1150.  516.7   408.6   174.6     7.1    14.3   626.7   110.0
106.  145. 1200.  553.9   435.3   175.2    14.5    22.8   678.7   124.8
106.  145. 1210.  537.0   422.9   173.1     9.8    17.5   665.6   128.6
106.  145. 1220.  542.1   427.1   172.7    11.1    18.6   671.3   129.2
106.  145. 1230.  549.2   432.9   172.6    12.0    19.3   675.5   126.3
106.  145. 1240.  552.8   435.7   173.0    12.6    20.3   677.2   124.4
106.  145. 1250.  555.7   437.6   173.0    13.9    21.4   682.1   126.4
106.  145. 1300.  557.0   438.0   172.8    15.4    21.6   681.7   124.7
106.  145. 1310.  558.5   438.6   172.8    17.2    22.0   682.2   123.7
106.  145. 1320.  564.9   443.7   173.2    18.9    23.4   687.6   122.7
106.  145. 1330.  567.3   445.5   173.3    20.6    24.2   689.7   122.4
106.  145. 1340.  569.0   446.2   173.2    22.1    24.9   692.4   123.4
106.  145. 1350.  572.6   449.2   173.1    23.2    25.1   693.7   121.1
106.  145. 1400.  576.0   451.9   172.7    24.5    25.8   697.9   121.9
106.  145. 1410.  574.4   450.3   171.8    25.1    25.8   693.6   119.2
106.  145. 1420.  571.0   447.2   173.0    25.7    26.3   690.8   119.8
106.  145. 1430.  573.5   449.9   174.2    27.7    27.5   695.5   122.0
106.  145. 1440.  575.4   452.1   173.9    28.5    27.8   696.0   120.6
106.  145. 1450.  578.6   455.1   174.3    29.4    28.3   697.9   119.3
106.  145. 1500.  581.6   457.8   175.2    30.5    29.1   702.5   120.9
106.  145. 1510.  582.5   459.1   176.1    31.0    29.4   704.7   122.2
106.  145. 1520.  584.7   460.7   176.4    31.9    30.5   706.0   121.2
106.  145. 1530.  583.5   459.3   175.6    31.4    30.1   706.0   122.6
106.  145. 1540.  586.7   461.2   175.9    31.7    30.7   705.0   118.3
106.  145. 1550.  545.6   429.8   175.1    22.6    21.9   678.9   133.3
106.  145. 1600.  551.6   433.7   175.9    25.1    25.0   689.5   137.9
106.  145. 1610.  562.6   441.5   174.3    25.3    26.1   690.3   127.6
106.  145. 1620.  553.6   433.7   175.5    23.6    25.2   687.3   133.7
106.  145. 1630.  547.0   428.0   175.1    21.5    22.8   682.1   135.1
106.  145. 1640.  541.8   423.7   174.8    19.1    21.5   678.3   136.5
106.  145. 1650.  533.8   417.7   174.6    16.9    20.4   662.9   129.0
106.  145. 1700.  530.1   415.1   175.5    15.5    20.0   630.8   100.7
106.  145. 1710.  523.7   409.3   175.6    13.0    18.3   618.6    94.8
106.  145. 1720.  517.3   402.1   175.9    10.8    16.9   614.9    97.7
106.  145. 1730.  506.6   392.4   176.2     7.9    15.2   610.4   103.8
106.  145. 1740.  499.5   386.1   175.9     5.2    13.6   604.4   104.9
106.  145. 1750.  493.6   381.3   175.9     3.0    12.4   602.8   109.1
106.  145. 1800.  486.3   375.9   175.8      .9    10.6   596.7   110.4
106.  145. 1810.  477.0   369.1   175.8    -1.5     8.6   591.6   114.7
106.  145. 1820.  467.6   362.2   175.0    -5.1     5.9   584.4   116.8
106.  145. 1830.  457.2   354.7   175.2    -5.7     3.7   576.7   119.4
106.  145. 1840.  445.8   346.1   175.4    -6.6     2.5   571.4   125.6
106.  145. 1850.  435.5   338.5   175.7    -7.7      .3   565.4   130.0
106.  145. 1900.  425.6   331.1   175.7    -8.8    -1.8   542.7   117.1
106.  145. 1910.  397.0   309.6   174.8   -11.5    -7.4   525.4   128.5
106.  145. 1920.  404.2   315.0   176.3    -4.1    -4.8   529.9   125.7
106.  145. 1930.  406.1   318.6   177.5    -1.7    -4.0   532.4   126.3
106.  145. 1940.  388.1   309.2   175.7    -5.1    -9.1   521.2   133.0
106.  145. 1950.  374.5   296.9   175.4    -3.5   -11.5   512.4   137.9
106.  145. 2000.  366.0   288.4   176.2    -1.4   -11.6   508.8   142.9
106.  145. 2010.  352.8   277.1   174.6    -2.8   -13.4   504.9   152.1
106.  145. 2020.  340.1   267.5   171.9    -7.1   -16.9   493.2   153.1
106.  145. 2030.  336.4   264.6   172.3    -6.9   -15.4   469.0   132.6
106.  145. 2040.  326.6   258.3   172.7    -5.7   -13.2   446.6   119.9
106.  145. 2050.  313.7   247.5   171.9    -8.0   -14.6   436.2   122.5
106.  145. 2100.  305.7   240.3   171.5    -9.3   -14.6   431.8   126.1
106.  145. 2110.  295.9   233.6   171.0   -13.6   -18.6   425.9   130.0
106.  145. 2120.  286.3   226.0   170.9   -14.9   -19.4   419.8   133.6
106.  145. 2130.  275.2   217.6   170.2   -15.9   -20.1   414.1   138.9
106.  145. 2140.  265.7   210.1   169.2   -17.0   -21.1   409.2   143.5
106.  145. 2150.  258.3   204.5   168.7   -17.0   -22.0   404.6   146.3
106.  145. 2200.  248.0   196.5   168.3   -17.1   -23.4   398.8   150.9
106.  145. 2210.  233.6   185.9   167.5   -18.2   -26.0   391.0   157.4
106.  145. 2220.  221.3   177.0   166.8   -20.6   -28.8   383.7   162.5
106.  145. 2230.  200.9   161.4   166.3   -26.4   -34.5   370.3   169.4
106.  145. 2240.  191.2   153.8   165.6   -26.4   -37.3   364.6   173.4
106.  145. 2250.  188.3   151.5   166.5   -24.3   -38.1   361.8   173.6
106.  145. 2300.  200.8   161.0   168.6   -19.4   -34.9   370.3   169.5
106.  145. 2310.  146.1   119.5   168.6   -34.5   -43.4   337.5   191.4
106.  145. 2320.  127.7   104.8   170.1   -36.5   -43.0   302.3   174.7
106.  145. 2330.  141.5   114.9   172.5   -31.1   -37.7   296.1   154.5
106.  145. 2340.  146.8   118.8   178.0   -26.4   -32.6   307.6   160.8
106.  145. 2350.  156.2   126.4   179.7   -24.8   -30.8   339.9   183.7
106.  146.    0.  140.7   114.4   175.8   -32.2   -37.0   312.2   171.6
106.  146.   10.  125.3   102.3   173.4   -35.8   -39.5   290.8   165.5
106.  146.   20.  103.6    84.9   173.3   -37.4   -40.1   272.8   169.1
106.  146.   30.  115.7    94.1   178.1   -31.5   -34.0   284.0   168.3
106.  146.   40.  110.6    90.4   178.7   -32.3   -34.4   281.8   171.2
106.  146.   50.  108.8    89.5   176.8   -34.8   -36.5   279.0   170.2
106.  146.  100.  117.5    96.3   178.0   -32.5   -34.0   285.1   167.5
106.  146.  110.  103.2    85.3   177.5   -35.3   -36.4   276.6   173.4
106.  146.  120.  100.4    83.3   174.4   -37.4   -38.4   274.5   174.1
106.  146.  130.   97.1    80.8   173.8   -38.3   -39.3   271.7   174.6
106.  146.  140.   91.2    75.9   173.6   -38.6   -39.6   268.2   177.0
106.  146.  150.  101.4    83.9   174.2   -35.5   -36.7   275.1   173.7
106.  146.  200.  112.1    92.2   175.8   -32.6   -31.8   282.2   170.1
106.  146.  210.  116.7    96.2   176.3   -32.2   -39.3   277.6   161.0
106.  146.  220.  117.0    96.8   175.1   -33.6   -72.7   252.9   135.9
106.  146.  230.  121.2   100.5   174.8   -33.2   -80.2   247.1   125.9
106.  146.  240.  142.1   117.6   176.5   -30.3   -96.4   243.2   101.1
106.  146.  250.  154.2   127.2   177.7   -29.0  -107.6   241.7    87.5
106.  146.  300.  153.6   127.0   176.2   -30.6  -110.6   242.5    88.9
106.  146.  310.  147.3   122.4   174.3   -32.3   -84.8   263.8   116.5
106.  146.  320.  148.1   123.5   173.6   -32.2   -34.6   331.6   183.5
106.  146.  330.  147.6   123.1   173.9   -33.4   -29.8   346.6   199.0
106.  146.  340.  151.3   126.1   174.8   -35.0   -28.9   349.8   198.6
106.  146.  350.  149.4   124.6   174.2   -34.2   -29.3   347.8   198.4
106.  146.  400.  153.5   128.5   174.1   -32.2   -28.7   350.9   197.4
106.  146.  410.  153.5   128.4   173.2   -30.9   -28.8   349.0   195.5
106.  146.  420.  139.1   116.8   172.5   -32.5   -31.4   336.1   197.0
106.  146.  430.  132.0   110.9   173.8   -31.8   -31.2   325.1   193.0
106.  146.  440.  130.9   109.3   175.7   -28.9   -28.5   308.5   177.5
106.  146.  450.  119.7    99.5   177.2   -28.9   -28.7   285.6   165.9
106.  146.  500.  111.1    92.3   177.3   -29.5   -29.5   277.9   166.9
106.  146.  510.  117.8    97.9   178.8   -27.0   -26.6   283.5   165.7
106.  146.  520.  125.5   104.3   178.2   -25.8   -25.2   286.9   161.4
106.  146.  530.  144.8   120.0   179.1   -22.0   -20.8   317.4   172.6
106.  146.  540.  139.7   115.7   179.5   -23.7   -22.8   315.9   176.2
106.  146.  550.  166.4   136.8   182.0   -17.3   -15.8   354.0   187.6
106.  146.  600.  163.5   134.2   181.6   -19.3   -17.5   355.0   191.5
106.  146.  610.  159.2   130.6   181.2   -20.2   -18.5   351.2   192.0
106.  146.  620.  151.3   124.7   180.7   -22.2   -20.7   345.5   194.2
106.  146.  630.  165.1   135.7   182.8   -18.5   -16.8   354.8   189.7
106.  146.  640.  191.1   156.4   183.7   -14.4   -12.3   371.5   180.4
106.  146.  650.  208.5   170.1   183.7   -12.8   -10.4   381.1   172.6
106.  146.  700.  218.2   177.7   182.4   -13.1   -10.6   386.0   167.8
106.  146.  710.  215.3   175.3   181.5   -14.9   -12.5   382.3   167.0
106.  146.  720.  222.8   181.2   182.0   -13.8   -11.3   386.8   164.0
106.  146.  730.  235.3   191.0   182.8   -11.8    -9.1   395.5   160.2
106.  146.  740.  249.1   201.7   183.5    -9.7    -6.7   402.6   153.5
106.  146.  750.  241.2   195.6   181.7   -12.9    -9.7   396.8   155.6
106.  146.  800.  237.0   192.4   181.9   -14.0   -10.8   393.8   156.9
106.  146.  810.  244.8   198.8   179.3   -14.6   -10.9   398.1   153.3
106.  146.  820.  260.1   211.1   177.3   -14.4   -10.1   405.2   145.1
106.  146.  830.  284.5   230.5   176.5   -11.9    -7.2   419.2   134.7
106.  146.  840.  319.9   257.4   177.5    -6.0     -.4   441.9   122.0
106.  146.  850.  317.4   255.4   176.8    -9.0    -3.0   452.9   135.5
106.  146.  900.  331.2   266.2   177.9    -6.7     -.4   483.8   152.5
106.  146.  910.  315.3   253.5   176.0   -11.4    -5.2   475.2   159.9
106.  146.  920.  345.5   276.9   177.5    -4.8     1.4   509.9   164.4
106.  146.  930.  369.9   296.1   178.0    -2.1     4.2   527.0   157.2
106.  146.  940.  364.3   292.1   176.1    -6.2      .5   520.3   156.1
106.  146.  950.  382.0   305.4   177.4    -2.7     3.5   532.2   150.3
106.  146. 1000.  397.8   317.4   178.1    -1.0     5.1   542.6   144.8
106.  146. 1010.  422.8   337.5   178.3     1.2     8.0   559.6   136.7
106.  146. 1020.  442.4   352.0   178.6     3.2    10.3   570.8   128.4
106.  146. 1030.  434.2   345.9   178.4      .5     7.2   565.1   130.9
106.  146. 1040.  410.5   327.9   176.6    -4.2     2.5   549.5   138.9
106.  146. 1050.  410.0   327.4   176.4    -4.8     2.3   549.8   139.7
106.  146. 1100.  460.2   366.1   177.8     3.3    10.7   582.0   121.7
106.  146. 1110.  453.5   360.7   177.0     1.3     7.5   576.1   122.6
106.  146. 1120.  476.8   377.4   176.1     5.2    11.9   590.5   113.7
106.  146. 1130.  505.6   400.2   177.5     8.9    16.1   609.8   104.1
106.  146. 1140.  516.3   408.2   178.4    10.7    18.0   652.5   136.1
106.  146. 1150.  515.7   407.6   177.9    10.3    17.3   660.2   144.5
106.  146. 1200.  527.7   416.2   177.5    12.1    19.5   667.5   139.9
106.  146. 1210.  536.1   422.2   176.3    13.0    20.5   672.8   136.7
106.  146. 1220.  532.0   419.5   175.2    12.0    19.0   669.6   137.6
106.  146. 1230.  539.4   425.4   174.9    13.2    20.1   672.6   133.1
106.  146. 1240.  560.6   441.7   174.9    16.6    24.0   687.7   127.1
106.  146. 1250.  567.7   447.0   174.3    17.7    24.7   691.7   124.1
106.  146. 1300.  568.6   447.4   173.6    17.9    24.1   691.4   122.8
106.  146. 1310.  575.0   451.7   173.6    20.2    24.8   696.1   121.1
106.  146. 1320.  579.5   454.8   173.7    22.0    25.9   699.3   119.8
106.  146. 1330.  583.4   457.5   173.2    23.6    26.9   703.3   119.9
106.  146. 1340.  579.5   454.1   172.7    23.1    26.1   698.5   118.9
106.  146. 1350.  582.9   456.1   172.7    24.8    27.5   703.3   120.4
106.  146. 1400.  587.2   459.1   172.3    26.0    28.8   705.2   118.1
106.  146. 1410.  593.1   463.5   172.5    28.2    30.0   710.5   117.4
106.  146. 1420.  603.2   471.0   174.1    31.8    32.3   718.1   114.9
106.  146. 1430.  595.3   465.4   174.3    31.0    30.2   712.5   117.2
106.  146. 1440.  518.4   408.6   175.7    15.9    14.6   662.4   144.0
106.  146. 1450.  534.9   422.8   188.9    24.9    22.3   681.4   146.6
106.  146. 1500.  484.7   387.4   195.5    16.1    12.9   652.6   167.9
106.  146. 1510.  536.2   428.7   205.0    28.3    24.6   691.0   154.8
106.  146. 1520.  522.7   420.0   208.2    24.3    20.3   681.7   159.0
106.  146. 1530.  515.8   415.4   209.4    21.9    18.2   674.3   158.5
106.  146. 1540.  624.7   497.5   212.0    43.6    39.3   748.5   123.8
106.  146. 1550.  570.3   453.5   202.0    28.1    24.1   707.8   137.5
106.  146. 1600.  554.8   440.9   201.3    26.0    22.5   700.7   145.9
106.  146. 1610.  512.5   409.5   204.2    16.5    13.7   674.4   161.9
106.  146. 1620.  485.8   387.8   201.0    12.6    10.8   657.7   171.8
106.  146. 1630.  455.6   364.6   201.5    10.1     6.1   640.5   184.9
106.  146. 1640.  446.5   357.6   203.5    10.5     5.3   607.5   160.9
106.  146. 1650.  451.6   361.1   201.2    10.7     7.1   584.6   133.0
106.  146. 1700.  485.4   385.1   199.7    15.7    14.3   604.2   118.9
106.  146. 1710.  480.6   380.1   194.3     9.3    10.4   597.8   117.2
106.  146. 1720.  424.9   336.6   189.1    -1.9     -.3   544.1   119.3
106.  146. 1730.  394.9   313.7   191.0    -3.6    -3.2   529.3   134.5
106.  146. 1740.  407.5   323.4   195.1     2.4     2.5   558.2   150.7
106.  146. 1750.  443.8   349.9   197.0     7.4     9.4   580.9   137.1
106.  146. 1800.  385.6   306.0   191.8    -6.5    -3.0   526.2   140.5
106.  146. 1810.  387.6   307.1   193.0    -3.2     -.1   531.7   144.1
106.  146. 1820.  361.9   288.1   191.5   -10.5    -8.5   515.3   153.4
106.  146. 1830.  407.1   320.5   191.5    -5.1     1.2   562.1   154.9
106.  146. 1840.  406.6   319.0   185.7   -14.2    -2.7   543.1   136.4
106.  146. 1850.  380.7   298.9   181.3   -20.9    -9.6   524.9   144.2
106.  146. 1900.  354.1   277.4   179.5   -22.7   -12.7   506.0   151.8
106.  146. 1910.  337.2   265.0   178.1   -25.4   -16.4   495.1   157.9
106.  146. 1920.  371.1   288.7   175.8   -22.3   -10.8   512.9   141.9
106.  146. 1930.  382.1   296.2   173.5   -26.6   -10.0   518.4   136.3
106.  146. 1940.  353.9   275.5   171.6   -33.3   -18.2   502.9   149.0
106.  146. 1950.  333.2   260.3   172.9   -35.8   -23.3   494.3   161.1
106.  146. 2000.  313.4   244.7   172.3   -36.8   -27.4   482.7   169.4
106.  146. 2010.  318.5   248.0   176.2   -29.3   -21.7   485.6   167.1
106.  146. 2020.  342.0   265.3   174.9   -25.9   -17.7   501.3   159.3
106.  146. 2030.  341.6   264.9   173.7   -29.0   -16.7   502.5   160.9
106.  146. 2040.  316.0   245.9   171.7   -32.0   -25.5   481.6   165.6
106.  146. 2050.  316.2   245.2   173.4   -24.0   -22.6   486.5   170.2
106.  146. 2100.  319.0   246.8   175.2   -15.1   -18.5   489.8   170.8
106.  146. 2110.  287.6   222.4   173.4   -20.0   -23.9   469.8   182.2
106.  146. 2120.  260.9   202.4   171.4   -23.7   -26.4   453.7   192.8
106.  146. 2130.  252.6   195.5   166.4   -22.5   -23.2   413.7   161.1
106.  146. 2140.  253.6   196.8   164.4   -15.3   -23.2   403.1   149.5
106.  146. 2150.  249.6   194.4   161.7   -14.2   -24.5   397.6   148.0
106.  146. 2200.  241.1   187.6   163.1   -14.6   -22.7   393.6   152.5
106.  146. 2210.  196.5   153.1   160.6   -24.8   -30.5   366.5   170.0
106.  146. 2220.  187.1   145.7   163.5   -21.5   -27.8   362.0   174.9
106.  146. 2230.  197.9   155.0   172.3   -11.8   -19.2   374.1   176.2
106.  146. 2240.  197.9   155.5   181.4    -5.3   -13.6   376.2   178.3
106.  146. 2250.  237.4   186.6   189.0     6.6    -4.4   401.8   164.5
106.  146. 2300.  245.6   193.5   189.4     7.2    -6.1   405.6   160.0
106.  146. 2310.  257.8   203.5   190.3     7.3    -7.2   412.6   154.7
106.  146. 2320.  218.8   173.8   182.5    -7.7   -21.0   385.1   166.3
106.  146. 2330.  193.4   153.8   175.5   -17.4   -27.5   368.0   174.6
106.  146. 2340.  175.4   140.2   174.4   -21.1   -28.7   356.2   180.8
106.  146. 2350.  177.2   142.2   171.9   -24.2   -32.0   358.3   181.1
106.  147.    0.  178.0   143.0   168.2   -27.8   -35.0   356.9   178.9
106.  147.   10.  174.9   140.5   168.6   -28.0   -34.4   354.2   179.3
106.  147.   20.  168.4   135.0   172.0   -25.1   -29.9   351.9   183.4
106.  147.   30.  176.6   140.3   180.7   -16.0   -20.2   361.5   184.9
106.  147.   40.  159.8   127.4   179.3   -21.9   -25.1   350.8   191.0
106.  147.   50.  139.1   111.5   173.8   -27.5   -30.2   335.9   196.8
106.  147.  100.  115.6    93.0   171.9   -29.8   -31.9   321.7   206.1
106.  147.  110.   94.7    76.3   173.5   -28.9   -30.2   279.4   184.7
106.  147.  120.   88.4    71.1   176.6   -25.6   -26.5   262.3   173.9
106.  147.  130.   83.1    67.0   178.2   -24.8   -25.8   258.0   174.9
106.  147.  140.   83.4    67.3   178.7   -24.3   -25.5   257.2   173.8
106.  147.  150.   85.6    69.0   181.8   -21.6   -22.6   259.6   173.9
106.  147.  200.   80.6    65.1   181.7   -22.4   -23.3   256.7   176.1
106.  147.  210.   85.2    68.6   187.5   -17.0   -18.1   260.9   175.7
106.  147.  220.   85.9    69.2   189.8   -15.3   -16.4   262.6   176.7
106.  147.  230.   88.9    72.1   193.2   -13.2   -16.2   264.2   175.3
