  164.750   6.90   7.68   6.17  -1.52   -.78  -2.69   -.77   -.08  -1.70   75.3   77.6   73.6  209.6
  164.875   6.61   7.12   5.95  -1.98  -1.70  -2.34   -.92   -.46  -1.54   74.0   76.2   72.6  197.0
  165.000   6.94   7.56   6.27  -3.39  -2.42  -4.49  -2.46  -1.65  -3.48   75.9   76.7   74.5  141.0
  165.125   8.06   8.73   7.39  -6.10  -4.65  -7.41  -4.91  -3.56  -6.19   75.8   76.5   75.1  132.8
  165.250   8.79   9.51   8.27  -8.22  -7.48  -8.72  -6.97  -6.27  -7.55   74.7   75.1   74.5  126.4
  165.375   8.63   9.14   8.08  -8.29  -7.48  -8.86  -7.16  -6.47  -7.71   75.4   76.1   74.5  133.1
  165.500   8.19   9.19   7.50  -5.95  -4.41  -7.26  -4.98  -3.66  -6.23   77.2   77.9   76.1  141.3
  165.625   7.27   7.82   6.43  -3.30  -2.42  -4.32  -2.40  -1.39  -3.56   77.5   78.1   76.9  367.2
  165.875   2.94   3.80   1.40   -.52   -.10   -.93    .16    .25    .09   72.2   74.9   70.0  411.6
  166.000   2.06   3.38   1.18  -2.08   -.30  -3.90   -.83    .18  -2.69   80.6   84.5   75.5  384.2
  166.125   4.82   6.00   3.64  -5.72  -4.13  -7.13  -4.28  -2.88  -5.45   79.4   82.3   76.9  136.7
  166.250   6.57   6.96   5.97  -7.75  -7.08  -8.03  -6.25  -5.61  -6.54   75.0   76.8   73.2  138.0
  166.375   7.20   7.60   6.53  -7.72  -7.13  -8.11  -6.46  -6.03  -6.73   72.6   73.1   72.2  132.8
  166.500   7.31   7.47   7.08  -5.92  -4.62  -7.03  -4.97  -3.73  -5.96   73.0   73.4   72.5  134.1
  166.625   6.58   7.21   5.54  -3.31  -2.18  -4.42  -2.25  -1.00  -3.56   73.9   74.5   73.1  365.0
  166.750   5.16   5.49   4.76  -1.45   -.92  -2.21   -.38   -.05   -.87   74.9   75.4   74.1  399.4
  166.875   4.46   5.33   3.47   -.69   -.34   -.99    .14    .39   -.10   76.4   78.7   74.6  420.1
  167.000   3.91   4.76   3.08  -2.03   -.96  -3.58   -.95   -.13  -2.35   79.8   80.5   78.9  379.5
  167.125   5.64   6.56   4.71  -5.38  -3.93  -6.52  -4.09  -2.66  -5.27   78.8   79.7   77.7  137.0
  167.250   7.41   8.08   6.44  -7.19  -6.68  -7.47  -5.96  -5.37  -6.27   76.6   78.0   74.8  137.1
  167.375   8.00   8.21   7.73  -7.00  -6.36  -7.34  -5.99  -5.47  -6.30   73.1   74.7   71.7  129.9
  167.500   8.25   8.82   7.64  -4.95  -3.45  -6.42  -4.14  -2.79  -5.49   72.4   73.3   71.8  142.1
  167.625   7.33   8.07   6.54  -1.90   -.29  -3.36  -1.07    .38  -2.68   74.2   75.2   73.6  309.5
  167.750   5.70   6.59   4.72    .37    .94   -.46   1.23   1.65    .50   73.5   74.3   72.1  334.1
