ID,Year,JD,HRMN,SurfaceT,RefT,SWin,SWout,Net,TCair1,TCair2,FWTC1,FWTC2,ASPTC1,ASPTC2,CST1,CST2,CSRH1,CSRH2,TRotron1,TRotron2,RHRotron1,RHRotron2
122,1999,97,2040,-46.338,-15.375,999,999,-0.28674,-18.003,-17.959,-17.882,-17.953,-17.473,-17.502,-17.75,-17.61,76.137,76.364,-18.512,-17.933,70.845,71.857
122,1999,97,2050,-46.871,-15.573,999,999,-0.3181,-18.503,-18.485,-18.493,-18.553,-18.058,-18.051,-18.296,-18.196,77.063,77.576,-19.171,-18.482,72.257,72.902
122,1999,97,2100,-47.769,-15.824,999,999,-0.29744,-18.749,-18.736,-18.718,-18.742,-18.433,-18.415,-18.575,-18.509,77.576,78.255,-19.571,-18.822,72.923,73.349
122,1999,97,2110,-48.535,-16.114,999,999,-0.33844,-19.114,-19.096,-19.062,-19.086,-18.754,-18.694,-18.882,-18.822,77.863,78.429,-19.93,-19.141,73.469,73.735
122,1999,97,2120,-49.201,-16.427,999,999,-0.36107,-19.84,-19.82,-19.816,-19.864,-19.421,-19.306,-19.594,-19.501,78.535,79.081,-20.659,-19.86,74.161,74.354
122,1999,97,2130,-50.3,-16.774,999,999,-0.36387,-20.346,-20.305,-20.279,-20.307,-19.83,-19.738,-20.146,-20.04,78.728,79.035,-21.258,-20.419,74.461,74.527
122,1999,97,2140,-51.067,-17.142,999,999,-0.28906,-20.789,-20.756,-20.857,-20.813,-20.111,-20.109,-20.605,-20.505,78.791,79.29,-21.747,-20.868,74.81,74.683
122,1999,97,2150,-51.67,-17.511,999,999,-0.27592,-21.297,-21.163,-21.405,-21.213,-20.458,-20.527,-21.043,-20.864,78.93,78.883,-22.294,-21.355,75.201,74.915
122,1999,97,2200,-52.371,-17.882,999,999,-0.33208,-21.824,-21.73,-21.902,-21.753,-21.191,-21.306,-21.642,-21.515,80.504,80.703,-22.852,-21.904,76.382,76.116
122,1999,97,2210,-53.471,-18.268,999,999,-0.3693,-22.224,-22.056,-22.263,-22.107,-21.444,-21.713,-22.054,-21.801,81.106,80.726,-23.221,-22.322,76.804,76.684
122,1999,97,2220,-54.142,-18.675,999,999,-0.36142,-22.54,-22.39,-22.577,-22.391,-21.784,-22.046,-22.419,-22.166,81.838,81.379,-23.559,-22.65,77.303,77.257
122,1999,97,2230,-54.876,-19.079,999,999,-0.36498,-22.916,-22.822,-22.984,-22.895,-22.248,-22.514,-22.771,-22.571,81.622,81.602,-23.897,-22.998,77.366,77.273
122,1999,97,2240,-55.511,-19.481,999,999,-0.34335,-23.406,-23.291,-23.46,-23.375,-22.985,-23.144,-23.224,-23.084,80.385,80.585,-24.476,-23.527,76.516,76.17
122,1999,97,2250,-56.379,-19.886,999,999,-0.33283,-23.372,-23.358,-23.373,-23.341,-23.281,-23.462,-23.29,-23.243,81.767,82.6,-24.575,-23.566,77.398,77.025
122,1999,97,2300,-57.05,-20.272,999,999,-0.36504,-23.49,-23.498,-23.491,-23.428,-23.543,-23.63,-23.375,-23.415,82.061,83.32,-24.632,-23.643,77.731,77.378
122,1999,97,2310,-57.689,-20.636,999,999,-0.39412,-23.324,-23.335,-23.3,-23.29,-23.412,-23.525,-23.266,-23.26,82.956,84.388,-24.55,-23.54,78.572,78.153
122,1999,97,2320,-58.158,-20.974,999,999,-0.43227,-23.552,-23.55,-23.519,-23.545,-23.571,-23.647,-23.452,-23.445,83.174,84.599,-24.688,-23.709,78.803,78.41
122,1999,97,2330,-58.56,-21.297,999,999,-0.37869,-23.525,-23.54,-23.489,-23.44,-23.584,-23.616,-23.471,-23.485,82.67,84.002,-24.737,-23.718,78.299,77.926
122,1999,97,2340,-58.827,-21.577,999,999,-0.35318,-23.283,-23.294,-23.312,-23.317,-23.354,-23.442,-23.251,-23.231,81.105,82.304,-24.537,-23.498,77.088,76.568
122,1999,97,2350,-58.827,-21.792,999,999,-0.34686,-22.822,-22.831,-22.841,-22.822,-22.891,-22.994,-22.792,-22.765,79.946,81.112,-24.087,-23.048,75.956,75.516
122,1999,98,0,-58.261,-21.928,999,999,-0.3145,-22.837,-22.842,-22.903,-22.901,-22.896,-22.935,-22.732,-22.712,78.794,79.907,-23.987,-22.998,74.77,74.47
122,1999,98,10,-58.096,-22.008,999,999,-0.31072,-22.903,-22.906,-22.903,-22.905,-22.939,-23.004,-22.798,-22.791,78.149,79.242,-24.057,-23.087,74.052,73.832
122,1999,98,20,-57.967,-22.079,999,999,-0.34336,-23.031,-23.038,-23.093,-23.093,-23.079,-23.13,-22.916,-22.883,77.735,78.775,-24.145,-23.165,73.584,73.391
122,1999,98,30,-58.235,-22.152,999,999,-0.40227,-23.206,-23.21,-23.289,-23.296,-23.28,-23.334,-23.076,-23.082,77.379,78.371,-24.314,-23.324,73.261,73.068
122,1999,98,40,-58.539,-22.248,999,999,-0.45179,-23.347,-23.355,-23.466,-23.453,-23.446,-23.463,-23.215,-23.208,76.73,77.716,-24.472,-23.473,72.719,72.492
122,1999,98,50,-58.907,-22.367,999,999,-0.48921,-23.631,-23.635,-23.691,-23.704,-23.708,-23.731,-23.534,-23.521,76.386,77.405,-24.751,-23.772,72.321,72.128
122,1999,98,100,-59.109,-22.515,999,999,-0.49631,-23.965,-23.974,-24.059,-24.032,-24.046,-24.099,-23.847,-23.833,75.849,76.882,-25.08,-24.041,71.864,71.644
122,1999,98,110,-59.645,-22.684,999,999,-0.46163,-23.976,-23.985,-24.115,-24.087,-24.12,-24.187,-23.906,-23.926,76.085,77.005,-25.219,-24.15,71.973,71.7
122,1999,98,120,-59.646,-22.852,999,999,-0.43238,-23.52,-23.524,-23.566,-23.553,-23.693,-23.835,-23.506,-23.512,75.12,75.927,-24.809,-23.749,71.162,70.822
122,1999,98,130,-59.58,-22.973,999,999,-0.40355,-23.165,-23.172,-23.265,-23.25,-23.292,-23.372,-23.079,-23.092,74.108,74.961,-24.369,-23.319,70.383,70.016
122,1999,98,140,-59.013,-23.03,999,999,-0.34588,-23,-23.006,-23.037,-23.006,-23.115,-23.217,-22.906,-22.919,74.068,74.981,-24.199,-23.179,70.23,69.93
122,1999,98,150,-58.782,-23.036,999,999,-0.30204,-22.835,-22.839,-22.931,-22.924,-22.957,-23.068,-22.705,-22.699,73.897,74.823,-24.018,-22.968,70.078,69.845
122,1999,98,200,-58.351,-23.008,999,999,-0.2625,-22.9,-22.899,-22.898,-22.899,-22.992,-23.094,-22.745,-22.731,73.774,74.827,-24.037,-23.027,70.028,69.748
122,1999,98,210,-58.12,-22.966,999,999,-0.2372,-23.142,-23.143,-23.151,-23.166,-23.256,-23.307,-22.984,-22.997,74.363,75.522,-24.256,-23.256,70.43,70.217
122,1999,98,220,-58.055,-22.949,999,999,-0.21191,-23.318,-23.321,-23.354,-23.321,-23.411,-23.459,-23.157,-23.157,75.025,76.171,-24.405,-23.405,71.059,70.852
122,1999,98,230,-58.323,-22.949,999,999,-0.17887,-23.493,-23.492,-23.472,-23.481,-23.578,-23.608,-23.35,-23.323,75.633,76.773,-24.615,-23.605,71.58,71.36
122,1999,98,240,-58.49,-22.964,999,999,-0.16808,-23.538,-23.538,-23.561,-23.542,-23.653,-23.694,-23.443,-23.43,76.1,77.226,-24.684,-23.675,71.987,71.754
122,1999,98,250,-58.69,-22.995,999,999,-0.15942,-23.377,-23.376,-23.399,-23.397,-23.515,-23.565,-23.283,-23.263,76.18,77.253,-24.574,-23.545,72.121,71.828
122,1999,98,300,-58.757,-23.02,999,999,-0.16643,-23.312,-23.315,-23.289,-23.292,-23.393,-23.442,-23.176,-23.163,75.827,76.927,-24.444,-23.434,71.921,71.635
122,1999,98,310,-58.59,-23.033,999,999,-0.18019,-23.541,-23.541,-23.586,-23.564,-23.607,-23.625,-23.383,-23.396,76.094,77.194,-24.664,-23.644,72.028,71.795
122,1999,98,320,-58.957,-23.065,999,999,-0.1937,-23.861,-23.862,-23.865,-23.867,-23.909,-23.931,-23.696,-23.696,76.467,77.66,-24.944,-23.964,72.341,72.095
122,1999,98,330,-59.157,-23.12,999,999,-0.20565,-23.939,-23.941,-23.997,-23.979,-24.042,-24.073,-23.803,-23.816,76.854,77.974,-25.104,-24.054,72.715,72.448
122,1999,98,340,-59.457,-23.195,999,999,-0.21825,-24.177,-24.178,-24.181,-24.184,-24.26,-24.297,-24.043,-24.043,76.96,78.087,-25.304,-24.264,72.808,72.548
122,1999,98,350,-59.723,-23.288,999,999,-0.2391,-24.102,-24.104,-24.098,-24.105,-24.24,-24.316,-24.009,-24.029,76.92,77.967,-25.284,-24.244,72.801,72.508
122,1999,98,400,-59.723,-23.385,999,999,-0.28021,-24.218,-24.224,-24.174,-24.189,-24.319,-24.384,-24.096,-24.103,75.821,76.947,-25.364,-24.324,71.941,71.588
122,1999,98,410,-60.223,-23.496,999,999,-0.30608,-24.596,-24.598,-24.652,-24.648,-24.729,-24.771,-24.476,-24.443,75.994,77.18,-25.714,-24.684,71.921,71.628
122,1999,98,420,-60.49,-23.617,999,999,-0.34555,-24.874,-24.879,-25.026,-24.96,-25.053,-25.101,-24.709,-24.736,76.254,77.314,-25.954,-24.944,72.181,71.881
122,1999,98,430,-60.956,-23.761,999,999,-0.37842,-25.37,-25.38,-25.399,-25.401,-25.495,-25.563,-25.189,-25.216,76.154,77.314,-26.424,-25.414,72.121,71.828
122,1999,98,440,-61.458,-23.946,999,999,-0.38748,-25.919,-25.917,-25.943,-25.965,-26.042,-26.097,-25.782,-25.755,76.309,77.522,-27.003,-25.953,72.216,71.903
122,1999,98,450,-62.261,-24.176,999,999,-0.41517,-26.339,-26.348,-26.397,-26.334,-26.515,-26.6,-26.241,-26.235,77.04,78.299,-27.452,-26.392,72.68,72.413
122,1999,98,500,-62.86,-24.444,999,999,-0.46626,-26.513,-26.526,-26.696,-26.635,-26.783,-26.869,-26.388,-26.395,77.858,79.038,-27.633,-26.583,73.438,73.158
122,1999,98,510,-63.293,-24.73,999,999,-0.51514,-26.24,-26.239,-26.312,-26.303,-26.487,-26.728,-26.168,-26.188,79.152,80.305,-27.522,-26.402,74.486,74.192
122,1999,98,520,-63.595,-24.998,999,999,-0.52953,-26.262,-26.274,-26.116,-26.059,-26.499,-26.654,-26.154,-26.161,78.42,79.627,-27.462,-26.352,74.28,73.867
122,1999,98,530,-63.664,-25.231,999,999,-0.55529,-26.52,-26.535,-26.67,-26.648,-26.673,-26.8,-26.341,-26.354,77.443,78.623,-27.651,-26.561,73.49,73.083
122,1999,98,540,-64.232,-25.458,999,999,-0.51889,-28.654,-28.69,-28.819,-28.792,-28.595,-28.62,-28.22,-28.227,75.045,76.518,-29.23,-28.35,71.385,71.318
122,1999,98,550,-65.466,-25.789,999,999,-0.46475,-29.259,-29.273,-29.367,-29.382,-29.329,-29.315,-29.167,-29.18,77.746,79.472,-30.31,-29.27,71.933,72.479
122,1999,98,600,-66.666,-26.212,999,999,-0.43245,-29.375,-29.406,-29.484,-29.458,-29.424,-29.392,-29.253,-29.32,77.7,79.28,-30.59,-29.48,72.78,72.833
122,1999,98,610,-67.6,-26.639,999,999,-0.40328,-29.155,-29.189,-29.21,-29.231,-29.247,-29.201,-29.113,-29.167,77.7,79.32,-30.52,-29.34,73.32,72.86
122,1999,98,620,-67.738,-27.008,999,999,-0.40363,-28.634,-28.654,-28.696,-28.623,-28.817,-28.62,-28.693,-28.693,77.839,79.512,-30.169,-28.919,73.792,72.958
122,1999,98,630,-67.675,-27.28,999,999,-0.38684,-28.255,-28.27,-28.366,-28.352,-28.372,-28.421,-28.105,-28.092,76.836,78.096,-29.608,-28.327,73.702,72.762
122,1999,98,640,-67.676,-27.473,999,999,-0.39138,-29.901,-29.944,-30.167,-30.141,-29.975,-30.034,-29.552,-29.605,72.724,74.424,-30.557,-29.567,69.463,68.857
122,1999,98,650,-68.411,-27.693,999,999,-0.42279,-29.931,-29.759,-29.788,-29.839,-29.712,-29.761,-29.872,-29.732,75.158,78.539,-31.067,-29.997,70.831,70.671
122,1999,98,700,-69.045,-27.94,999,999,-0.43584,-29.521,-29.346,-29.629,-29.749,-29.281,-29.447,-29.485,-29.272,76.779,78.933,-30.857,-29.717,73.559,72.785
122,1999,98,710,-69.516,-28.183,999,999,-0.45473,-30.602,-30.401,-32.014,-31.991,-31.558,-31.459,-30.124,-30.038,71.877,72.31,-31.756,-30.555,70.27,69.303
122,1999,98,720,-69.787,-28.493,999,999,-0.46992,-31.76,-31.687,-32.05,-32.08,-32.128,-32.18,-31.398,-31.438,70.78,73.741,-33.065,-31.715,68.4,67.526
122,1999,98,730,-71.125,-28.894,999,999,-0.42669,-32.271,-32.128,-32.926,-32.771,-32.559,-32.534,-31.937,-31.81,72.852,73.946,-33.304,-32.124,71.071,69.724
122,1999,98,740,-71.964,-29.326,999,999,-0.40989,-33.257,-33.037,-33.491,-33.093,-32.762,-32.821,-33.044,-32.85,72.791,74.972,-34.133,-33.053,70.684,69.103
122,1999,98,750,-72.401,-29.755,999,999,-0.43217,-32.001,-32.007,-32.559,-32.236,-31.486,-31.688,-32.216,-32.176,78.037,79.871,-33.412,-32.312,74.195,72.714
122,1999,98,800,-72.235,-30.093,999,999,-0.43151,-32.446,-32.263,-32.79,-32.438,-32.06,-32.146,-32.29,-32.163,74.79,77.084,-33.422,-32.381,73.095,71.275
122,1999,98,810,-71.836,-30.353,999,999,-0.44133,-31.282,-31.373,-31.28,-31.137,-30.66,-31.039,-31.542,-31.482,77.159,77.672,-32.831,-31.671,73.544,72.57
122,1999,98,820,-71.774,-30.517,999,999,-0.44323,-30.165,-30.338,-30.363,-30.088,-29.449,-29.819,-30.415,-30.575,77.944,77.463,-31.94,-30.619,73.921,73.088
122,1999,98,830,-71.444,-30.574,999,999,-0.43795,-30.223,-30.362,-31.515,-31.375,-30.108,-30.337,-29.981,-30.154,75.253,75.393,-32.079,-30.498,72.665,70.984
122,1999,98,840,-70.982,-30.59,999,999,-0.42421,-31.102,-30.97,-31.338,-31.431,-30.128,-30.759,-31.101,-30.98,73.797,75.879,-32.788,-31.898,71.883,68.88
122,1999,98,850,-70.419,-30.593,999,999,-0.41538,-29.215,-29.115,-29.134,-29.247,-28.593,-28.937,-29.539,-29.352,76.671,77.345,-30.605,-30.145,71.147,70.666
122,1999,98,900,-69.888,-30.499,999,999,-0.38652,-28.818,-28.867,-29.136,-29.246,-28.707,-28.973,-28.705,-28.738,75.298,75.372,-30.125,-29.144,69.581,70.361
122,1999,98,910,-69.189,-30.316,999,999,-0.32351,-28.379,-28.446,-28.73,-28.52,-28.283,-28.439,-28.217,-28.271,75.161,75.514,-29.393,-28.433,69.416,69.896
122,1999,98,920,-67.956,-29.991,999,999,-0.35559,-28.222,-28.231,-28.785,-28.813,-28.343,-28.48,-27.903,-27.943,74.921,75.469,-28.923,-28.072,69.59,69.804
122,1999,98,930,-67.256,-29.652,999,999,-0.19503,-28.133,-28.104,-29.105,-29.127,-28.496,-28.625,-27.797,-27.75,74.462,75.142,-28.963,-28.012,69.424,69.457
122,1999,98,940,-66.121,-29.379,999,999,-0.09055,-30.542,-30.485,-31.594,-31.733,-30.563,-30.172,-29.698,-29.598,69.571,70.652,-31.885,-30.234,66.695,66.235
122,1999,98,950,-66.119,-29.268,999,999,-0.15256,-30.584,-30.535,-30.989,-31.006,-30.545,-30.203,-30.272,-30.186,71.423,72.21,-31.956,-30.535,67.386,66.839
122,1999,98,1000,-67.15,-29.268,999,999,-0.21573,-30.978,-30.956,-31.407,-31.504,-30.876,-30.747,-30.58,-30.533,70.352,71.193,-32.357,-30.976,66.829,66.356
122,1999,98,1010,-68.581,-29.35,999,999,-0.25349,-31.783,-31.772,-32.077,-32.066,-31.832,-31.556,-31.414,-31.361,69.289,70.196,-33.078,-31.667,65.96,65.399
122,1999,98,1020,-70.014,-29.516,999,999,-0.2078,-31.713,-31.696,-31.883,-31.904,-31.652,-31.462,-31.501,-31.394,69.714,70.628,-33.018,-31.647,65.812,65.218
122,1999,98,1030,-70.882,-29.683,999,999,-0.17952,-31.02,-30.966,-31.199,-31.211,-30.958,-30.721,-30.914,-30.814,70.802,71.682,-32.308,-31.027,66.359,65.925
122,1999,98,1040,-70.251,-29.773,999,999,-0.04181,-30.193,-30.106,-30.399,-30.396,-30.232,-29.788,-30.053,-29.839,71.298,71.992,-31.477,-30.116,66.775,66.328
122,1999,98,1050,-69.354,-29.731,999,999,0.0395,-29.344,-29.213,-29.559,-29.594,-29.471,-28.918,-29.125,-28.918,72.043,72.73,-30.565,-29.244,67.393,66.906
122,1999,98,1100,-68.055,-29.538,999,999,0.02746,-28.412,-28.272,-28.688,-28.693,-28.487,-27.972,-28.204,-27.97,72.912,73.606,-29.694,-28.322,68.182,67.681
122,1999,98,1110,-66.951,-29.21,999,999,0.00165,-27.604,-27.481,-28.132,-28.17,-27.735,-27.074,-27.284,-27.044,73.276,73.836,-29.014,-27.453,68.605,68.138
122,1999,98,1120,-65.48,-28.787,999,999,-0.02861,-27.069,-26.848,-27.482,-27.504,-27.31,-26.753,-26.711,-26.397,73.759,74.546,-28.295,-26.824,69.209,68.575
122,1999,98,1130,-64.375,-28.316,999,999,0.01847,-26.937,-26.605,-27.557,-27.556,-27.47,-26.874,-26.384,-25.931,72.894,73.588,-27.946,-26.485,69.225,68.351
122,1999,98,1140,-63.27,-27.865,999,999,0.11677,-26.736,-26.519,-27.339,-27.398,-27.016,-26.178,-26.306,-25.919,73.355,73.475,-28.007,-26.487,69.026,68.226
122,1999,98,1150,-61.866,-27.446,999,999,0.14175,-26.411,-26.261,-27.157,-27.116,-26.884,-25.861,-25.953,-25.686,73.032,72.545,-27.918,-26.377,69.137,68.116
122,1999,98,1200,-62.132,-26.788,999,999,0.16847,-26.256,-26.006,-26.78,-26.805,-25.34,-25,-25.766,-25.453,72.831,72.217,-27.638,-26.148,69.096,67.955
122,1999,98,1210,-60.997,-26.179,999,999,0.13449,-25.224,-24.93,-26.167,-26.126,-24.801,-24.183,-24.772,-24.339,74.077,72.743,-27.179,-25.518,69.535,68.454
122,1999,98,1220,-60.259,-25.762,999,999,0.12608,-25.066,-24.618,-25.867,-25.991,-23.707,-23.731,-24.453,-23.88,72.544,70.656,-26.89,-25.31,69.696,68.282
122,1999,98,1230,-59.222,-25.354,999,999,0.18816,-24.519,-24.181,-25.691,-25.583,-24.646,-23.567,-23.894,-23.3,73.147,70.12,-26.641,-24.891,69.673,68.399
122,1999,98,1240,-58.419,-24.961,999,999,0.28567,-24.228,-24.176,-25.564,-25.313,-24.956,-23.232,-23.515,-23.161,72.196,68.722,-26.362,-24.362,69.676,68.268
122,1999,98,1250,-57.68,-24.513,999,999,0.32374,-23.727,-23.458,-25.087,-24.925,-23.406,-22.605,-22.949,-22.563,71.37,68.276,-25.884,-23.894,69.97,68.33
122,1999,98,1300,-56.677,-23.402,999,999,0.37995,-23.459,-23.17,-24.627,-24.507,-22.529,-22.129,-22.817,-22.323,71.587,68.106,-25.525,-23.805,70.433,68.706
122,1999,98,1310,-55.939,-22.78,999,999,0.29511,-22.887,-22.605,-24.369,-24.263,-22.701,-21.803,-22.165,-21.712,70.52,66.34,-25.228,-23.347,70.514,68.56
122,1999,98,1320,-55.569,-22.514,999,999,0.21735,-22.405,-21.945,-24.177,-23.733,-22.604,-21.677,-21.626,-20.959,68.463,63.116,-24.879,-22.879,70.303,67.943
122,1999,98,1330,-54.768,-22.254,999,999,0.28812,-21.627,-21.109,-23.808,-23.404,-22.85,-21.259,-20.733,-20.06,65.615,60.068,-24.159,-21.869,70.601,68.115
122,1999,98,1340,-53.399,-21.917,999,999,0.36563,-21.413,-20.612,-23.528,-22.935,-22.84,-21.392,-20.3,-19.354,61.666,56.639,-23.58,-20.96,70.746,67.153
122,1999,98,1350,-52.195,-21.527,999,999,0.11618,-20.866,-20.181,-23.33,-22.773,-21.928,-20.503,-19.835,-18.855,59.501,54.055,-23.492,-20.963,70.047,64.768
122,1999,98,1400,-51.293,-21.152,999,999,0.03807,-22.904,-22.713,-23.632,-22.532,-19.114,-18.379,-21.829,-21.476,67.011,66.058,-23.403,-22.044,70.251,66.265
122,1999,98,1410,-49.992,-20.713,999,999,0.09286,-22.929,-22.885,-23.655,-22.631,-18.966,-18.489,-22.429,-22.123,72.095,70.862,-23.544,-22.464,70.542,68.656
122,1999,98,1420,-49.32,-19.878,999,999,0.17846,-21.65,-22.098,-23.887,-23.638,-17.498,-18.095,-21.132,-21.245,67.055,64.616,-22.688,-21.488,71.154,67.341
122,1999,98,1430,-48.083,-19.016,999,999,0.22905,-20.502,-20.625,-23.477,-23.357,-18.55,-18.01,-19.627,-19.687,55.414,53.874,-23.13,-20.96,67.829,60.639
122,1999,98,1440,-48.145,-18.886,999,999,0.31776,-21.33,-21.161,-24.068,-23.96,-17.931,-18.176,-20.116,-19.849,52.983,52.596,-24.032,-21.943,66.61,60.286
122,1999,98,1450,-48.273,-18.869,999,999,0.27433,-21.093,-20.348,-23.184,-23.387,-18.88,-18.781,-20.171,-19.298,54.209,51.198,-24.165,-21.986,66.502,60.646
122,1999,98,1500,-48.77,-18.863,999,999,0.29878,-20.689,-19.963,-23.026,-23.185,-19.475,-18.991,-19.633,-18.673,51.635,48.29,-24.126,-21.718,66.039,59.59
122,1999,98,1510,-48.968,-18.859,999,999,0.45719,-21.699,-21.065,-23.107,-23.433,-18.262,-18.705,-20.546,-19.606,54.425,51.44,-24.037,-22.108,65.491,60.221
122,1999,98,1520,-49.168,-18.828,999,999,0.34958,-22.278,-22.234,-23.838,-23.988,-19.219,-19.222,-21.366,-20.999,58.262,57.143,-24.017,-22.338,65.111,61.073118
122,,,,,,,,,,,,,,,,,,,,,,
122,1999,98,1820,-50.888,-19.186,4.7442,0.32402,0.03781,-22.564,-22.169,-23.561,-23.875,-19.342,-19.659,-21.632,-21.193,57.091,55.849,-24.593,-22.718,63.969,59.768
122,1999,98,1830,-51.366,-19.457,5.3269,4.6265,0.05272,-23.014,-22.775,-23.833,-24.255,-19.793,-20.313,-22.112,-21.626,58.328,56.949,-24.717,-23.028,64.244,60.12
122,1999,98,1840,-52.532,-19.705,5.1927,4.576,-0.01532,-23.185,-23.102,-24.374,-24.478,-20.113,-20.287,-22.358,-22.112,59.167,58.648,-24.737,-23.148,63.964,60.32
122,1999,98,1850,-53.364,-19.846,4.9972,4.4657,-0.05003,-23.402,-23.126,-24.134,-24.398,-20.118,-20.608,-22.585,-22.125,59.36,58.075,-24.997,-23.358,64.264,60.486
122,1999,98,1900,-73.884,-20.006,4.7911,4.2031,-0.1675,-23.573,-23.487,-24.589,-24.792,-20.353,-20.719,-22.765,-22.498,59.827,59.207,-25.157,-23.548,64.23,60.546
122,1999,98,1910,-244.3,-20.134,4.5674,4.1459,-0.6861,-23.732,-23.469,-24.548,-24.794,-20.217,-20.873,-22.918,-22.545,58.934,58.001,-25.406,-23.748,64.164,60.293
122,1999,98,1920,-196.9,-20.306,4.3392,3.9375,-0.80485,-24.029,-23.878,-25.123,-25.281,-20.541,-21.064,-23.185,-22.865,58.661,57.748,-25.666,-24.027,63.791,59.947
122,1999,98,1930,-167.42,-20.516,4.1241,3.7451,-0.84555,-24.458,-24.306,-25.345,-25.688,-21.031,-21.602,-23.558,-23.291,58.541,58.301,-25.996,-24.347,63.564,59.86
122,1999,98,1940,-148.67,-20.78,3.8938,3.5448,-0.89287,-25.053,-24.721,-25.552,-25.809,-21.695,-22.381,-24.264,-23.757,59.8,58.361,-26.566,-24.937,63.931,60.306
122,1999,98,1950,-137.14,-21.092,3.5505,3.2359,-1.0247,-25.172,-24.706,-25.799,-25.978,-22.288,-23.007,-24.517,-23.937,60.246,58.041,-26.845,-25.267,64.124,60.7
122,1999,98,2000,-130.28,-21.441,3.1414,2.8871,-1.0369,-25.444,-24.619,-26.215,-26.293,-23.262,-23.876,-24.71,-23.757,58.354,54.677,-27.415,-25.746,64.177,60.333
122,1999,98,2010,-132.28,-21.828,3.2187,2.7165,-1.0243,-25.397,-24.777,-26.429,-26.416,-23.816,-24.317,-24.757,-23.851,58.701,54.95,-27.585,-25.866,64.67,60.993
122,1999,98,2020,-31.812,-22.147,2.9814,2.7006,-1.0968,-25.588,-24.953,-26.483,-26.598,-23.558,-24.345,-24.783,-23.984,58.561,55.456,-27.575,-25.886,64.55,60.753
122,1999,98,2030,-43.737,-22.465,2.6705,2.4687,-1.2417,-25.778,-24.843,-26.575,-26.698,-24.612,-24.751,-25.077,-23.951,58.867,54.157,-27.895,-26.226,64.723,61.046
122,1999,98,2040,-50.899,-22.823,2.4445,2.2656,-1.2541,-26.195,-25.47,-27.282,-27.251,-26.436,-25.515,-25.356,-24.37,56.822,52.838,-28.484,-26.756,64.424,60.526
