year	jd	hour.min	temp	hum	wind	wind_dir	press	snow	volt
2017	280	650	-14.13	76.9	3.79	158.9	672.4	-0.69	13.47
2017	280	700	-14.86	76.8	3.51	155	672.3	-0.65	13.46
2017	280	710	-13.57	78.2	3.55	152.8	672.4	-0.68	13.45
2017	280	720	-13.36	79.1	3.43	154	672.4	-0.67	13.47
2017	280	730	-12.88	80.3	3.7	158.6	672.3	-0.68	13.48
2017	280	740	-12.3	81.7	4.03	157.8	672.3	-0.67	13.44
2017	280	750	-12.22	81.8	3.85	156.7	672.2	-0.59	13.46
2017	280	800	-10.78	82.1	3.54	147.2	672.2	-0.67	13.46
2017	280	810	-11.97	81.7	3.3	143.7	672.2	-0.67	13.42
2017	280	820	-11.14	81.3	3.12	138	672.1	-0.63	13.45
2017	280	830	-10.58	81.5	2.88	136.2	672.1	-0.62	13.48
2017	280	840	-10.57	81.1	2.66	140.4	672.1	-0.67	13.43
2017	280	850	-10.77	80.6	2.86	164	672.2	-0.68	13.47
2017	280	900	-11.57	80.5	3.02	166.3	672.2	-0.67	13.47
2017	280	910	-11.02	79	2.51	150.5	672.2	-0.67	13.48
2017	280	920	-11.82	77.6	2.84	138	672.2	-0.63	13.48
2017	280	930	-11.96	77.6	2.05	130.3	672	-0.65	13.16
2017	280	940	-12.71	77.2	1.35	146.3	672	-0.67	13.46
2017	280	950	-13.14	78.8	2.6	149.1	672	-0.68	13.46
2017	280	1000	-13.23	79.8	2.78	155.9	672	-0.63	13.48
2017	280	1010	-12.73	80.9	4.15	157.2	672	-0.66	13.47
2017	280	1020	-11.72	82	4.73	160	671.9	-0.67	13.46
2017	280	1030	-11.34	79.9	4.24	161.7	671.9	-0.68	13.48
2017	280	1040	-13.1	77.4	4.53	170.5	671.9	-0.67	13.48
2017	280	1050	-12.72	77.8	4.14	168.2	671.9	-0.68	19.8
2017	280	1100	-12.42	78.3	4.27	157.8	671.9	-0.68	13.47
2017	280	1110	-12.97	78.5	3.85	148.3	671.8	-0.65	13.48
2017	280	1120	-12.7	76.4	3.07	136.4	671.6	-0.68	13.42
2017	280	1130	-13.49	75.3	2.67	120.6	671.5	-0.68	32.25
2017	280	1140	-13.85	74.9	2.82	113	671.4	-0.7	13.48
2017	280	1150	-14.28	76.6	3.35	132	671.4	0	13.47
2017	280	1200	-13.63	77.1	3.11	134.3	671.3	-0.68	13.43
2017	280	1210	-13.46	77.5	3.23	137.6	671.2	-0.69	13.47
2017	280	1220	-13.74	78.1	3.47	135.1	671.2	-0.68	31.79
2017	280	1230	-13.23	79	3.26	133.8	671.2	-0.69	13.46
2017	280	1240	-12.77	81.4	3.03	135.3	671.2	-0.64	13.46
2017	280	1250	-10.48	84.3	3.1	129	671.1	-0.68	22.5
2017	280	1300	-9.69	81.1	2.94	122.1	671	-0.68	13.47
2017	280	1310	-10.99	75.8	2.51	119.9	671.1	-0.65	13.48
2017	280	1320	-12.05	76.2	3.13	120.7	671.1	-0.68	21.89
2017	280	1330	-11.26	80.8	3.66	128.9	671	-0.69	13.42
2017	280	1340	-11.81	77.1	3.31	129.8	671	-0.64	13.46
2017	280	1350	-12.02	75.1	3.29	129	671	-0.69	13.47
2017	280	1400	-12.95	73.7	3.16	127.5	670.9	-0.69	13.44
2017	280	1410	-12.39	76.5	3.19	127.9	670.8	-0.7	13.47
2017	280	1420	-12.07	79.7	3.42	126.1	670.8	-0.65	13.47
2017	280	1430	-12.08	78.6	3.51	125.9	670.7	-0.67	13.49
2017	280	1440	-11.36	79.7	3.74	121.5	670.7	-0.68	13.46
2017	280	1450	-11.89	80.8	3.82	121.5	670.7	0	13.45
2017	280	1500	-10.67	81.1	3.75	126	670.7	-0.67	13.45
2017	280	1510	-10.65	77.9	3.35	135.2	670.7	-0.67	21.3
2017	280	1520	-11.26	75.6	3.25	130.1	670.7	0	13.48
2017	280	1530	-11.14	75.1	2.82	131.8	670.6	-0.67	13.47
2017	280	1540	-11.6	76.3	2.98	130.2	670.6	-0.67	13.48
2017	280	1550	-11.24	78.5	3.65	127.6	670.6	0	13.47
2017	280	1600	-10.07	80.7	3.92	122.7	670.5	-0.67	13.48
2017	280	1610	-9.97	80.9	3.77	117.2	670.4	0	13.48
2017	280	1620	-9.89	78	3.75	114.4	670.4	0	13.47
2017	280	1630	-9.54	72.8	3.61	110.6	670.3	-0.67	13.48
2017	280	1640	-11.7	69.36	3.49	104.7	670.3	-0.63	13.47
2017	280	1650	-13.33	72.1	3.73	100.3	670.3	-0.66	13.46
2017	280	1700	-13.98	73.5	3.83	97.3	670.3	-0.68	11.83
2017	280	1710	-14.36	73.5	3.65	100	670.2	-0.68	13.48
2017	280	1720	-15.18	73.7	3.71	102	670.2	-0.64	13.47
2017	280	1730	-14.81	74.4	4	102.3	670.1	0	13.47
2017	280	1740	-14.78	74.1	3.94	102.2	670.1	-0.67	13.48
2017	280	1750	-14.82	75.5	4.14	103.3	670.1	-0.69	13.48
2017	280	1800	-15.1	77.8	4.31	106.2	670.1	-0.67	13.48
2017	280	1810	-14.84	78.4	4.34	104.4	670.1	-0.69	13.48
2017	280	1820	-14.58	75.6	3.94	100	670.1	-0.64	13.48
2017	280	1830	-14.57	74.9	4.22	101.3	670	-0.68	13.45
2017	280	1840	-14.78	76.6	4.52	101.7	669.9	-0.68	19.24
2017	280	1850	-14.54	78.5	4.53	104.4	670	-0.68	13.43
2017	280	1900	-15.11	78.6	4.44	105	670	0	13.46
2017	280	1910	-13.91	76.4	4.36	104.3	669.9	-0.68	13.47
2017	280	1920	-15.76	75.4	4.53	103.5	670	-0.61	13.43
2017	280	1930	-14.91	78.5	4.5	105.1	669.9	-0.68	13.4
2017	280	1940	-14.66	81.6	4.24	105.8	670	0	13.45
2017	280	1950	-13.08	80.6	4.14	102.6	669.9	-0.68	13.46
2017	280	2000	-14.05	80	3.85	102.8	669.9	-0.54	28.23
2017	280	2010	-12.23	80.3	3.82	101.8	669.8	-0.68	14.04
2017	280	2020	-12.6	80.5	4.14	103	669.8	0	13.46
2017	280	2030	-11.98	80.8	4.29	107.9	669.8	-0.65	13.41
2017	280	2040	-11.57	81	4.7	114.2	669.7	-0.68	13.46
2017	280	2050	-12.01	80.5	4.8	117.8	669.6	-0.62	13.46
2017	280	2100	-11.54	80	4.69	119	669.6	-0.67	13.48
2017	280	2110	-12.15	79.7	4.47	117.8	669.5	-0.62	13.45
2017	280	2120	-12.23	78.4	4.28	116.4	669.4	-0.67	28.04
2017	280	2130	-13.04	76.4	3.93	112.7	669.4	-0.67	13.47
2017	280	2140	-14.17	77.7	4.03	106.8	669.4	0	13.46
2017	280	2150	-12.95	80.2	4	115.7	669.4	-0.67	13.46
2017	280	2200	-12.9	81.2	4.03	117.9	669.3	-0.59	13.47
2017	280	2210	-11.96	81	4.39	118	669.3	-0.67	32.46
2017	280	2220	-12.15	79.7	4.33	111.4	669.2	-0.68	13.46
2017	280	2230	-12.94	79.1	3.89	112.2	669.2	0	13.47
2017	280	2240	-12.37	79.4	3.59	111.2	669.3	-0.67	13.47
2017	280	2250	-12.73	79.8	3.55	108.7	669.2	-0.67	13.46
2017	280	2300	-13.61	79.9	3.56	108.9	669.2	0	13.45
2017	280	2310	-13.01	78.6	3.25	116.6	669.2	-0.67	14.59
2017	280	2320	-12.97	77.8	3.37	121.6	669.2	-0.68	13.45
2017	280	2330	-13.97	77.3	3.48	118.7	669.1	0	13.14
2017	280	2340	-13.97	76.7	3.73	110.8	669.1	-0.68	13.47
2017	280	2350	-13.8	77.5	3.03	124.5	669.1	-0.68	13.47
2017	280	2400	-14.48	78.8	2.55	139.4	669.1	0	13.45
2017	281	10	-13.67	80.9	3.07	138.3	669.1	-0.67	19.47
2017	281	20	-12.37	80.5	2.94	133	669	-0.67	13.46
2017	281	30	-12.9	80.2	3.96	128.3	669	-0.67	31.72
2017	281	40	-12.15	79.8	4.17	129.2	669	-0.67	25.3
2017	281	50	-12.12	79.3	4.4	127.6	668.9	-0.67	13.45
2017	281	100	-12.01	79.1	4.48	128.6	668.9	-0.67	13.47
2017	281	110	-13.23	78.5	3.99	131.7	668.9	-0.63	13.46
2017	281	120	-13.38	75.6	3.18	127	668.9	-0.66	13.44
2017	281	130	-14.64	73.7	2.11	116.7	668.8	-0.67	13.47
2017	281	140	-15.23	70.8	1.82	99.4	668.8	-0.66	13.44
2017	281	150	-16.6	72.8	2.28	103.7	668.7	0	13.47
2017	281	200	-16.33	74.1	2.57	97.3	668.6	-0.67	13.44
2017	281	210	-16.51	72.8	2.56	104.7	668.6	-0.67	13.45
2017	281	220	-16.71	73.7	2.46	99.4	668.5	-0.38	13.45
2017	281	230	-16.96	76.3	3.3	106.3	668.4	-0.67	13.46
2017	281	240	-16.6	75.8	3.48	112.5	668.5	-0.66	13.46
2017	281	250	-16.45	74.5	3.45	109	668.4	-0.67	13.45
2017	281	300	-17.32	76	3.58	117.3	668.4	-0.38	13.43
2017	281	310	-15.97	76.5	3.83	127.3	668.4	-0.4	13.42
2017	281	320	-16	75.7	4.61	130.3	668.4	-0.4	13.45
2017	281	330	-16.39	74.5	4.61	137.7	668.4	-0.4	13.46
2017	281	340	-16.26	72.6	4.55	138	668.4	-0.37	13.46
2017	281	350	-16.25	70.5	4.26	136.8	668.4	-0.4	13.47
2017	281	400	-16.82	69.96	3.99	131.7	668.4	-0.4	13.46
2017	281	410	-17.58	71.8	3.72	131.9	668.4	-0.4	13.44
2017	281	420	-16.05	75.8	4.59	129.3	668.3	-0.41	13.44
2017	281	430	-15.71	78.6	4.55	122.2	668.3	-0.4	13.44
2017	281	440	-15.46	78.2	4.2	119.3	668.3	-0.38	13.46
2017	281	450	-14.42	78.1	3.93	122.8	668.3	-0.4	13.47
2017	281	500	-14.8	78	3.54	126.4	668.2	-0.4	13.47
2017	281	510	-14.29	78.6	3.72	122.3	668.1	-0.4	31.83
2017	281	520	-14.09	78.6	3.65	126.5	668.2	-0.66	29.11
2017	281	530	-13.79	78.9	3.57	128	668.2	-0.66	15.55
2017	281	540	-13	79.1	3.21	141.5	668.2	-0.66	13.46
2017	281	550	-14.28	78.8	3.36	140.7	668.2	-0.61	13.47
2017	281	600	-12.52	78.4	3.41	134.9	668.2	-0.66	13.45
2017	281	610	-13	78.6	3.17	141.7	668.3	-0.66	13.46
2017	281	620	-12.17	78.9	3.31	155	668.3	-0.67	13.47
2017	281	630	-12.5	79.1	3.48	149.9	668.3	-0.66	13.47
2017	281	640	-12.75	79.1	3.11	149.5	668.3	-0.67	13.47
2017	281	650	-13.03	77.8	3.79	145.6	668.3	-0.63	13.47
2017	281	700	-12.87	77.7	3.78	147.1	668.2	-0.66	13.47
2017	281	710	-13.47	78.2	3.96	150.1	668.2	-0.66	30.41
2017	281	720	-12.92	78.9	3.76	149.4	668.2	-0.67	11.44
2017	281	730	-13.61	79.4	3.51	152	668.1	0	13.47
2017	281	740	-12.22	79.9	3.81	150.5	668.1	-0.66	29.6
2017	281	750	-11.79	79.8	4.01	153.9	668.1	-0.64	13.46
2017	281	800	-11.51	80.2	4.47	154.1	668.1	-0.59	32.32
2017	281	810	-11.53	80.4	5.23	157.2	668.1	-0.65	13.44
2017	281	820	-11.9	77.4	3.98	163.7	668.2	-0.66	13.47
2017	281	830	-12.68	72.3	2.39	158.2	668.2	-0.68	13.47
2017	281	840	-15.73	71.4	3.23	154.5	668.2	-0.38	22.52
2017	281	850	-14.47	75.2	3.29	160.5	668.3	-0.38	13.47
2017	281	900	-15.05	76.2	2.59	164.3	668.3	-0.4	13.47
2017	281	910	-14.99	77.5	2.41	165.8	668.4	-0.36	13.46
2017	281	920	-14.13	79.2	3.23	164.8	668.4	-0.4	13.58
2017	281	930	-14.76	79.9	3.45	157.5	668.3	-0.66	16.25
2017	281	940	-13.68	79.9	3.57	157.2	668.4	-0.66	28.54
2017	281	950	-12.76	80.1	3.58	153.8	668.3	-0.66	13.47
2017	281	1000	-13.39	79.6	3.44	150.5	668.3	-0.59	13.48
2017	281	1010	-11.97	79.8	3.79	149.5	668.3	-0.65	13.44
2017	281	1020	-11.76	80	4.11	149.7	668.3	-0.66	13.48
2017	281	1030	-12.98	80.2	4.64	154.9	668.4	-0.66	28.76
2017	281	1040	-12.65	79.5	5.58	165.8	668.4	-0.67	19.16
2017	281	1050	-12.31	77.1	5.53	176.1	668.4	-0.64	10.97
2017	281	1100	-12.63	74.8	4.32	179.1	668.4	-0.68	13.47
2017	281	1110	-12.92	78.4	4.38	169.4	668.4	-0.66	13.46
2017	281	1120	-12.36	82.2	5.37	165.7	668.5	-0.66	13.46
2017	281	1130	-12.39	81.9	4.97	167.2	668.4	-0.62	13.44
2017	281	1140	-10.89	81.4	4.77	166.3	668.4	-0.66	13.47
2017	281	1150	-10.6	81.8	4.99	175.4	668.5	-0.66	16.68
2017	281	1200	-10.47	81.9	4.77	180.7	668.5	-0.62	13.48
2017	281	1210	-10.2	81.9	5.13	180	668.5	-0.61	13.46
2017	281	1220	-10.1	81	6.3	194.7	668.5	0	13.45
2017	281	1230	-10.28	80	6.89	195.7	668.6	-0.67	13.47
2017	281	1240	-9.5	80.1	6.6	192.8	668.6	-0.68	13.45
2017	281	1250	-10.78	80.4	5.58	200.1	668.6	-0.64	13.47
2017	281	1300	-9.49	79.2	5.04	209	668.7	-0.68	13.47
2017	281	1310	-9.97	80	4.8	206.6	668.7	-0.67	13.47
2017	281	1320	-10.78	80.7	4.18	200	668.7	0	13.46
2017	281	1330	-9.86	80.7	3.94	177.4	668.7	-0.67	13.47
2017	281	1340	-9.52	81.3	3.45	178.5	668.7	-0.68	13.48
2017	281	1350	-10.22	80.4	3.31	178.3	668.7	-0.68	13.48
2017	281	1400	-10.25	80.9	3.29	172.3	668.8	-0.65	13.48
2017	281	1410	-10.07	81.3	3.63	168.6	668.8	-0.68	13.48
2017	281	1420	-10.49	81.5	3.53	163.4	668.8	-0.68	15.7
2017	281	1430	-10.44	81.3	3.72	160	668.8	-0.68	13.46
2017	281	1440	-10.65	81.3	2.95	154.9	668.7	-0.68	13.47
2017	281	1450	-10.36	81	2.56	139.8	668.6	-0.65	13.47
2017	281	1500	-10.25	80.7	2.91	140.3	668.6	-0.63	24.79
2017	281	1510	-10.19	80.3	3.54	151.3	668.7	0	11.96
2017	281	1520	-9.81	81.1	4.2	157.2	668.8	-0.68	13.47
2017	281	1530	-10.33	81.1	4.09	154.4	668.7	-0.65	13.48
2017	281	1540	-9.99	80.9	3.44	151.7	668.7	-0.68	13.48
2017	281	1550	-10.44	80.2	3.88	155.1	668.7	-0.65	13.48
2017	281	1600	-10.33	80	4.06	155.5	668.8	-0.68	13.48
2017	281	1610	-10.09	79.6	3.87	156.1	668.8	-0.69	13.42
2017	281	1620	-10.84	79.3	3.53	154.6	668.8	-0.68	13.46
2017	281	1630	-10.96	79.2	3.6	154.1	668.8	-0.64	13.48
2017	281	1640	-12.22	79.4	4.05	156.8	668.8	-0.68	13.48
2017	281	1650	-11.82	79.3	4.4	159.8	668.7	-0.68	13.48
2017	281	1700	-11.26	79.8	4.32	160.6	668.8	-0.66	13.48
2017	281	1710	-11.82	80	4.12	158.9	668.8	-0.61	13.45
2017	281	1720	-11.21	80	4.36	158.2	668.8	-0.68	13.46
2017	281	1730	-10.83	80.1	4.47	159.2	668.9	-0.68	13.48
2017	281	1740	-10.92	80.3	4.2	162.1	668.9	-0.65	13.48
2017	281	1750	-11.11	80.3	4.17	166	668.9	-0.65	13.48
2017	281	1800	-11.37	80.2	4.17	169.5	668.9	-0.68	13.48
2017	281	1810	-11.19	80.1	4.17	173.9	669	-0.68	33.21
2017	281	1820	-11.25	80.4	4.24	176	669	-0.69	13.48
2017	281	1830	-11.89	80.2	3.91	176.4	669	0	13.44
2017	281	1840	-11.46	79.9	3.64	173.6	669	-0.64	13.45
2017	281	1850	-11.15	80.3	4.03	176.1	669	0	13.46
2017	281	1900	-10.9	80.9	4.48	176.7	669	-0.68	13.47
2017	281	1910	-11.02	80.8	4.28	180.8	669.1	-0.68	13.47
2017	281	1920	-11.36	81.1	4.33	179.7	669.2	0	13.46
2017	281	1930	-11.08	80.4	4.82	175.7	669.2	-0.67	13.48
2017	281	1940	-10.6	80.2	4.63	174.6	669.2	-0.68	33.14
2017	281	1950	-11.23	79.2	4.49	171.2	669.3	-0.68	13.47
2017	281	2000	-11.4	78.8	4.36	173	669.3	-0.68	13.48
2017	281	2010	-11.92	78.7	4.43	176.3	669.4	-0.68	13.48
2017	281	2020	-12.52	80.1	4.65	177.3	669.4	-0.68	13.48
2017	281	2030	-11.65	80.7	4.69	176.6	669.5	-0.68	14.67
2017	281	2040	-11.89	80.5	4.57	175.7	669.5	0	13.43
2017	281	2050	-10.94	80.4	4.4	178.8	669.6	-0.68	13.43
2017	281	2100	-11.63	80.9	4.4	178.7	669.6	0	13.48
