"JD" "VW1" "VW1_max" "TA1"
130.12 9.940 11.320 -13.492
130.15 8.160 9.090 -10.302
130.18 6.937 8.280 -8.503
130.21 6.917 7.920 -9.194
131.00 8.810 9.850 -11.538
131.03 10.750 12.770 -12.574
131.06 12.570 14.110 -12.532
131.09 13.730 15.190 -10.860
131.12 12.420 13.860 -7.192
131.15 10.650 13.230 -3.224
131.18 11.340 12.020 -.237
131.21 10.570 11.670 1.140
132.00 7.680 9.020 .576
132.03 7.240 8.730 -1.216
132.06 7.730 9.230 -3.663
132.09 9.560 11.710 -1.216
132.12 11.700 12.670 .547
132.15 10.540 11.640 1.270
132.18 9.060 9.670 1.714
132.21 7.530 8.860 .872
133.00 8.440 10.200 -1.740
133.03 11.050 12.620 -3.637
133.06 11.190 12.530 -5.009
133.09 10.530 11.670 -4.457
133.12 9.790 10.720 -1.584
133.15 8.970 9.490 1.846
133.18 7.620 9.370 2.082
133.21 6.764 7.470 .832
134.00 8.290 9.800 -2.734
134.03 10.070 10.680 -5.092
134.06 11.920 12.880 -5.659
134.09 13.720 14.580 -5.443
134.12 13.440 14.010 -3.059
134.15 10.600 11.860 .537
134.18 9.780 10.980 1.643
134.21 7.090 7.800 1.001
135.00 6.497 6.901 -3.354
135.03 7.080 7.750 -7.219
135.06 7.670 8.710 -7.143
135.09 8.170 8.430 -5.255
135.12 6.903 8.030 -1.346
135.15 6.337 7.340 -.466
135.18 4.156 5.468 2.914
135.21 1.192 1.996 -.017
136.00 3.106 4.392 -4.404
136.03 4.096 4.818 -5.418
136.06 6.017 6.627 -9.218
136.09 5.960 6.813 -7.967
136.12 9.020 10.360 -5.979
136.15 9.000 9.810 -3.120
136.18 7.220 8.440 -1.474
136.21 4.125 5.479 -1.840
137.00 5.419 7.150 -5.821
137.03 8.170 9.440 -9.382
137.06 8.460 8.930 -10.187
137.09 7.960 9.190 -8.934
137.12 8.780 9.630 -5.713
137.15 9.360 9.910 -2.945
137.18 8.460 9.030 -1.410
137.21 4.721 7.540 -2.380
138.00 7.830 8.580 -5.714
138.03 9.210 9.920 -7.943
138.06 10.160 10.800 -8.624
138.09 11.570 12.530 -7.371
138.12 11.320 11.970 -4.819
138.15 9.520 10.670 -2.174
138.18 6.320 8.180 -.853
138.21 4.822 5.270 -1.012
139.00 5.918 6.998 -4.460
139.03 7.770 8.690 -7.220
139.06 8.500 9.940 -8.863
139.09 9.020 9.680 -7.345
139.12 10.210 11.230 -3.925
139.15 10.590 11.260 -.598
139.18 9.840 10.480 .724
139.21 10.100 10.420 .274
140.00 9.820 10.530 -2.831
140.03 11.540 12.430 -5.284
140.06 12.300 12.690 -6.761
140.09 12.950 13.610 -6.710
140.12 13.790 14.360 -5.446
140.15 12.990 13.890 -3.146
140.18 9.370 11.350 -.946
140.21 6.751 8.070 -1.253
141.00 7.850 8.430 -4.599
141.03 8.130 8.570 -6.242
141.06 9.110 9.880 -5.979
141.09 8.800 9.650 -7.017
141.12 8.580 9.940 -4.348
141.15 8.060 8.500 -2.111
141.18 6.949 7.820 -.570
141.21 4.433 5.736 -1.474
142.00 4.489 5.095 -6.086
142.03 5.472 6.607 -9.614
142.06 6.895 8.280 -9.913
142.09 9.570 10.870 -9.124
142.12 10.730 11.430 -7.321
142.15 10.880 12.100 -4.627
142.18 10.520 12.790 -3.354
142.21 7.710 10.350 -2.620
143.00 7.970 10.100 -4.851
143.03 11.070 13.440 -6.636
143.06 12.850 13.410 -7.673
143.09 12.570 13.580 -7.722
143.12 12.150 12.840 -5.368
143.15 10.270 11.590 -2.362
143.18 8.390 9.410 -.485
143.21 7.630 8.890 -.494
144.00 8.640 9.170 -2.371
144.03 10.700 11.620 -3.543
144.06 11.230 12.270 -3.744
144.09 11.690 12.760 -3.629
144.12 12.610 13.780 -.542
144.15 12.590 15.510 1.512
144.18 11.980 13.920 1.381
144.21 8.300 10.340 .167
145.00 8.590 10.040 -.314
145.03 6.585 7.930 -.390
145.06 6.119 7.370 -.418
145.09 7.280 8.540 -.390
145.12 7.060 8.260 .313
145.15 8.250 10.100 -.161
145.18 12.490 15.700 -.862
145.21 7.960 12.340 -4.201
146.00 3.585 6.228 -1.262
146.03 6.568 7.160 -2.021
146.06 6.683 7.100 -2.353
146.09 6.051 6.305 -2.415
146.12 5.426 6.087 -1.885
146.15 5.414 5.835 -.323
146.18 4.994 5.386 .332
146.21 4.881 5.978 .041
147.00 6.774 7.850 -2.057
147.03 9.720 10.520 -4.892
147.06 10.420 11.420 -6.822
147.09 10.470 11.300 -5.755
147.12 10.120 11.160 -2.910
147.15 9.140 10.060 .128
147.18 7.590 9.080 1.041
147.21 5.246 6.024 .743
148.00 4.996 5.631 -2.021
148.03 6.938 7.480 -5.409
148.06 7.650 8.050 -4.758
148.09 7.130 7.680 -3.380
148.12 6.473 7.420 -1.272
148.15 4.841 5.909 .941
148.18 2.390 3.212 1.080
148.21 .873 1.781 1.562
149.00 .812 1.399 -2.433
149.03 4.073 6.028 -9.171
149.06 5.903 6.897 -10.961
149.09 7.780 8.040 -10.541
149.12 6.962 7.880 -6.124
149.15 4.783 6.472 -2.021
149.18 1.473 2.806 -.314
149.21 2.706 3.238 -.323
150.00 2.115 3.696 -6.386
150.03 5.823 6.713 -11.351
150.06 8.110 9.460 -11.481
150.09 11.250 11.940 -8.982
150.12 12.010 12.680 -6.540
150.15 12.510 13.330 -3.380
150.18 10.510 11.550 -1.849
150.21 8.540 9.360 -2.778
151.00 10.130 11.450 -5.413
151.03 11.930 12.280 -7.776
151.06 12.580 13.520 -9.519
151.09 12.970 13.770 -9.217
151.12 12.600 14.220 -6.438
151.15 10.750 11.850 -3.783
151.18 8.790 10.790 -2.030
151.21 7.100 9.030 -2.805
152.00 7.400 8.730 -5.889
152.03 8.170 8.850 -8.530
152.06 9.820 10.880 -10.137
152.09 9.490 11.090 -9.727
152.12 8.620 9.530 -6.797
152.15 7.380 8.940 -3.233
152.18 5.492 6.584 -2.021
152.21 2.817 4.196 -2.165
153.00 2.401 3.976 -8.506
153.03 5.305 6.090 -13.006
153.06 6.666 7.340 -14.333
153.09 7.070 7.540 -11.005
153.12 7.300 8.000 -7.948
153.15 3.926 6.006 -4.455
153.18 1.735 3.614 -4.313
153.21 2.867 3.265 -5.031
154.00 2.739 3.914 -9.658
154.03 4.374 5.291 -7.603
154.06 6.159 8.730 -10.137
154.09 8.920 9.530 -10.182
154.12 9.800 10.360 -7.875
154.15 6.877 9.590 -6.073
154.18 5.011 5.928 -4.947
154.21 3.881 4.779 -4.231
155.00 4.012 5.551 -8.602
155.03 5.291 7.120 -9.450
155.06 7.650 8.460 -9.612
155.09 7.640 8.220 -8.864
155.12 7.890 8.200 -6.464
155.15 7.360 8.360 -3.840
155.18 5.177 6.323 -2.326
155.21 2.798 4.032 -1.722
156.00 1.289 2.984 -7.053
156.03 4.695 5.819 -10.473
156.06 6.170 6.599 -11.394
156.09 6.435 6.785 -7.677
156.12 7.370 7.930 -3.982
156.15 7.360 8.220 -1.401
156.18 5.901 6.811 -.323
156.21 5.064 5.520 -.542
157.00 6.558 8.160 -2.057
157.03 8.190 9.850 -3.241
157.06 9.310 10.170 -3.646
157.09 9.850 10.420 -4.457
157.12 10.740 11.790 -2.389
157.15 9.600 10.350 -.494
157.18 9.110 9.960 -.113
157.21 7.930 8.910 -.740
158.00 5.469 6.619 -1.520
158.03 4.241 5.431 -3.181
158.06 6.305 7.770 -5.838
158.09 7.820 8.700 -4.815
158.12 7.570 8.580 -2.664
158.15 7.640 8.150 -.721
158.18 7.000 8.330 -.965
158.21 4.545 5.739 -1.123
159.00 3.744 4.705 -1.731
159.03 2.669 3.415 -2.066
159.06 2.995 4.828 -2.805
159.09 5.854 6.237 -3.449
159.12 6.421 6.832 -1.151
159.15 5.699 6.209 .537
159.18 5.035 6.263 .596
159.21 5.547 6.492 .070
160.00 7.930 9.310 -.589
160.03 9.210 9.650 -1.676
160.06 9.060 9.440 -.740
160.09 8.750 9.510 .508
160.12 7.290 8.030 1.031
160.15 6.645 7.130 1.330
160.18 8.460 9.840 1.867
160.21 9.940 10.620 1.592
161.00 7.370 8.630 2.030
161.03 6.681 8.210 1.532
161.06 8.740 10.030 .734
161.09 10.420 11.130 -.074
161.12 9.750 10.720 1.220
161.15 6.306 7.690 1.522
161.18 5.613 6.528 1.836
161.21 5.488 7.020 1.836
162.00 6.596 7.770 1.969
162.03 6.383 8.170 -.170
162.06 3.840 6.190 -.740
162.09 2.940 6.305 .724
162.12 5.721 6.339 .921
162.15 3.377 4.090 1.775
162.18 2.576 4.724 .274
162.21 4.984 5.491 1.643
163.00 4.967 5.672 .763
163.03 3.993 4.665 .763
163.06 4.953 5.797 .665
163.09 5.357 5.766 .793
163.12 5.293 5.879 1.220
163.15 6.731 7.870 1.653
163.18 4.814 6.077 1.663
163.21 4.041 5.435 1.160
164.00 4.128 5.422 .892
164.03 6.431 8.380 .635
164.06 8.940 9.690 -.551
164.09 10.180 11.340 -.333
164.12 9.960 11.120 1.190
164.15 8.870 9.770 1.633
164.18 8.490 9.380 .635
164.21 6.329 7.820 -.456
165.00 4.819 5.814 .547
165.03 4.205 4.941 -.485
165.06 4.300 5.026 -1.484
165.09 5.086 6.227 .606
165.12 5.564 6.129 1.361
165.15 5.750 6.730 1.491
165.18 5.093 5.706 1.200
165.21 5.270 6.612 1.542
166.00 3.546 5.281 -.103
166.03 3.194 5.264 -1.244
166.06 5.962 7.120 -.304
166.09 7.270 8.370 -.937
166.12 5.700 6.610 -.409
166.15 5.567 6.208 -.017
166.18 4.975 5.471 -.843
166.21 5.033 5.755 -.740
167.00 5.052 6.276 -1.336
167.03 6.027 6.461 -1.849
167.06 6.594 7.160 -1.392
167.09 6.796 7.190 -.589
167.12 6.659 7.050 .921
167.15 5.858 6.419 1.050
167.18 7.230 8.430 1.431
167.21 7.740 9.060 .410
168.00 8.590 9.610 1.491
168.03 7.680 9.350 .303
168.06 9.530 10.670 .665
168.09 7.710 8.740 -.141
168.12 8.800 9.890 .012
168.15 7.470 8.830 -.208
168.18 6.624 8.280 -2.012
168.21 6.992 8.660 -3.102
169.00 3.895 4.935 -3.987
169.03 3.565 6.741 -3.094
169.06 7.620 8.770 -4.374
169.09 6.620 8.830 -4.011
169.12 4.619 5.456 -4.239
169.15 5.846 7.040 -3.302
169.18 7.830 8.680 -2.945
169.21 9.290 10.360 -3.726
170.00 12.170 14.580 -5.438
170.03 15.820 16.810 -5.383
170.06 15.050 17.280 -4.647
170.09 13.020 13.760 -2.620
170.12 13.330 14.470 -.228
170.15 8.500 11.570 .351
170.18 4.773 5.910 .381
170.21 7.710 9.220 -.266
171.00 8.290 9.370 -.646
171.03 6.949 8.990 -1.299
171.06 6.622 8.390 -2.290
171.09 5.087 7.540 -1.722
171.12 1.748 2.439 -.045
171.15 1.348 2.136 -.180
171.18 2.067 2.408 .022
171.21 2.031 2.423 -1.235
172.00 2.089 2.389 -1.967
172.03 2.640 3.777 -2.093
172.06 4.116 5.478 -2.504
172.09 7.250 8.780 -3.756
172.12 7.510 8.700 -1.794
172.15 7.620 9.580 -2.237
172.18 8.970 9.980 -1.114
172.21 9.840 11.280 -1.272
173.00 9.300 11.530 -1.401
