"TOA5","0","CR1000","59715","CR1000.Std.26","CPU:GOES Swiss Camp 10 m tower and Radar final.CR1","27940","Table046"
"TIMESTAMP","RECORD","LoggerID","Year","Day_of_Year","Hour","sw_in_Avg","sw_ref_Avg","net_rad_Avg","tc_air_Avg","t_air_Avg(1)","t_air_Avg(2)","rh_Avg(1)","rh_Avg(2)","U_Avg(1)","U_Avg(2)","Dir_Avg(1)","Dir_Avg(2)","pressure_Avg","SD_1_Avg","SD_2_Avg","tc_air_Max","tc_air_Min","U_Max(1)","U_Max(2)","Battery","val(1)","val(2)","val(3)","val(4)"
"2015-05-16 23:00:00",19,0,2015,136,23,1.27,0.992,-1.325,-8.12,-40,-7.81,0,78.22,5.645,6.853,144.9,112.1,579.4,1.419,1.377,-7.809,-8.36,9.24,8.4,14.35,0,0,0,19
"2015-05-17 00:00:00",20,0,2015,137,0,0.639,0.473,-4.256,-8.49,-40,-7.952,0,74.61,7.394,7.872,150.6,117.7,579.2,1.427,1.379,-7.84,-9.09,9.18,8.98,14.19,0,0,0,19
"2015-05-17 01:00:00",21,0,2015,137,1,0.194,0.155,-1.52,-8.69,-40,-8.43,0,75.52,7.424,8.38,160.6,127.8,579.1,1.432,1.385,-8.49,-9.13,8.98,8.85,14.04,0,0,0,19
"2015-05-17 02:00:00",22,0,2015,137,2,0.066,0.053,-1.193,-8.97,-40,-8.74,0,73.41,8.24,8.26,152.9,120,578.8,1.438,1.386,-8.62,-9.5,10.91,12.18,13.93,0,0,0,19
"2015-05-17 03:00:00",23,0,2015,137,3,0.023,0.018,-0.548,-9.65,-40,-9.46,0,72.54,11.01,11.43,146.7,114.5,578.4,1.444,1.388,-9.22,-9.94,12.99,15.15,13.85,0,0,0,19
"2015-05-17 04:00:00",24,0,2015,137,4,0.019,0.015,-0.254,-9.81,-40,-9.94,0,77.61,12.61,13.96,138.4,108.3,577.7,1.445,1.391,-9.27,-10.54,15.63,18.04,13.78,0,0,0,19
"2015-05-17 05:00:00",25,0,2015,137,5,0.028,0.023,-0.189,-10.36,-40,-10.84,0,82.9,12.32,13.67,142,111.2,577.4,1.447,1.392,-10.03,-10.9,15.09,17.54,13.72,0,0,0,19
"2015-05-17 06:00:00",26,0,2015,137,6,0.193,0.153,-0.138,-10.31,-40,-10.3,0,83.5,10.34,9.95,151.4,118.6,577,1.446,1.389,-9.9,-10.6,12.37,13.69,13.7,0,0,0,19
"2015-05-17 07:00:00",27,0,2015,137,7,0.397,0.315,0.125,-9.58,-40,-9.54,0,83.8,8.06,8.36,163.1,131.5,577,1.443,1.386,-9.16,-9.9,9.77,9.43,13.73,0,0,0,19
"2015-05-17 08:00:00",28,0,2015,137,8,0.672,0.537,0.142,-8.89,-40,-8.82,0,84,6.08,7.002,175.5,144.9,577.4,1.433,1.385,-8.69,-9.18,8.09,8.9,13.84,0,0,0,19
"2015-05-17 09:00:00",29,0,2015,137,9,1.283,1.021,0.023,-8.49,-40,-8.35,0,84,5.361,6.129,183,151.7,577.8,1.415,1.384,-8.27,-8.7,6.363,7.259,14,0,0,0,19
"2015-05-17 10:00:00",30,0,2015,137,10,1.82,1.449,-0.003,-8.04,-40,-7.912,0,84.2,5.748,6.526,183.5,152.5,578.2,1.413,1.382,-7.708,-8.3,7.749,8.61,14.11,0,0,0,19
"2015-05-17 11:00:00",31,0,2015,137,11,2.859,2.263,0.068,-7.469,-40,-7.259,0,84.4,6.945,7.818,191.3,160.9,578.5,1.411,1.38,-7.251,-7.732,8.09,8.9,14.29,0,0,0,19
"2015-05-17 12:00:00",32,0,2015,137,12,3.443,2.743,-0.248,-7.158,-40,-6.97,0,84.5,7.654,8.27,187,156.4,578.9,1.408,1.379,-7.047,-7.286,9.43,8.96,14.45,0,0,0,19
"2015-05-17 13:00:00",33,0,2015,137,13,3.846,3.099,-0.622,-6.969,-40,-6.777,0,84.6,7.169,8.1,182.5,150.9,579.4,1.381,1.379,-6.734,-7.141,8.56,9.06,14.52,0,0,0,19
"2015-05-17 14:00:00",34,0,2015,137,14,5.31,4.293,-1.144,-6.597,-40,-6.294,0,84.3,6.941,7.847,181.8,150.6,579.8,1.382,1.378,-6.265,-6.822,8.56,9.04,15.42,0,0,0,19
"2015-05-17 15:00:00",35,0,2015,137,15,5.196,4.219,-1.448,-6.274,-40,-5.914,0,84.4,6.11,6.901,179.9,149,579.9,1.385,1.377,-6.126,-6.426,7.644,8.32,15.07,0,0,0,19
"2015-05-17 16:00:00",36,0,2015,137,16,5.189,4.209,-1.729,-6.001,-40,-5.56,0,84.2,5.376,6.121,173.1,140.6,580,1.375,1.373,-5.768,-6.214,6.814,7.696,15,0,0,0,19
"2015-05-17 17:00:00",37,0,2015,137,17,5.268,4.257,-1.696,-5.555,-40,-5.156,0,84,4.652,5.245,177.6,146.9,580.1,1.374,1.364,-5.356,-5.831,6.546,7.232,15.03,0,0,0,19
"2015-05-17 18:00:00",38,0,2015,137,18,4.935,3.982,-1.598,-5.295,-40,-4.915,0,84,4.959,5.626,168,136.6,579.9,1.361,1.363,-5.176,-5.527,5.854,6.605,14.91,0,0,0,19
"2015-05-17 19:00:00",39,0,2015,137,19,4.128,3.34,-1.189,-5.099,-40,-4.746,0,84.4,5.143,5.975,154.2,122.2,579.7,1.334,1.349,-4.866,-5.272,6.37,7.481,14.84,0,0,0,19
"2015-05-17 20:00:00",40,0,2015,137,20,2.9,2.356,-0.769,-4.782,-40,-4.541,0,85.5,5.96,6.998,148.3,115.7,579.2,1.359,1.333,-4.664,-4.889,7.304,8.23,14.69,0,0,0,19
"2015-05-17 21:00:00",41,0,2015,137,21,2.209,1.793,-0.326,-4.613,-40,-4.459,0,86.7,6.369,7.402,168.2,135.7,579.1,1.33,1.342,-4.552,-4.704,7.206,8.32,14.6,0,0,0,19
"2015-05-17 22:00:00",42,0,2015,137,22,1.364,1.107,-0.064,-4.557,-40,-4.46,0,87.5,6.155,7.156,175.2,143,578.8,1.338,1.32,-4.507,-4.621,7.873,8.73,14.48,0,0,0,19
"2015-05-17 23:00:00",43,0,2015,137,23,0.894,0.725,0.018,-4.545,-40,-4.453,0,87.7,6.42,7.567,161.7,128.7,578.4,1.355,1.355,-4.469,-4.594,7.762,8.79,14.38,0,0,0,19
"2015-05-18 00:00:00",44,0,2015,138,0,0.583,0.471,0.046,-4.371,-40,-4.306,0,88.2,6.654,7.876,175.3,142.4,578.2,1.373,1.368,-4.286,-4.506,8.34,9.08,14.26,0,128,0,37
"2015-05-18 01:00:00",45,0,2015,138,1,0.281,0.226,-0.036,-4.216,-40,-4.168,0,88.6,6.655,7.781,171.5,139.4,577.9,1.346,1.35,-4.004,-4.366,8.68,8.95,14.13,0,0,0,19
"2015-05-18 02:00:00",46,0,2015,138,2,0.075,0.062,-0.134,-4.026,-40,-3.989,0,88.7,7.58,8.6,169.5,136.8,577.6,1.315,1.298,-3.889,-4.132,9.34,9.27,14.02,0,0,0,19
"2015-05-18 03:00:00",47,0,2015,138,3,0.025,0.02,-0.077,-3.697,-40,-3.668,0,89.3,7.46,8.59,175.1,144.2,577.3,1.376,1.36,-3.439,-3.927,9.15,9.23,13.93,0,0,0,19
"2015-05-18 04:00:00",48,0,2015,138,4,0.019,0.016,-0.081,-3.457,-40,-3.438,0,89.5,6.971,8.21,166.3,134,577,1.148,1.337,-3.415,-3.506,8.22,9.13,13.85,0,0,0,19
"2015-05-18 05:00:00",49,0,2015,138,5,0.042,0.035,-0.245,-3.574,-40,-3.541,0,89.4,7.519,8.12,155.9,123.3,576.3,1.186,1.281,-3.388,-3.752,10.05,9.15,13.79,0,0,0,19
"2015-05-18 06:00:00",50,0,2015,138,6,0.161,0.128,-0.186,-3.863,-40,-3.803,0,89,8.22,7.818,153,118.9,575.6,1.252,1.288,-3.734,-3.93,9.8,9.36,13.75,0,0,0,19
"2015-05-18 07:00:00",51,0,2015,138,7,0.59,0.469,0.305,-3.698,-40,-3.671,0,88.7,8.85,8.09,150.9,118,574.8,1.28,1.337,-3.553,-3.857,10.57,10.2,13.83,0,0,0,19
"2015-05-18 08:00:00",52,0,2015,138,8,0.602,0.485,-1.217,-3.737,-40,-3.582,0,83.7,9.84,9.36,143,111.3,573.6,1.364,1.322,-3.53,-4.089,12.5,14.69,13.91,0,0,0,19
"2015-05-18 09:00:00",53,0,2015,138,9,2.052,1.65,-2.724,-4.296,-40,-3.8,0,74.73,11.88,13.49,138,107.6,572.1,1.397,1.339,-3.782,-4.751,14.4,17.35,14.34,0,0,0,19
"2015-05-18 10:00:00",54,0,2015,138,10,2.773,2.218,-1.365,-4.368,-40,-3.86,0,75.69,12.98,14.79,127.5,99.4,570.6,1.424,1.342,-3.59,-4.737,17.63,20.79,14.68,0,0,0,19
"2015-05-18 11:00:00",55,0,2015,138,11,2.624,2.099,0.497,-3.213,-40,-2.864,0,80.4,12.98,14.89,133.2,103.2,569.3,1.429,1.352,-2.512,-4.079,16.07,18.95,14.96,0,0,0,19
"2015-05-18 12:00:00",56,0,2015,138,12,3.308,2.663,-0.275,-1.92,-40,-1.655,0,87.5,12.3,13.83,142.4,111.3,568.4,1.416,1.333,-1.166,-2.629,15.72,18.96,14.91,0,0,0,19
"2015-05-18 13:00:00",57,0,2015,138,13,2.921,2.393,-0.757,-0.802,-40,-0.601,0,90,10.49,10.81,152.9,121.5,567.8,1.395,1.343,-0.351,-1.183,12.62,14.77,14.93,0,0,0,19
"2015-05-18 14:00:00",58,0,2015,138,14,3.961,3.126,-1.05,-0.264,-40,-0.003,0,88.8,9.07,8.96,171.9,141,567.1,1.288,1.299,-0.195,-0.38,11.07,12.25,15.02,0,0,0,19
"2015-05-18 15:00:00",59,0,2015,138,15,4.464,3.399,-1.139,-0.191,-40,0.015,0,88.4,10.28,10.76,168.9,138,566.1,1.279,1.291,-0.14,-0.24,12.91,14.57,14.97,0,0,0,19
"2015-05-18 16:00:00",60,0,2015,138,16,4.501,3.388,-1.737,-0.099,-40,0.026,0,90.3,9.36,8.85,160.2,127.9,565.3,1.163,1.264,-0.056,-0.183,12.44,14.28,14.93,0,0,0,19
"2015-05-18 17:00:00",61,0,2015,138,17,3.603,2.661,-1.272,-0.073,-40,0.052,0,91.1,9.83,10.04,161.7,129.5,564.3,1.158,1.242,-0.045,-0.096,13.17,15.09,14.83,0,0,0,19
"2015-05-18 18:00:00",62,0,2015,138,18,3.092,2.505,-0.797,-0.072,-40,-0.239,0,91.5,10.82,12.08,168.8,138.1,563.6,1.211,1.222,-0.042,-0.1,13.9,15.53,14.87,0,0,0,19
"2015-05-18 19:00:00",63,0,2015,138,19,3.263,2.659,-0.51,-3.038,-40,-3.26,0,88.7,8.76,9.41,206.9,162.3,563.8,1.207,1.236,-0.058,-5.955,11.42,12.94,14.83,0,0,0,19
"2015-05-18 20:00:00",64,0,2015,138,20,2.676,2.19,-0.484,-7.111,-40,-7.095,0,85.1,8.32,8.27,231.4,175,565.2,1.194,1.243,-5.96,-7.977,10.05,8.97,14.73,0,0,0,19
"2015-05-18 21:00:00",65,0,2015,138,21,2.141,1.752,-0.289,-8.46,-40,-8.44,0,84,8.46,8.07,235.4,175,566.4,1.168,1.174,-7.924,-9.24,11.03,8.89,14.65,0,0,0,19
"2015-05-18 22:00:00",66,0,2015,138,22,1.617,1.319,-0.134,-9.72,-40,-9.74,0,83.4,7.31,7.104,246.1,175.1,567.9,1.203,1.205,-9.28,-9.95,10.85,8.57,14.53,0,0,0,19
"2015-05-18 23:00:00",67,0,2015,138,23,1.044,0.851,-0.157,-10.31,-40,-10.28,0,83.1,7.966,7.765,233.4,175,569.4,1.206,1.245,-9.82,-10.8,10.09,8.89,14.43,0,0,0,19
"2015-05-19 00:00:00",68,0,2015,139,0,0.618,0.504,-0.219,-10.91,-40,-10.9,0,83,5.382,5.198,236.9,175,570.5,1.219,1.239,-10.77,-11.17,7.089,6.853,14.3,0,0,0,19
"2015-05-19 01:00:00",69,0,2015,139,1,0.302,0.247,-0.932,-11.49,-40,-11.33,0,82.8,2.522,2.602,237,175,571.2,1.204,1.248,-11.14,-11.8,5.691,5.612,14.16,0,0,0,19
"2015-05-19 02:00:00",70,0,2015,139,2,0.103,0.087,-0.488,-11.78,-40,-11.41,0,82.7,0.153,0.333,237,175,571.8,1.205,1.254,-11.73,-11.86,0.647,0.81,14.04,0,0,0,19
"2015-05-19 03:00:00",71,0,2015,139,3,0.042,0.038,-0.273,-12.06,-40,-11.74,0,82.5,0.988,0.824,237,175,572.2,1.203,1.255,-11.83,-12.18,1.784,1.431,13.96,0,0,0,19
"2015-05-19 04:00:00",72,0,2015,139,4,0.033,0.028,-0.671,-12.18,-40,-11.96,0,82.4,2.438,1.983,237,175,572.2,1.196,1.258,-11.98,-12.46,3.6,2.881,13.88,0,0,0,19
"2015-05-19 05:00:00",73,0,2015,139,5,0.054,0.046,-0.704,-12.63,-40,-12.4,0,81.6,4.183,2.612,162.5,174.9,572.2,1.202,1.249,-12.34,-13.01,6.416,2.986,13.81,0,0,0,19
"2015-05-19 06:00:00",74,0,2015,139,6,0.15,0.123,-1.185,-12.7,-40,-12.52,0,81.5,4.743,1.5,112.9,174.9,572,1.218,1.207,-12.25,-13.22,6.494,3.012,13.78,0,0,0,19
"2015-05-19 07:00:00",75,0,2015,139,7,0.61,0.496,-1.004,-13.22,-40,-12.78,0,81.1,3.741,0.525,119.7,174.9,572,1.222,1.21,-13.07,-13.46,4.449,0.96,13.87,0,0,0,19
"2015-05-19 08:00:00",76,0,2015,139,8,0.991,0.815,-1.113,-13.09,-40,-12.87,0,80.8,3.924,0.454,131.2,174.9,571.8,1.225,1.211,-12.82,-13.39,4.58,1.392,14.05,0,0,0,19
"2015-05-19 09:00:00",77,0,2015,139,9,1.513,1.261,-1.235,-13.54,-40,-13.34,0,79.4,3.056,0.412,119.3,174.9,571.2,1.226,1.213,-13.26,-13.97,3.966,1.013,14.33,0,0,0,19
"2015-05-19 10:00:00",78,0,2015,139,10,2.286,1.91,-1.066,-13.62,-40,-13.45,0,78.1,3.154,0.362,122,174.9,570.8,1.226,1.214,-13.08,-14.04,4.319,1.32,14.74,0,0,0,19
"2015-05-19 11:00:00",79,0,2015,139,11,3.112,2.607,-1.157,-12.66,-40,-12.64,0,77.25,2.678,0.147,122.7,174.9,570.4,1.225,1.213,-11.97,-13.08,3.378,0.51,14.98,0,0,0,19
"2015-05-19 12:00:00",80,0,2015,139,12,4.472,3.785,-1.527,-10.29,-40,-10.29,0,75.56,1.407,0.132,128.7,174.9,569.9,1.223,1.211,-7.438,-11.94,2.084,0.889,15.58,0,0,0,19
"2015-05-19 13:00:00",81,0,2015,139,13,5.304,4.693,-5.782,-9.29,-40,-9.74,0,74.51,1.368,1.201,209.1,174.5,569.2,1.222,1.21,-6.726,-10.92,1.862,1.744,15.2,0,0,0,19
"2015-05-19 14:00:00",82,0,2015,139,14,5.34,4.616,-3.964,-10.92,-40,-9.36,0,74.79,1.362,0.539,286.1,174.5,568.6,1.222,1.21,-10.42,-11.38,2.11,1.261,15.07,0,0,0,19
"2015-05-19 15:00:00",83,0,2015,139,15,5.274,4.323,-1.193,-11.11,-40,-10.09,0,77.79,3.17,2.345,309.4,174.8,568.1,1.222,1.212,-10.5,-11.64,5.873,5.612,15.03,0,0,0,19
"2015-05-19 16:00:00",84,0,2015,139,16,5.54,4.456,-0.377,-10.65,-40,-9.95,0,78.59,4.855,4.824,305.2,206.8,567.8,1.221,1.212,-10.07,-11.1,6.442,7.063,15.28,0,0,0,19
"2015-05-19 17:00:00",85,0,2015,139,17,6.447,5.153,0.356,-10.02,-40,-9.14,0,77.87,4.401,5.114,335.6,304.3,567.3,1.222,1.212,-9.61,-10.48,6.265,7.337,14.98,0,0,0,19
"2015-05-19 18:00:00",86,0,2015,139,18,6.762,5.266,0.315,-10.12,-40,-9.3,0,77.69,5.52,6.478,335.4,310.9,567,1.22,1.205,-9.68,-10.44,6.755,7.931,15.03,0,0,0,19
"2015-05-19 19:00:00",87,0,2015,139,19,5.921,4.58,-0.835,-10.43,-40,-9.69,0,77.63,5.689,6.811,343.8,313.7,566.7,1.219,1.208,-9.92,-10.7,7.742,8.53,15.2,0,0,0,19
"2015-05-19 20:00:00",88,0,2015,139,20,4.323,3.382,-1.541,-10.58,-40,-10,0,78.3,5.715,6.822,328.7,315.9,566.5,1.219,1.211,-10.18,-10.93,7.801,8.55,14.94,0,0,0,19
"2015-05-19 21:00:00",89,0,2015,139,21,3.54,2.756,-2.325,-10.97,-40,-10.46,0,79.77,6.084,7.364,343.8,313.1,566.2,1.222,1.215,-10.55,-11.28,7.37,8.51,14.75,0,0,0,19
"2015-05-19 22:00:00",90,0,2015,139,22,2.375,1.875,-1.9,-11.12,-40,-10.67,0,80.2,5.89,7.126,300.6,317.2,566.3,1.226,1.22,-10.62,-11.65,7.931,8.63,14.51,0,0,0,19
"2015-05-19 23:00:00",91,0,2015,139,23,1.334,1.064,-2.108,-11.83,-40,-11.35,0,81.3,5.139,6.487,343,312.7,566.2,1.229,1.222,-11.52,-12.12,6.416,7.402,14.36,0,0,0,19
"2015-05-20 00:00:00",92,0,2015,140,0,0.773,0.623,-0.999,-11.71,-40,-11.48,0,82.6,5.991,7.263,333.1,313.9,566.1,1.231,1.219,-11.21,-12.29,7.938,8.58,14.24,0,0,0,19
"2015-05-20 01:00:00",93,0,2015,140,1,0.313,0.254,-0.58,-11.47,-40,-11.34,0,82.6,6.32,7.445,334.1,315,565.9,1.236,1.233,-11.27,-11.64,8.83,8.73,14.09,0,0,0,19
"2015-05-20 02:00:00",94,0,2015,140,2,0.084,0.069,-0.372,-11.49,-40,-11.41,0,82.6,6.684,7.784,332.1,312.9,566,1.24,1.247,-11.38,-11.64,8.41,8.79,13.97,0,0,0,19
"2015-05-20 03:00:00",95,0,2015,140,3,0.036,0.03,-0.354,-11.78,-40,-11.72,0,82.6,6.245,7.277,333.1,314.6,566.1,1.243,1.249,-11.51,-12.01,8.9,8.72,13.88,0,0,0,19
"2015-05-20 04:00:00",96,0,2015,140,4,0.039,0.032,-0.392,-12,-40,-11.93,0,82.5,5.756,6.867,197.3,323,566.2,1.243,1.238,-11.89,-12.25,7.376,8.45,13.81,0,0,0,19
"2015-05-20 05:00:00",97,0,2015,140,5,0.069,0.057,-0.358,-12.1,-40,-12.01,0,82.3,4.784,5.807,227.6,322,566.2,1.293,1.156,-12,-12.28,7.036,8.33,13.74,0,0,0,19
"2015-05-20 06:00:00",98,0,2015,140,6,0.21,0.172,-0.412,-12.52,-40,-12.26,0,82,2.666,3.619,233.7,323.7,566.6,1.245,1.252,-12.17,-12.66,4.56,5.462,13.7,0,0,0,19
"2015-05-20 07:00:00",99,0,2015,140,7,0.495,0.411,-0.715,-13.22,-40,-12.55,0,81.5,2.564,3.857,299.8,319.7,566.7,1.249,1.256,-12.56,-14.04,3.339,5.109,13.75,0,0,0,19
"2015-05-20 08:00:00",100,0,2015,140,8,1.38,1.169,-0.612,-14.8,-40,-14.69,0,78.8,2.377,3.274,43.7,46.78,567,1.253,1.258,-14.04,-16.01,4.181,5.671,13.97,0,0,0,19
"2015-05-20 09:00:00",101,0,2015,140,9,2.026,1.676,-0.43,-15.16,-40,-14.97,0,78.52,2.348,3.156,41.26,20.44,567,1.253,1.248,-14.29,-15.99,3.299,4.253,14.31,0,0,0,19
"2015-05-20 10:00:00",102,0,2015,140,10,2.913,2.361,0.01,-13.4,-40,-13.15,0,78.57,2.616,3.125,28.74,183.2,567.3,1.25,1.242,-12.5,-14.31,3.548,4.201,14.71,0,0,0,19
"2015-05-20 11:00:00",103,0,2015,140,11,3.612,2.886,0.408,-12.23,-40,-11.76,0,79.03,3.601,4.256,105.4,330.7,567.6,1.247,1.244,-12.03,-12.51,5.194,6.122,14.96,0,0,0,19
"2015-05-20 12:00:00",104,0,2015,140,12,4.534,3.558,0.439,-11.88,-40,-10.89,0,77.78,4.127,4.921,63.6,308,567.8,1.247,1.257,-11.23,-12.26,5.913,7.128,15.1,0,0,0,19
"2015-05-20 13:00:00",105,0,2015,140,13,5.766,4.489,0.449,-11.09,-40,-8.82,0,76.78,3.143,3.672,142.2,325.8,568.2,1.246,1.253,-10.59,-11.63,4.619,5.403,15.15,0,0,0,19
"2015-05-20 14:00:00",106,0,2015,140,14,6.579,5.162,0.196,-10.59,-40,-8.38,0,74.37,2.777,3.188,182.8,278.9,568.7,1.246,1.25,-10.05,-11.46,4.064,5.142,15.41,0,0,0,19
"2015-05-20 15:00:00",107,0,2015,140,15,6.759,5.348,0.344,-10.76,-40,-9.03,0,74.3,3.13,3.556,313.9,288.9,568.8,1.24,1.247,-9.76,-11.48,4.861,5.423,15.09,0,0,0,19
"2015-05-20 16:00:00",108,0,2015,140,16,6.82,5.416,0.018,-10.72,-40,-9.19,0,74.12,3.238,3.691,321.7,290.3,569.1,1.243,1.244,-10.34,-11.01,5.024,5.593,15,0,0,0,19
"2015-05-20 17:00:00",109,0,2015,140,17,6.986,5.562,-0.273,-10.64,-40,-9.24,0,74.28,3.476,3.988,321.3,290.7,569.3,1.245,1.241,-10.33,-10.92,4.73,5.344,15.05,0,0,0,19
"2015-05-20 18:00:00",110,0,2015,140,18,4.977,3.976,-0.74,-10.81,-40,-9.69,0,75.87,3.359,3.862,332.9,301.3,569.6,1.241,1.245,-10.56,-10.98,4.848,5.553,14.85,0,0,0,19
"2015-05-20 19:00:00",111,0,2015,140,19,4.857,3.884,-0.617,-10.62,-40,-9.5,0,76.08,2.975,3.414,324,294.1,569.9,1.243,1.242,-10.45,-10.85,3.744,4.534,14.79,0,0,0,19
"2015-05-20 20:00:00",112,0,2015,140,20,3.455,2.774,-0.438,-10.69,-40,-10.03,0,78.51,3.268,3.764,310.6,280,570.5,1.246,1.245,-10.55,-10.87,4.828,5.534,14.72,0,0,0,19
"2015-05-20 21:00:00",113,0,2015,140,21,2.563,2.065,-0.445,-10.69,-40,-10.24,0,80.4,3.454,3.996,309.8,278.2,570.9,1.241,1.246,-10.58,-10.8,4.939,5.488,14.58,0,0,0,19
"2015-05-20 22:00:00",114,0,2015,140,22,1.772,1.43,-0.354,-10.69,-40,-10.28,0,81.3,2.519,2.841,305.3,275.3,571.5,1.247,1.247,-10.61,-10.77,3.561,3.927,14.48,0,0,0,19
"2015-05-20 23:00:00",115,0,2015,140,23,1.134,0.918,-0.306,-10.71,-40,-10.45,0,82,1.8,2.115,287.6,256.9,572,1.247,1.243,-10.58,-10.8,2.463,2.764,14.38,0,0,0,19
