,site,year,filename,profile_lower_y,profile_upper_y,bottom_of_sonic_1,ground_under_sonic1,bottom_of_sonic_2,ground_under_sonic2,Wz1,ground_under_wind_1,Wz2,ground_under_wind_2,THz1,ground_under_TH_1,THz2,ground_under_TH_2,bottom_of_wind_sensor,top_of_wind_sensor_body,image_scale,SH1,SH2,month,day
0,SDL,2006,SDL 2006 05 07 13 17 04 via D Houtz.JPG,1237,874,965,2079,968,2054,2.989689655,2102,4.190022989,2080,2.986505747,2090,4.049931034,2071,1248,1161,314.0794224,3.546873563,3.457724138,5,7
0,DY2,1998,DY2 1998 04 29b post J Box.jpg,1717,1488,1562,1972,1256,1980,1.057057471,1966,1.779804598,1963,1.053873563,1966,1.763885057,1959,1492,1405,314.0794224,1.305402299,2.305149425,4,29
0,NAE,2021,NAE 2021 08 18 via D Houtz.jpg,2470,1723,2532,2532,1662,2417,0.508324468,2681,1.675260638,2683,0.518638298,2623,1.636952128,2694,2516,2328,678.700361,0,1.112420213,8,18
0,NAE,2018,NAE 2018 via D Houtz sm.jpg,2072,1320,2217,2812,1218,2843,1.520352273,2838,2.696028409,2822,1.411755682,2820,2.5795625,2822,2041,1865,635.3790614,0.936448864,2.557528409,vi, D
0,TUN,2015,TUN 2015 05 21 20 24 48 via D Houtz.JPG,3473,2729,3448,4015,2966,3669,0.851482394,4171,1.686383803,4184,0.640806338,3877,1.321602113,3888,3560,3276,1025.270758,0.553024648,0.685672535,5,21
0,NSE,2010,NSE 2010 04 30 15 17 35 via D Houtz.JPG,1976,1535,2054,3755,1655,3833,4.397084034,3737,5.442235294,3761,0,3731,5.188512605,3719,1970,1851,429.6028881,3.959470588,5.069798319,4,30
0,SDM,1997,SDM 1997 b J Box.jpg,1358,1008,1444,2087,1071,2061,2.0498,2057,2.943754545,2053,2.034690909,2077,2.923609091,2096,991,881,397.1119134,1.619190909,2.493,b , B
0,NEM,2015,NEM 2015 05 20 17 11 30 via D Houtz.JPG,2461,1703,2573,2983,1875,3012,0.858923387,2938,1.662,2948,0.738294355,2996,1.636310484,2994,2411,2163,895.3068592,0.457943548,1.269955645,5,20
0,GIT,2008,GIT 2008 04 28 17 31 07 via D Houtz.JPG,2152,1747,1813,2705,1458,2715,0,2762,1.734547619,2688,1.170654762,2767,1.965380952,2752,1791,1623,606.4981949,1.470738095,2.072553571,4,28
0,GIT,1999,GIT 1999 05 04 post J Box.jpg,2003,1670,1715,2706,1433,2645,2.051445545,2672,3.02780198,2711,1.969168317,2643,2.887930693,2646,2012,1911,364.6209386,2.717891089,3.324,5,4
0,TUN,2014,TUN 2014 05 19 00 05 50 via D Houtz.JPG,2871,2077,2846,3806,2419,3797,1.296908127,3945,2.109310954,3938,1.22545583,3893,1.970321555,3861,2056,1773,1021.66065,0.939646643,1.348784452,5,19
0,JAR,2007,JAR 2007 05 18 07 54 57 via D Houtz.JPG,1571,1084,1231,1758,1117,1890,0.636074074,1879,1.421640212,1879,0.61115873,1805,1.275079365,1798,1630,1441,682.3104693,0.772375661,1.132915344,5,18
0,SDM,2005,SDM 2005 05 27 10 24 35 via D Houtz.JPG,2181,1765,2179,2179,1437,2120,0.350007752,2253,1.228248062,2244,0.161046512,2133,1.045728682,2150,1793,1664,465.7039711,0,1.466596899,5,27
0,CP1,1998,CP1 1998 05 31a post J Box.jpg,2039,1660,2048,3038,906,2931,1.649535,3060,2.272785,3096,1.391925,2869,1.923765,2900,2062,1862,722.0216606,1.37115,2.804625,5,31
0,PET,2014,PET 2014 05 20 02 21 02 via D Houtz.JPG,2342,1622,2569,3579,2492,3508,1.941715686,3549,2.825671569,3534,1.993313725,3598,3.112176471,3610,2320,2116,736.4620939,1.371421569,1.379568627,5,20
0,GIT,2006,GIT 2006 04 27 14 26 07 via D Houtz.JPG,2108,1883,2175,2350,1935,2348,0.835946429,2334,0,2342,0,2341,0.793901786,2334,2106,1994,404.33213,0.4328125,1.0214375,4,27
0,DY2,2002,DY2 2002 05 24post J Box.JPG,1198,925,1587,1587,894,1566,1.16145614,1579,2.026473684,1598,0,1574,0,1574,1212,1098,411.5523466,0,1.632842105,5,24
0,SDM,2021,SDM 2021 06 21 J Box.jpg,925,925,925,925,812,970,,926,,922,,922,,922,922,922,0,,inf,6,21
0,SWC,2012,SWC 2012 05 22 15 36 31 via D Houtz.JPG,3038,2322,3425,3487,3321,3321,0.600929752,3515,1.506330579,3501,0,3307,0,3307,2411,2169,873.6462094,0.070966942,0,5,22
0,NAE,2022,NAE 2022 05 26b Ahlstr›m.jpeg,607,379,609,1125,356,1135,2.0532625,1097,2.9950625,1129,1.92515,1114,2.624575,1087,584,504,288.8086643,1.78665,2.6972875,5,26
0,SDL,1999,SDL 1999 _POST J Box.jpg,1723,1342,1805,2726,1241,2723,2.808472222,2712,3.770277778,2709,2.911064815,2750,3.931861111,2757,1724,1616,389.8916968,2.362194444,3.801055556,_P,ST
0,HUM,1995,HUM 1995 J Box-2.jpg,1608,936,2289,2289,978,2295,1.386689024,2296,2.428817073,2291,1.479585366,2297,2.639945122,2292,1628,1464,592.0577617,0,2.224445122,J ,ox
0,NAU,2005,NAU 2005 05 25 before J Box.JPG,1420,1020,1137,1758,1120,1759,1.354643836,1694,2.800356164,1707,1.605082192,1763,3.028027397,1754,1404,1331,263.5379061,2.35639726,2.42469863,5,25
0,NAE,2015,NAE 2015 05 22 18 47 31 via D Houtz.JPG,2364,1454,2539,4414,1550,4275,2.7873125,4403,3.870580357,4380,2.819464286,4436,3.915098214,4432,2348,2124,808.6642599,2.318638393,3.369754464,5,22
0,NAU,2016,NAU 2016 05 24 15 08 23 via D Houtz.JPG,3025,2215,2489,3632,1767,3790,1.517830409,3788,2.901210526,3787,1.522690058,3801,2.909309942,3794,2968,2797,617.3285199,1.851526316,3.277023392,5,24
0,JAR,2002,JAR 2002 05 10post J Box.jpg,473,323,390,508,334,457,0.262160714,470,1.004125,473,0.272053571,479,1.023910714,480,324,268,202.166065,0.583678571,0.608410714,5,10
0,JAR,2007,JAR 2007 05 10 07 47 46 via D Houtz.JPG,2334,1757,1961,3191,1842,3196,1.237029915,3166,1.970961538,3153,1.205068376,3166,1.859688034,3177,2342,2108,844.765343,1.456025641,1.602811966,5,10
0,JAR,2011,JAR 2011 05 08 14 16 58 via D Houtz.JPG,2824,2141,2408,3019,2176,2720,0.271021583,2912,1.038251799,2934,0.307888489,2868,0.998395683,2900,2171,1893,1003.610108,0.608802158,0.542043165,5,8
0,NGP,2005,NGP 2005 05 26 post J Box.JPG,2106,1652,1674,2445,1498,2398,0.854938272,2462,1.749203704,2482,0.83612963,2453,1.608993827,2462,2113,1951,584.8375451,1.318314815,1.538888889,5,26
0,SDM,1999,SDM 1999 J Box.jpg,1797,1249,1913,2599,1251,2713,1.591576271,2666,2.447615819,2655,1.317706215,2521,2.217564972,2542,1821,1644,638.9891697,1.073570621,2.287988701,J ,ox
0,DY2,1998,DY2 1998 04 26-29 J Box extension B.jpg,1647,1647,1736,2475,1307,2446,1.958030534,2447,1.953801527,2433,1.964374046,2455,1.985519084,2455,1640,1509,472.9241877,1.562618321,2.408419847,4,26
0,JAR,2016,JAR 2016 05 06 21 09 21 via D Houtz.JPG,2047,1431,2228,2228,1549,3478,2.12319797,3446,2.786873096,3395,2.428319797,3558,3.520852792,3674,1586,1389,711.1913357,0,2.712350254,5,6
0,CP1,2019,CP1 2019 05 10 17 46 57 via D Houtz.JPG,2578,1841,2184,2986,1382,3027,0.930475138,3136,2.099690608,3104,1.010055249,3009,2.093569061,2990,2706,2525,653.4296029,1.227370166,2.517486188,5,10
0,HUM,2014,HUM 2014 05 20 00 30 45 via D Houtz.JPG,2954,2026,2964,4042,2674,4053,1.396498113,4008,2.345615094,4068,1.415313208,4011,2.435509434,4021,2934,2669,956.6787004,1.126815094,1.441445283,5,20
0,DY2,2019,DY2 2019 05 17 23 43 41 via D Houtz.JPG,2361,1748,2064,3492,1772,3657,1.678890244,3556,2.441203252,3546,0,3620,2.192353659,3545,2299,2053,888.0866426,1.60795122,2.12254065,5,17
0,CP1,2002,CP1 2002 a J Box.JPG,557,419,501,733,280,741,1.610973684,738,2.602342105,726,1.494342105,729,0,735,558,520,137.1841155,1.691157895,3.360447368,a , B
0,JAR,2003,JAR 2003 unsure year with Molly.JPG,540,425,655,655,453,653,1.037139535,664,1.80372093,662,0.985604651,660,1.777953488,657,544,501,155.234657,0,1.288372093,un,ur
0,SUM,1999,SUM 1999 - unsure - calibration - lower arm moved up.jpg,2640,1973,2162,3026,1976,3056,1.320126394,3033,1.371613383,3068,0.665211896,3069,0.672420074,3051,1994,1725,971.1191336,0.889695167,1.112118959,- ,ns
0,NGP,2005,NGP 2005 05 25b pre K Steffen.jpg,2426,1794,1518,2530,1243,2470,0.507217778,2640,1.339448889,2640,0.464128889,2583,1.221262222,2576,1772,1547,812.2743682,1.245884444,1.510573333,5,25
0,NEM,2016,NEM 2016 05 25 13 54 57 via D Houtz.JPG,2942,1811,3056,3160,2110,3270,0.450314208,3054,1.287368852,3156,0.367062842,3278,1.328237705,3273,2824,2458,1321.299639,0.078710383,0.877923497,5,25
0,NAU,1995,NAU 1995 J Box-2.jpg,1376,929,1035,2041,941,2041,1.608578571,2049,2.449471429,2057,1.549221429,2031,2.328778571,2045,1371,1231,505.4151625,1.990442857,2.176428571,J ,ox
0,DY2,1997,DY2 1997 04 18a J Box.jpg,2384,1894,2655,2655,2012,2652,0.805146667,2662,1.713706667,2668,0.76452,2654,1.665693333,2655,2384,2234,541.5162455,0,1.181866667,4,18
0,SDM,2017,SDM 2017 05 22 17 16 40 via D Houtz.JPG,1768,1370,1432,2889,1147,2792,2.657148148,2886,3.642037037,2907,2.189325926,2772,3.057259259,2792,1726,1591,487.3646209,2.989548148,3.375296296,5,22
0,CP1,2002,CP1 2002 05 24b J Box.jpg,484,354,435,663,182,666,1.809733333,644,2.9916,640,1.8559,660,3.148566667,660,347,317,108.3032491,2.1052,4.468933333,5,24
0,SDL,2017,SDL 2017 05 07 BAV.jpg,1784,1275,1949,2180,1304,2177,0.99183871,2179,2.249508065,2187,1.137040323,2146,2.224935484,2102,1853,1729,447.6534296,0.516024194,1.950169355,5,7
0,TUN,2003,TUN 2003 05 31 10 09 40 via D Houtz.JPG,1519,1265,2141,2141,1376,2133,2.489580247,2171,3.293222222,2164,2.376728395,2141,3.259024691,2134,1522,1441,292.4187726,0,2.588753086,5,31
0,TUN,1998,TUN 1998 J Box 2.jpg,3532,2672,3390,4039,2957,4082,0.845238318,4005,1.946766355,4009,0.921607477,4083,2.020546729,4085,3554,3340,772.5631769,0.840060748,1.456191589,J ,ox
0,JAR,2009,JAR 2009 04 30 07 50 49 via D Houtz.JPG,2426,1790,2113,3373,1817,3674,1.586765432,3466,2.3448107,3462,1.342823045,3442,2.043872428,3443,2307,2064,877.2563177,1.436296296,2.11682716,4,30
0,SWC,1999,SWC 1999 05 25 Nicolas Cullen-10.jpg,962,678,736,1390,692,1304,1.457397727,1347,2.411159091,1303,1.331488636,1319,2.316727273,1303,967,879,317.6895307,2.058613636,1.926409091,5,25
0,HUM,1995,HUM 1995 C J Box-2.jpg,2160,1277,1537,3058,1292,3208,1.448824885,3080,2.505764977,3067,1.533073733,3151,2.690857143,3154,2156,1939,783.3935018,1.941552995,2.445769585,C , B
0,DY2,2002,DY2 2002 05 24pre J Box.JPG,1137,1020,1154,1154,884,1151,0.421270833,1160,1.154166667,1166,0.357791667,1162,1.03875,1159,1134,1086,173.2851986,0,1.5408125,5,24
0,SW1,2009,SW1 2009 04 24 05 46 28 via D Houtz.JPG,2627,967,3666,3666,3666,3666,3.543023256,3669,8.760930233,3626,3.629988372,3667,9.057255814,3673,2654,2568,310.4693141,0,0,4,24
0,GIT,1999,GIT 1999 04 29 J Box.jpg,3293,2426,2644,3306,2087,3340,0.251614555,3319,0.937768194,3355,0,3397,0.875051213,3314,2465,2094,1339.350181,0.494269542,0.935528302,4,29
0,HUM,2008,HUM 2008 04 29 17 40 20 via D Houtz.JPG,1340,898,1211,2977,1063,2975,2.997535714,2796,3.715757143,2784,3.577257143,2919,4.5428,2927,1420,1280,505.4151625,3.494157143,3.783028571,4,29
