"JD" "wind mean" "wind max" "t air"
87.15 3.106 4.098 -25.811
87.18 3.067 4.562 -23.078
87.21 3.856 5.64 -29.796
88 2.757 4.784 -30.337
88.03 1.413 3.575 -33.897
88.06 4.449 5.446 -34.467
88.09 5.417 6.251 -32.087
88.12 5.684 6.228 -29.206
88.15 6.363 7.19 -26.859
88.18 5.903 6.289 -26.364
88.21 5.398 5.944 -30.842
89 5.392 5.946 -32.432
89.03 6.289 6.898 -30.513
89.06 6.45 6.737 -31.725
89.09 7.06 8.11 -29.86
89.12 7.71 8.1 -28.772
89.15 7.49 8.16 -26.032
89.18 5.913 6.563 -24.729
89.21 5.013 5.685 -27.345
90 6.113 6.837 -31.998
90.03 7.07 7.73 -32.873
90.06 7.45 8.02 -33.756
90.09 7.72 8.02 -33.794
90.12 8.47 8.93 -31.61
90.15 7.87 8.61 -27.707
90.18 6.447 7.12 -26.316
90.21 7.02 8.19 -29.104
91 7.88 8.38 -31.556
91.03 9.44 9.83 -32.339
91.06 10.78 11.5 -33.14
91.09 10.63 11.52 -33.562
91.12 9.69 10.4 -31.61
91.15 7.08 8.29 -26.614
91.18 5.961 6.287 -25.038
91.21 5.074 6.164 -27.9
92 5.634 6.542 -33.266
92.03 7.36 7.87 -34.42
92.06 8.86 9.51 -34.087
92.09 10.24 11.45 -32.718
92.12 11.69 12.33 -29.123
92.15 10.93 11.93 -24.572
92.18 8.94 9.99 -22.354
92.21 7.41 8.07 -24.981
93 6.844 7.66 -28.953
93.03 8.31 9 -29.194
93.06 8.62 9.76 -27.931
93.09 9.15 9.97 -27.563
93.12 9.65 10.86 -23.103
93.15 9.64 10.44 -20.213
93.18 8.7 9.45 -18.75
93.21 7.7 8.31 -19.934
94 6.892 7.3 -21.507
94.03 7.32 8.13 -22.186
94.06 8.22 8.73 -24.112
94.09 8.78 9.23 -23.944
94.12 8.58 8.96 -22.731
94.15 7.92 8.53 -20.647
94.18 6.425 7.24 -20.661
94.21 4.774 6.097 -23.297
95 4.311 4.577 -25.512
95.03 5.174 6.092 -25.771
95.06 5.397 5.875 -27.162
95.09 5.672 6.241 -29.793
95.12 5.622 6.919 -27.439
95.15 6.143 6.917 -25.418
95.18 5.023 5.658 -24.729
95.21 3.691 4.354 -27.981
96 5.146 6.257 -32.311
96.03 7.29 8.01 -32.563
96.06 8.31 8.73 -32.722
96.09 9.12 9.71 -32.602
96.12 9.29 9.6 -30.248
96.15 8.35 8.83 -26.93
96.18 6.542 7.82 -25.463
96.21 5.734 6.426 -27.544
97 5.511 6.816 -32.254
97.03 7.47 8.46 -33.028
97.06 8.95 9.64 -33.582
97.09 10.02 10.62 -33.53
97.12 9.99 10.36 -30.656
97.15 8.06 9.6 -26.918
97.18 6.265 7.15 -25.504
97.21 3.458 4.731 -29.002
98 4.36 5.022 -34.111
98.03 5.945 6.613 -34.876
98.06 6.374 7.9 -33.669
98.09 7.92 8.37 -33.856
98.12 8.46 9.29 -31.625
98.15 8.54 8.97 -28.828
98.18 7.48 8.4 -27.652
98.21 6.149 6.729 -28.813
99 7.59 8.83 -30.568
99.03 9.47 9.94 -32.524
99.06 10.09 11.12 -32.831
99.09 10.06 10.99 -34.409
99.12 9.57 10.36 -31.625
99.15 9.72 10.9 -28.65
99.18 7.79 9.47 -26.304
99.21 5.89 6.722 -27.087
100 8 9.51 -27.992
100.03 10.41 11.37 -28.737
100.06 10.84 11.41 -30.733
100.09 12 12.74 -31.636
100.12 12.68 13.27 -27.749
100.15 12.11 13.36 -23.69
100.18 10.95 11.75 -22.63
100.21 11.44 12.24 -24.463
101 12.52 13.15 -26.666
101.03 12.6 13.31 -28.646
101.06 13.03 14.43 -27.915
101.09 13.59 14.19 -27.392
101.12 13.56 14.38 -24.058
101.15 13.62 14.81 -18.966
101.18 11.71 12.99 -17.184
101.21 11.89 12.98 -18.552
102 11.56 12.59 -19.872
102.03 13 14.92 -15.035
102.06 11.45 12.82 -13.576
102.09 11.18 12.2 -16.036
102.12 11.56 12.61 -13.436
102.15 10.97 12.77 -10.325
102.18 10.1 10.95 -8.767
102.21 10.41 11.17 -9.171
103 10.01 11.34 -10.594
103.03 11.04 12.23 -8.791
103.06 12.64 13.65 -8.767
103.09 13.59 14.16 -9.288
103.12 8.39 13.67 -12.22
103.15 5.068 7.06 -12.072
103.18 5.268 6.353 -13.006
103.21 3.631 4.595 -15.349
104 6.205 8.8 -16.193
104.03 10.73 12.62 -16.306
104.06 12.26 13.18 -17.629
104.09 10.03 12.78 -18.407
104.12 8.55 9.55 -16.933
104.15 5.646 6.652 -15.46
104.18 5.41 5.98 -14.38
104.21 3.785 4.981 -17.048
105 6.868 9.15 -20.372
105.03 9.89 11.93 -21.348
105.06 13.6 15.53 -21.574
105.09 16.78 18.27 -20.905
105.12 16.84 17.79 -17.649
105.15 16.77 17.71 -13.672
105.18 16.44 17.37 -11.667
105.21 14.9 15.21 -11.881
106 15.8 16.64 -13.69
106.03 14.81 16.39 -12.802
106.06 14.72 15.28 -12.678
106.09 13.82 14.49 -13.572
106.12 14.68 15.48 -11.71
106.15 14.74 16.1 -10.705
106.18 14.2 16.31 -9.452
106.21 13.09 13.79 -9.592
107 13.83 14.73 -12.281
107.03 14.26 14.9 -14.183
107.06 13.7 14.36 -14.049
107.09 13.13 14.33 -14.356
107.12 14.33 15.39 -13.69
107.15 14.14 15.5 -11.944
107.18 13.5 14.29 -10.594
107.21 10.74 12.29 -12.049
108 8.8 9.59 -16.643
108.03 11.08 13.97 -18.422
108.06 12.9 14.63 -19.62
108.09 11.42 12.03 -20.465
108.12 9.59 10.64 -17.195
108.15 8.4 10.28 -14.609
108.18 5.458 6.394 -13.571
108.21 4.549 5.013 -14.455
109 6.313 6.94 -15.515
109.03 7.4 7.9 -16.627
109.06 9.56 11.12 -18.407
109.09 11.71 12.97 -18.626
109.12 15.72 16.91 -17.262
109.15 16.05 16.87 -15.103
109.18 14.61 15.8 -13.087
109.21 12.11 13.37 -12.719
110 12.49 13.04 -15.198
110.03 14.4 15.25 -15.271
110.06 16.56 17.86 -16.285
110.09 14.91 16.1 -15.181
110.12 15.26 16.33 -14.689
110.15 12.6 14.87 -12.135
110.18 9.21 11.91 -10.414
110.21 7.78 10.14 -10.704
111 11.01 13.34 -12.259
111.03 12.32 14.01 -12.697
111.06 15.5 16.49 -13.39
111.09 13.55 15.23 -16.014
111.12 13.78 14.95 -13.087
111.15 12.53 13.62 -10.233
111.18 12.35 13.15 -9.476
111.21 11.18 15.22 -9.171
112 13.96 17.13 -10.458
112.03 12.57 17.02 -11.211
112.06 12.62 16.85 -12.175
112.09 16.36 17.96 -12.049
112.12 14.65 16.38 -12.091
112.15 16.17 17.85 -10.233
112.18 10.73 16.36 -10.21
112.21 6.315 7.16 -13.206
113 7.12 8.38 -17.863
113.03 11.31 14.08 -18.137
113.06 14.3 15.31 -16.483
113.09 15.08 16.11 -16.589
113.12 13.89 15.16 -15.271
113.15 12.94 13.82 -12.448
113.18 11.28 12.55 -10.391
113.21 11.39 12.36 -11.837
114 9.8 10.9 -15.007
114.03 10.98 12.07 -13.831
114.06 9.64 11.44 -16.139
114.09 7.13 8.79 -12.093
114.12 6.424 10.81 -6.81
114.15 10.41 11.46 -5.334
114.18 9.18 10.75 -4.401
114.21 12.26 13.57 -5.145
115 11.68 14.05 -7.294
115.03 14.24 16.05 -10.028
115.06 16.57 17.43 -10.255
115.09 17.96 19.85 -10.255
115.12 14.62 17.22 -8.552
115.15 12.28 13.56 -6.63
115.18 11.62 15.15 -5.498
115.21 10.88 12.48 -6.939
116 12.98 13.87 -9.218
116.03 14.67 15.67 -12.384
116.06 15.23 16.81 -13.884
116.09 14.93 16 -14.066
116.12 14.33 15.46 -12.006
116.15 12.04 12.72 -9.288
116.18 9.86 11.11 -7.745
116.21 8.26 9.13 -9.96
117 8.65 9.36 -13.125
117.03 9.88 11.18 -13.749
117.06 9.91 10.75 -13.767
117.09 10.39 11.84 -16.279
117.12 11.07 11.81 -13.707
117.15 8.9 10.54 -10.051
117.18 7.58 8.12 -9.382
117.21 6.495 7.16 -10.637
118 4.419 5.901 -11.963
118.03 3.466 4.829 -13.943
118.06 5.044 6.288 -15.971
118.09 6.462 7.22 -18.031
118.12 7.72 8.62 -15.697
118.15 6.615 7.13 -13.408
118.18 3.395 6.164 -12.551
118.21 2.785 3.696 -15.046
119 3.669 4.067 -16.101
119.03 3.22 4.223 -18.636
119.06 5.862 7.71 -21.745
119.09 9.52 10.14 -21.928
119.12 9.57 10.15 -19.18
119.15 9.58 10.26 -16.247
119.18 7.42 8.7 -12.717
119.21 5.733 7.5 -13.943
120 6.273 8.01 -16.408
120.03 9.91 10.95 -18.167
120.06 12.11 12.94 -19.311
120.09 13.4 14.08 -19.379
120.12 13.95 14.89 -17.158
120.15 11.66 13.7 -14.529
120.18 10.46 11.34 -12.922
120.21 9.98 10.68 -12.717
121 10.03 11.01 -14.043
121.03 13.14 14.69 -15.515
121.06 14.43 16.44 -15.736
121.09 12.92 15.08 -11.559
121.12 10.47 11.56 -9.615
121.15 9.79 11.83 -9.591
121.18 6.768 13.49 -12.175
121.21 2.06 3.126 -14.276
122 1.985 3.365 -18.981
122.03 3.661 4.645 -18.031
122.06 5.367 6.293 -20.456
122.09 6.108 6.821 -19.586
122.12 6.333 8.29 -16.98
122.15 7.35 8.34 -16.279
122.18 7.21 8.77 -15.327
122.21 4.382 6.487 -18.502
123 5.593 7.11 -21.968
123.03 8.07 9.34 -23.825
123.06 8.87 10.22 -23.151
123.09 9.42 10.75 -23.43
123.12 11.22 11.66 -21.933
123.15 10.04 11.12 -18.507
123.18 7.43 8.59 -16.77
123.21 2.109 4.986 -18.537
124 1.532 2.387 -23.28
124.03 3.31 4.222 -24.112
124.06 6.292 8.18 -28.188
124.09 7.44 8.47 -26.808
124.12 6.981 7.67 -23.404
124.15 7.06 8.12 -20.545
124.18 4.813 5.7 -18.427
124.21 3.966 4.675 -19.442
125 1.52 2.658 -20.882
125.03 0.538 1.526 -21.574
125.06 1.234 2.228 -23.817
125.09 0.371 0.855 -23.834
125.12 1.151 2.263 -22.765
125.15 1.72 2.699 -19.219
125.18 3.028 4.447 -19.18
125.21 3.382 5.467 -18.887
126 0.318 0.827 -22.288
126.03 1.693 2.317 -26.004
126.06 2.227 2.787 -26.583
126.09 1.728 2.288 -23.906
126.12 1.622 2.171 -20.311
126.15 2.012 2.56 -17.919
126.18 1.275 2.04 -11.234
126.21 0.608 1.372 -17.95
127 1.102 2.368 -25.222
127.03 4.027 4.936 -28.726
127.06 5.284 6.043 -31.304
127.09 6.58 6.962 -27.482
127.12 5.891 6.866 -23.22
127.15 5.621 5.946 -21.194
127.18 4.679 5.48 -19.863
127.21 3.494 4.013 -21.403
128 4.064 4.992 -21.175
128.03 6.758 8.57 -24.799
128.06 9.42 10.14 -25.803
128.09 10.71 11.53 -24.692
128.12 11.84 12.46 -22.49
128.15 12.21 12.65 -20.024
128.18 10.96 12.14 -17.319
128.21 7.69 9.08 -16.595
129 6.522 7.37 -20.024
129.03 7.69 8.49 -19.073
129.06 8.65 9.17 -16.611
129.09 8.53 9.12 -14.764
129.12 8.25 9.06 -12.843
129.15 7.21 7.98 -10.683
129.18 7.05 7.39 -9.312
129.21 5.997 7.28 -10.097
130 5.582 6.229 -10.3
130.03 6.569 7.17 -11.036
130.06 6.243 6.936 -10.881
130.09 4.775 5.543 -10.749
130.12 4.918 5.515 -10.233
130.15 4.495 5.056 -8.285
130.18 2.392 3.123 -7.844
130.21 2.233 2.963 -9.452
131 1.186 2.915 -13.843
131.03 3.565 3.974 -17.361
131.06 4.962 5.634 -18.848
131.09 5.137 5.89 -19.214
131.12 4.679 5.771 -14.604
131.15 2.139 3.714 -14.159
131.18 3.554 4.252 -13.427
131.21 4.75 5.589 -15.399
132 5.254 5.861 -15.752
132.03 4.251 4.991 -17.205
132.06 3.712 5.053 -23.323
132.09 5.095 5.74 -21.034
132.12 5.524 6.123 -19.471
132.15 4.616 5.552 -16.499
132.18 2.821 3.596 -14.758
132.21 2.079 2.468 -18.352
133 2.52 3.627 -19.825
133.03 3.03 3.648 -18.853
133.06 4.093 5.441 -19.166
133.09 6.866 8.81 -22.004
133.12 7.2 8.91 -19.229
133.15 3.623 5.681 -15.719
133.18 1.747 3.133 -13.488
133.21 1.761 2.797 -17.257
134 3.35 4.319 -23.532
134.03 5.315 6.223 -27.4
134.06 6.053 6.951 -25.811
134.09 7.46 8.65 -21.452
134.12 7.87 8.3 -18.172
134.15 7.83 8.26 -14.894
134.18 7.25 8.15 -13.248
134.21 5.922 6.407 -14.281
135 7.17 8.14 -17.536
135.03 8.47 9.15 -18.137
135.06 10.49 11.26 -18.755
135.09 11.15 11.95 -18.252
135.12 11.37 12.21 -14.397
135.15 9.44 10.55 -10.481
135.18 8.11 9.56 -8.406
135.21 6.637 8.51 -9.799
136 5.532 6.238 -11.601
136.03 5.453 6.438 -11.036
136.06 3.496 4.864 -10.345
136.09 4.408 5.444 -11.385
136.12 3.159 4.797 -10.771
136.15 5.729 7.05 -9.96
136.18 5.461 6.942 -8.139
136.21 1.068 2.976 -13.426
137 1.702 2.597 -15.192
137.03 3.494 4.125 -13.408
137.06 4.28 5.388 -14.529
137.09 5.671 6.833 -13.749
137.12 5.776 6.503 -13.085
137.15 5.362 6.038 -10.859
137.18 4.236 5.511 -9.452
137.21 2.873 3.601 -11.685
138 1.443 2.733 -18.73
138.03 2.607 3.071 -21.289
138.06 3.591 4.267 -15.007
138.09 6.774 9.32 -16.063
138.12 10.61 12.24 -14.356
138.15 12.53 12.85 -12.09
138.18 10.15 12.13 -9.591
138.21 8.37 8.89 -9.684
139 8.4 9.32 -10.859
139.03 8.94 10.23 -9.753
139.06 10.58 11.23 -8.958
139.09 13.29 14.88 -9.029
139.12 11.51 14.15 -7.62
139.15 9.53 10.17 -6.734
139.18 8.55 9.86 -5.606
139.21 7.45 8.55 -6.787
140 9.93 12.88 -9.076
140.03 13.47 14.93 -11.963
140.06 15.72 16.41 -12.488
140.09 17.43 19.31 -10.39
140.12 17.68 18.92 -9.124
140.15 16.56 18.84 -7.645
140.18 16.13 16.97 -7.371
140.21 15.99 17.38 -7.371
141 14.4 15.83 -7.918
141.03 11.7 12.79 -10.005
141.06 10.76 11.94 -12.341
141.09 10.96 12.03 -12.069
141.12 8.64 10.09 -10.413
141.15 6.67 7.9 -8.648
141.18 4.945 5.955 -6.838
141.21 3.983 4.462 -9.451
142 4.216 4.687 -11.078
142.03 3.743 4.647 -13.042
142.06 3.453 3.934 -13.943
142.09 3.075 3.817 -15.232
142.12 2.985 3.537 -12.445
142.15 1.238 2.59 -3.811
142.18 0.788 1.496 -9.568
142.21 2.351 3.672 -13.583
143 3.79 4.828 -18.626
143.03 5.567 6.299 -19.834
143.06 6.747 7.56 -16.849
143.09 8.78 10.03 -14.241
143.12 9.59 10.59 -10.726
143.15 8.46 9.7 -7.72
143.18 8.03 8.71 -6.424
143.21 6.989 8.12 -7.421
144 9.59 10.63 -10.569
144.03 10.55 11.09 -13.902
144.06 9.16 10.05 -17.205
144.09 10.11 11.39 -12.88
144.12 10.01 10.81 -11.557
144.15 9.46 9.92 -10.525
144.18 7.46 9.12 -9.405
144.21 5.577 6.861 -9.614
145 3.963 4.969 -12.837
145.03 7.62 9.38 -15.565
145.06 9.44 9.8 -16.477
145.09 10.61 11.58 -15.454
145.12 11.03 12.17 -12.175
145.15 8.81 10.07 -8.48
145.18 7.65 8.35 -6.863
145.21 6.384 8.13 -6.632
146 9.52 10.53 -9.147
146.03 11.38 12.95 -8.503
146.06 13.15 13.82 -5.2
146.09 12.19 13.67 -3.492
146.12 13.55 14.25 -2.353
146.15 13.23 14.93 -1.958
146.18 12.45 13.42 -1.63
146.21 12.87 13.94 -1.967
147 11.6 13.61 -3.267
147.03 9.49 11.2 -5.177
147.06 4.382 6.723 -7.646
147.09 3.513 4.18 -8.576
147.12 4.579 5.856 -8.48
147.15 3.997 4.726 -9.637
147.18 3.735 4.099 -8.863
147.21 2.836 3.823 -10.073
148 2.716 3.309 -15.725
148.03 3.824 4.575 -14.541
148.06 4.659 5.435 -18.026
148.09 6.288 7.31 -15.714
148.12 8.17 9.01 -12.548
148.15 9.29 10.31 -9.684
148.18 7.86 9.64 -8.14
148.21 6.441 7.5 -8.334
149 7.58 8.63 -10.681
149.03 9.4 10.11 -12.714
149.06 10.05 10.63 -12.194
149.09 11.39 12.5 -11.34
149.12 11.79 12.6 -8.115
149.15 11.56 12.81 -5.821
149.18 9.04 11.26 -4.876
149.21 8.04 9.05 -5.555
150 6.139 8.38 -6.736
150.03 6.657 7.63 -10.412
150.06 7.95 9.37 -10.659
150.09 9.35 11.76 -10.479
150.12 9.51 10.26 -9.076
150.15 8.69 9.88 -7.421
150.18 6.342 6.906 -7.17
150.21 4.836 5.905 -7.22
151 3.948 5.015 -11.982
151.03 4.988 5.632 -16.881
151.06 6.931 8.12 -17.2
151.09 9.21 10.37 -15.001
151.12 7.93 10.4 -9.776
151.15 5.931 7.23 -7.497
151.18 2.703 5.197 -6.839
151.21 4.169 4.508 -8.431
152 2.994 3.985 -9.335
152.03 1.653 2.648 -10.141
152.06 1.215 1.547 -10.209
152.09 1.69 2.846 -9.288
152.12 3.576 4.858 -11.209
152.15 5.435 6.504 -11.317
152.18 3.383 4.173 -9.218
152.21 3.202 3.797 -10.769
153 5.628 6.671 -13.879
153.03 8.17 9.25 -15.393
153.06 9.95 10.52 -16.349
153.09 10.44 11.06 -14.078
153.12 10.43 11.25 -10.726
153.15 9.2 9.64 -7.745
153.18 7.49 8.48 -5.446
153.21 6.779 7.59 -5.953
154 8.25 10.18 -9.076
154.03 9.19 11.15 -11.577
154.06 10.13 10.99 -13.143
154.09 10.77 12 -11.898
154.12 11.65 12.19 -9.868
154.15 9.89 11.22 -7.042
154.18 7.79 9.66 -5.5
154.21 5.673 6.663 -5.013
155 4.609 5.478 -9.683
155.03 3.92 4.949 -10.502
155.06 5 5.502 -8.815
155.09 4.389 4.753 -7.295
155.12 5.632 7.2 -8.503
155.15 4.399 6.247 -7.245
155.18 2.509 4.371 -6.008
155.21 2.771 3.539 -7.993
156 1.251 1.833 -8.14
156.03 0.999 1.698 -9.076
156.06 3.378 4.806 -9.66
156.09 6.271 8.06 -11.165
156.12 8.84 10.56 -10.232
156.15 10.26 11.28 -6.787
156.18 8.79 10.02 -3.671
156.21 3.574 6.609 -3.815
157 1.785 2.942 -7.993
157.03 1.337 1.997 -8.648
157.06 2.2 3.628 -9.428
157.09 3.234 4.063 -9.568
157.12 3.309 4.676 -8.165
157.15 3.738 4.479 -6.452
157.18 2.308 3.063 -7.523
157.21 2.052 2.734 -10.208
158 4.336 5.206 -11.207
158.03 5.539 6.244 -12.002
158.06 6.489 8.91 -10.435
158.09 9.21 10.84 -9.1
158.12 5.713 7.94 -8.017
158.15 4.799 7.46 -8.286
158.18 4.866 6.325 -7.796
158.21 5.158 6.108 -8.72
159 4.471 5.031 -8.72
159.03 4.634 5.182 -10.277
159.06 3.493 3.907 -11.447
159.09 3.868 4.588 -11.317
159.12 4.816 5.728 -10.345
159.15 4.823 5.601 -8.696
159.18 3.218 3.938 -7.697
159.21 2.111 3.09 -5.583
160 1.531 2.253 -9.053
160.03 1.329 2.071 -9.637
160.06 2.502 5.417 -15.432
160.09 5.16 6.005 -14.832
160.12 5.953 6.524 -10.299
160.15 5.833 6.099 -8.116
160.18 5.545 5.852 -6.916
160.21 4.964 5.892 -7.746
161 6.948 7.74 -10.457
161.03 8.06 10.2 -11.748
161.06 9.95 10.45 -12.527
161.09 9.59 10.4 -10.659
161.12 8.19 9.68 -6.555
161.15 5.187 6.16 -5.013
161.18 3.806 4.543 -5.096
161.21 2.381 3.3 -6.008
162 2.493 3.274 -11.576
162.03 3.896 4.884 -14.194
162.06 5.677 6.392 -13.978
162.09 6.152 6.651 -10.681
162.12 4.23 5.979 -6.4
162.15 2.73 4.349 1.694
162.18 1.007 1.7 -3.5
162.21 1.282 1.822 -4.907
163 1.157 1.493 -6.583
163.03 2.428 3.882 -10.945
163.06 4.632 5.652 -9.913
163.09 5.677 6.202 -9.683
163.12 5.744 6.374 -5.177
163.15 5.024 5.722 -3.586
163.18 6.087 6.763 -2.415
163.21 5.886 6.503 -3.965
164 5.583 6.689 -4.86
164.03 5.056 6.705 -6.407
164.06 6.716 7.56 -9.029
164.09 8.01 8.88 -8.887
164.12 7.28 8.65 -7.227
164.15 6.662 7.1 -4.228
164.18 6.109 6.863 -2.849
164.21 4.669 5.784 -4.447
165 5.291 6.249 -8.84
165.03 6.558 7.64 -10.785
165.06 7.95 9.98 -9.589
165.09 10.54 11.39 -9.357
165.12 10.07 11.25 -6.123
165.15 7.65 8.66 -2.558
165.18 7.65 8.27 -1.539
165.21 4.749 5.942 -2.406
166 3.847 5.248 -3.612
166.03 5.546 6.295 -4.841
166.06 6.549 7.33 -4.758
166.09 7.25 8.22 -4.198
166.12 7.54 7.85 -2.796
166.15 8.78 9.75 -3.146
166.18 7.73 8.54 -2.174
166.21 6.843 8.38 -1.327
167 6.946 8.11 -3.726
167.03 8.68 10.06 -4.399
167.06 10.92 12.08 -3.466
167.09 12.36 14.38 -2.174
167.12 12.01 14.27 -1.758
167.15 10.71 13.09 0.274
167.18 9.11 11.5 -0.361
167.21 5.299 6.497 -0.646
168 3.95 5.332 -2.237
168.03 2.744 3.697 -4.011
168.06 2.044 3.279 -4.513
168.09 5.743 8.17 -5.434
168.12 6.616 7.63 -4.618
168.15 7.88 10.12 -2.389
168.18 8.38 10.03 -2.54
168.21 7.07 8.17 -4.317
169 8.8 11.2 -5.221
169.03 13.36 14.88 -4.343
169.06 13.13 14.69 -2.646
169.09 11.91 13 -2.673
169.12 12.69 15.97 -1.985
169.15 16.97 17.99 -1.105
169.18 12.27 15.34 -6.875
169.21 6.278 10.16 -8.434
170 3.02 7.64 -8.337
170.03 8.95 10.69 -12.781
170.06 10 11.2 -11.76
170.09 11.47 13.12 -12.411
170.12 12.18 13.23 -10.518
170.15 9.03 11.14 -7.001
170.18 7.32 8.43 -6.644
170.21 5.376 7.16 -8.721
171 2.046 3.316 -9.864
171.03 4.527 6.25 -13.487
171.06 6.982 7.91 -18.212
171.09 7.94 8.52 -13.428
171.12 8.16 9.24 -10.473
171.15 8.4 9.63 -8.433
171.18 7.54 8.92 -7.873
171.21 6.021 7.11 -8.888
172 6.812 7.4 -13.072
172.03 6.782 7.27 -14.632
172.06 8.1 9.15 -14.689
172.09 9.15 10.38 -13.096
172.12 10.18 11.02 -9.358
172.15 9.45 9.78 -5.666
172.18 6.509 8.54 -3.076
172.21 2.51 3.821 -6.117
173 3.873 5.388 -10.387
173.03 5.967 7.21 -12.81
173.06 8.55 9.57 -12.252
173.09 10.08 11.29 -11.075
173.12 11.91 13.08 -8.792
173.15 7.9 11.31 -4.299
173.18 4.425 5.037 -6.507
173.21 3.763 4.6 -6.404
174 3.017 3.834 -7.97
174.03 1.264 1.748 -7.945
174.06 1.395 2.137 -8.165
174.09 1.834 2.31 -7.969
174.12 2.137 2.426 -6.816
174.15 2.968 3.604 -6.842
174.18 3.051 3.57 -7.072
174.21 2.589 3.21 -7.198
175 2.372 2.968 -7.474
175.03 2.565 4.24 -9.194
175.06 5.293 9.56 -11.38
175.09 8.47 11.86 -8.505
175.12 10.74 11.83 -4.744
175.15 8.05 10.48 -1.17
175.18 6.49 7.09 0.061
175.21 5.594 6.772 -1.511
176 6.672 9.24 -5.478
176.03 9.56 11.06 -9.405
176.06 9.51 10.89 -10.611
176.09 11.03 11.81 -9.334
176.12 11.8 12.95 -7.449
176.15 10.97 11.62 -4.102
176.18 10.89 11.39 -2.98
176.21 11.46 11.92 -3.449
177 11.34 11.74 -4.964
177.03 11.57 12 -6.943
177.06 12.03 12.64 -8.72
177.09 12.13 12.79 -7.623
177.12 12.45 13.62 -4.907
177.15 10.95 11.33 -2.237
177.18 10.52 11.43 -0.768
177.21 8.94 9.36 -1.262
178 8.86 10.22 -3.819
178.03 10.41 11.36 -7.298
178.06 10.67 11.44 -8.407
178.09 10.82 11.39 -7.772
178.12 11.16 11.6 -5.071
178.15 9.54 10.09 -1.939
178.18 8.56 9.73 0.061
178.21 6.582 7.49 -0.956
179 6.457 7.48 -4.66
179.03 8.24 8.88 -7.697
179.06 9.66 10.11 -8.6
179.09 10.15 10.55 -7.772
179.12 10.09 10.62 -4.852
179.15 9.65 10.1 -2.326
179.18 8.27 9.2 -0.702
179.21 6.44 7.22 -1.207
180 5.568 7.63 -4.66
180.03 7.62 9.37 -7.623
180.06 9.49 10.59 -8.6
180.09 10.64 11.69 -6.942
180.12 11.22 11.89 -4.687
180.15 10.1 11.11 -1.105
180.18 8.53 9.15 0.586
180.21 7.29 8.26 0.196
181 7.57 9.12 -2.831
181.03 9.46 10.49 -6.376
181.06 11.11 11.67 -7.871
181.09 10.7 11.83 -7.272
181.12 9.87 10.42 -4.073
181.15 8.32 9.45 -1.539
181.18 6.143 7.43 -1.207
181.21 3.766 4.842 -1.419
182 3.458 4.244 -4.744
182.03 4.638 5.567 -9.981
182.06 6.22 7.48 -7.222
182.09 8.48 9.22 -6.917
182.12 8.25 9.03 -5.343
182.15 9.04 9.91 -3.705
182.18 6.365 8.57 -1.876
182.21 3.986 4.863 -0.74
183 4.292 6.094 -4.131
183.03 7.46 8.25 -7.096
183.06 8.24 8.9 -8.887
183.09 9.42 10.45 -7.473
183.12 8.82 10.22 -5.234
183.15 7.46 8.22 -2.831
183.18 6.795 7.95 -1.849
183.21 6.484 6.964 -1.603
184 5.255 6.461 -2.98
184.03 3.724 4.557 -4.158
184.06 3.023 4.418 -3.362
184.09 3.325 5.334 -2.893
184.12 4.144 6.031 -1.822
184.15 7.26 7.77 -0.674
184.18 6.709 7.4 -0.199
184.21 5.701 6.9 -0.323
185 4.035 4.781 -2.602
185.03 5.539 5.991 -4.578
185.06 6.912 8.32 -5.585
185.09 7.53 8.1 -3.067
185.12 6.457 7.37 -0.228
185.15 5.625 6.277 -0.228
185.18 5.57 6.18 0.254
185.21 4.181 5.293 0.283
186 3.838 4.859 0.215
186.03 4.483 5.045 -0.456
186.06 4.754 5.423 -0.702
186.09 5.064 5.608 -1.142
186.12 6.639 7.93 -0.513
186.15 7.51 8.59 -0.17
186.18 7.79 8.15 0.351
186.21 6.809 7.92 0.215
187 7.1 7.65 -1.364
187.03 9.24 10.65 -4.02
187.06 11.39 12.75 -6.064
187.09 12.69 13.27 -6.037
187.12 12.65 13.06 -3.302
187.15 11.47 12.57 -0.266
187.18 9.28 10.79 1.08
187.21 8.25 8.95 1.14
188 8.67 9.26 -0.295
188.03 9.9 11.2 -2.219
188.06 11.09 11.92 -3.25
188.09 10.51 11.76 -1.758
188.12 8.63 9.27 0.615
188.15 7.74 8.69 1.411
188.18 5.053 7.3 1.14
188.21 4.44 5.187 0.606
189 3.634 4.025 -1.858
189.03 3.4 4.189 -1.767
189.06 2.269 3.24 -0.768
189.09 4.074 4.953 -0.551
189.12 5.32 5.86 -0.074
189.15 6.379 7.1 0.41
189.18 5.763 6.587 0.743
189.21 5.06 5.541 0.283
190 4.44 6.035 -0.045
190.03 6.56 7.45 -0.899
190.06 6.492 7.17 -1.151
190.09 5.04 6.199 -1.021
190.12 4.088 4.964 -0.456
190.15 5.232 5.808 -0.39
190.18 4.727 5.43 -0.361
190.21 3.168 4.03 -1.612
191 0 0 -2.487
191.03 0 0 -1.885
191.06 0 0 -2.308
191.09 0 0 -1.52
191.12 0.803 2.609 1.785
191.15 3.181 4.578 -2.039
191.18 2.816 3.67 -1.179
191.21 2.908 3.557 -1.822
192 3.295 3.759 -2.219
192.03 2.349 3.359 -2.901
192.06 2.48 2.637 -2.602
