  Jul.Day  S1(up) S2(up)   S(dw)   Alb1  Alb2  net_rad
  162.708   681.2   619.2   553.5  81.  89.   21.8
  162.750   613.6   553.4   496.0  81.  90.   20.6
  162.792   526.2   473.3   424.8  81.  90.   18.6
  162.833   430.1   385.1   347.3  81.  90.   18.2
  162.875   330.4   294.4   266.4  81.  90.    7.6
  162.917   236.9   208.7   189.7  80.  91.   -2.7
  162.958   103.1    89.5    90.3  88. 101.   -9.7
  163.000    57.0    51.8    50.2  88.  97.  -27.3
  163.042    50.4    45.5    44.3  88.  97.  -23.5
  163.083    17.9    16.9    16.6  93.  98.   -7.9
  163.125    16.5    15.6    15.1  92.  97.  -10.1
  163.167    21.6    20.3    19.7  91.  97.   -3.2
  163.208    37.0    34.6    33.5  91.  97.     .4
  163.250    65.1    60.5    58.4  90.  97.    4.5
  163.292   104.9    96.9    93.7  89.  97.    8.8
  163.333   150.9   138.6   134.6  89.  97.   12.3
  163.375   240.3   220.5   212.5  88.  96.   20.6
  163.417   352.7   321.9   310.3  88.  96.   26.7
  163.458   388.4   354.6   344.3  89.  97.   23.0
  163.500   438.7   401.1   389.9  89.  97.   22.8
  163.542   522.5   478.5   461.5  88.  96.   30.5
  163.583   571.1   525.3   503.4  88.  96.   32.5
  163.625   595.4   550.3   523.0  88.  95.   36.9
  163.667   702.8   642.2   593.8  84.  92.   35.9
  163.708   534.0   489.7   451.0  84.  92.   32.8
  163.750   477.5   444.2   409.5  86.  92.   35.8
  163.792   356.1   334.0   308.9  87.  92.   24.2
  163.833   298.7   279.3   258.6  87.  93.   20.3
  163.875   231.7   215.0   199.7  86.  93.   14.6
  163.917   188.3   171.4   160.2  85.  93.    9.4
  163.958   113.5    96.9    97.2  86. 100.   -5.7
  164.000    48.9    46.1    43.5  89.  95.   -7.8
  164.042    31.4    29.8    28.0  89.  94.   -8.2
  164.083    20.0    19.0    18.0  90.  95.  -10.1
  164.125    16.2    15.4    14.7  91.  96.  -10.6
  164.167    23.7    22.3    21.2  89.  95.   -9.7
  164.208    48.2    45.3    42.6  88.  94.   -4.9
  164.250    67.7    63.5    59.7  88.  94.   -5.7
  164.292   114.2   107.1   100.7  88.  94.   -6.6
  164.333   172.9   162.8   153.1  89.  94.  -15.3
  164.375   351.0   329.5   307.0  87.  93.  -25.1
  164.417   469.6   435.5   408.4  87.  94.  -43.6
  164.458   560.5   516.5   479.3  86.  93.  -56.3
  164.500   649.6   595.2   548.6  84.  92.  -54.8
  164.542   716.0   651.2   593.7  83.  91.  -42.2
  164.583   756.1   689.4   620.7  82.  90.  -20.2
  164.625   748.6   680.3   605.7  81.  89.   -6.5
  164.667   726.9   657.7   582.6  80.  89.   14.2
  164.708   681.7   615.0   542.3  80.  88.   33.1
  164.750   614.4   551.2   485.7  79.  88.   39.0
  164.792   528.9   474.1   417.6  79.  88.   34.8
  164.833   433.4   387.0   341.8  79.  88.   20.0
  164.875   329.4   292.8   258.9  79.  88.    4.9
  164.917   234.1   206.0   182.5  78.  89.   -8.3
  164.958   159.0    72.4   122.0  77. 168.  -18.5
  165.000    99.0    85.8    74.5  75.  87.  -36.4
  165.042    46.2    45.5    42.6  92.  94.  -47.9
  165.083    13.5    28.0    27.2 201.  97.  -54.2
  165.125    16.6    25.3    24.6 148.  97.  -48.0
  165.167    36.0    36.2    34.5  96.  95.  -45.5
  165.208    67.8    69.6    61.1  90.  88.  -37.2
  165.250   123.3   124.7   107.4  87.  86.  -19.5
  165.292   190.1   192.8   169.7  89.  88.   -8.3
  165.333   274.2   277.9   244.0  89.  88.  -16.3
  165.375   367.3   368.7   323.5  88.  88.  -38.3
  165.417   463.2   454.6   404.1  87.  89.  -54.8
  165.458   562.1   539.7   478.5  85.  89.  -63.1
  165.500   643.2   605.1   540.6  84.  89.  -56.8
  165.542   707.5   652.5   584.5  83.  90.  -41.4
  165.583   742.1   679.2   603.1  81.  89.  -23.5
  165.625   748.6   681.4   599.0  80.  88.    3.1
  165.667   728.6   664.9   571.3  78.  86.  215.2
  165.708   598.0   535.8   434.7  73.  81.   81.1
  165.750   524.0   451.5   394.3  75.  87.   54.8
  165.875   434.9   269.3   295.3  68. 110.   33.5
  165.917   318.2   295.8   252.5  79.  85.     .5
  165.958   225.5   210.0   180.9  80.  86.  -18.3
  166.000   150.8    71.9   121.7  81. 169.  -32.2
  166.042    90.9    86.0    75.3  83.  88.  -47.2
  166.083    42.7    45.3    43.9 103.  97.  -56.1
  166.125    13.7    27.0    27.2 198. 101.  -60.3
  166.167    15.8    23.0    22.7 144.  99.  -52.9
  166.208    35.7    34.1    33.5  94.  98.  -55.4
  166.250    69.3    65.4    59.3  86.  91.  -50.5
  166.292   124.9   118.6   103.8  83.  88.  -37.1
  166.333   194.1   185.5   165.6  85.  89.  -23.5
  166.375   282.3   271.0   241.1  85.  89.  -10.6
  166.417   378.8   363.7   322.7  85.  89.     .5
  166.458   473.9   449.6   403.3  85.  90.   17.8
  166.500   573.0   536.2   477.8  83.  89.   28.9
  166.542   652.0   601.9   538.8  83.  90.   41.7
  166.583   709.8   646.1   578.2  81.  89.   52.2
  166.625   741.4   673.4   598.4  81.  89.   56.0
  166.667   746.5   677.9   597.5  80.  88.   60.6
  166.708   724.6   658.8   576.3  80.  87.   63.9
  166.750   675.8   617.2   534.8  79.  87.   59.0
  166.792   605.2   553.7   477.0  79.  86.   45.7
  166.833   517.4   476.8   408.7  79.  86.   32.7
  166.875   418.6   387.7   332.8  80.  86.   13.0
  166.917   319.5   297.3   256.9  80.  86.   -7.0
  166.958   228.8   213.3   185.4  81.  87.  -25.1
  167.000   152.4    70.7   123.6  81. 175.  -37.3
  167.042    87.6    82.7    73.4  84.  89.  -52.0
  167.083    36.5    36.5    35.5  97.  97.  -59.1
  167.125    15.9    24.7    24.6 155. 100.  -59.5
  167.167    14.2    17.8    17.4 123.  98.  -56.8
  167.208    32.2    30.6    29.9  93.  98.  -57.7
  167.250    71.3    67.1    61.0  86.  91.  -52.9
  167.292   126.4   120.3   105.7  84.  88.  -36.8
  167.333   175.9   168.2   150.6  86.  90.  -24.4
  167.375   281.7   269.8   240.3  85.  89.   -8.6
  167.417   381.2   365.0   323.8  85.  89.    3.8
  167.458   451.1   428.5   382.9  85.  89.   19.2
  167.500   575.6   536.4   477.4  83.  89.   34.6
  167.542   654.7   601.5   537.5  82.  89.   48.8
  167.583   722.0   655.7   586.2  81.  89.   60.6
  167.625   738.1   670.0   594.5  81.  89.   57.7
  167.667   739.5   672.5   592.0  80.  88.   60.0
  167.708   702.7   641.3   561.0  80.  87.   60.8
  167.750   677.5   620.0   534.4  79.  86.   62.3
  Jul.Day  S1(up) S2(up)   S(dw)   Alb1  Alb2  net_rad
  167.875   220.5   205.1   184.8  84.  90.   -6.0
  167.917   146.2   136.7   125.0  85.  91.  -10.7
  167.958    81.1    76.2    70.3  87.  92.  -19.2
  168.000    45.6    42.9    39.7  87.  93.  -28.0
  168.042    27.0    25.6    24.0  89.  94.  -37.4
  168.083    19.5    18.7    17.6  90.  94.  -40.7
  168.125    23.9    23.0    21.2  89.  92.  -34.2
  168.167    25.1    23.8    22.1  88.  93.  -28.8
  168.208    37.1    34.5    32.2  87.  93.  -15.4
  168.250    56.0    51.6    48.3  86.  94.   -2.4
  168.292   111.7   102.2    94.4  84.  92.    3.3
  168.333   168.8   153.2   144.5  86.  94.   16.5
  168.375   223.0   200.7   168.6  76.  84.   18.2
  168.417   330.5   300.6   249.8  76.  83.   25.8
  168.458   318.8   287.8   249.1  78.  87.   19.5
  168.500   347.6   311.3   282.9  81.  91.   19.6
  168.542   451.7   404.1   365.1  81.  90.   29.7
  168.583   516.3   463.7   406.0  79.  88.   29.9
  168.625   707.4   629.3   540.5  76.  86.   56.2
  168.667   748.6   661.7   536.8  72.  81.   72.7
  168.708   597.1   531.8   420.8  70.  79.   67.4
  168.750   554.3   496.6   398.7  72.  80.   83.8
  168.792   360.7   326.5   275.5  76.  84.   45.7
  168.833   285.2   260.0   219.9  77.  85.   34.5
  168.875   147.6   135.0   115.9  79.  86.   15.1
  168.917   149.2   135.9   116.1  78.  85.   23.2
  168.958    93.5    75.6    72.7  78.  96.   -1.6
  169.000    65.4    60.3    51.8  79.  86.  -18.4
  169.042    41.1    38.9    33.3  81.  86.  -34.8
  169.083    22.7    24.5    21.3  94.  87.  -34.4
  169.125    12.1    11.8    10.4  86.  88.  -24.8
  169.167    11.1    10.2     9.4  85.  93.     .3
  169.208    30.5    27.6    24.7  81.  89.     .7
  169.250    61.7    55.8    49.4  80.  88.    6.3
  169.292    98.1    88.3    79.1  81.  90.   10.0
  169.333   163.5   146.6   134.1  82.  91.   12.3
  169.375   195.1   174.5   161.1  83.  92.   12.2
  169.417   180.7   161.6   149.3  83.  92.    8.7
  169.458   252.4   225.2   207.6  82.  92.   14.8
  169.500   335.4   299.2   274.5  82.  92.   19.6
  169.542   469.5   419.2   382.5  81.  91.   29.1
  169.583   573.6   509.4   461.8  81.  91.   40.8
  169.625   636.0   565.8   498.0  78.  88.   63.2
  169.667   503.8   453.7   396.8  79.  87.   48.1
  169.708   695.5   620.5   516.0  74.  83.   94.8
  169.750   559.6   501.6   411.2  73.  82.   79.0
  169.792   471.0   427.2   352.4  75.  82.   80.6
  169.833   337.9   306.3   248.0  73.  81.   44.2
  169.875   232.4   210.7   176.4  76.  84.   35.6
  169.917   144.6   132.6   111.5  77.  84.   19.4
  169.958    96.7    89.6    75.5  78.  84.   12.1
  170.000    63.9    59.2    49.8  78.  84.    3.0
  170.042    25.8    24.0    20.4  79.  85.   -5.6
  170.083     9.2     8.6     7.6  83.  89.   -9.2
  170.125    14.4    13.3    11.7  81.  87.   -5.4
  170.167    13.8    12.8    11.4  83.  89.   -1.7
  170.208    26.0    23.9    21.4  82.  89.    -.9
  170.250    47.0    42.9    38.7  82.  90.     .9
  170.292    63.9    58.0    53.1  83.  91.    2.4
  170.333   128.6   115.6   105.6  82.  91.    3.8
  170.375   224.3   201.3   183.7  82.  91.   12.0
  170.417   296.5   266.6   244.9  83.  92.   17.5
  170.458   384.9   344.8   319.9  83.  93.   22.0
  170.500   521.2   463.5   424.3  81.  92.   31.8
  170.542   703.0   617.4   537.2  76.  87.   32.8
  170.583   725.3   637.7   534.8  74.  84.   39.2
  170.625   733.1   649.7   536.4  73.  83.   66.8
  170.667   644.6   582.1   476.4  74.  82.   82.2
  170.708   570.8   520.8   424.0  74.  81.   76.0
  170.750   448.3   413.3   339.0  76.  82.   60.6
  170.792   314.0   293.4   242.7  77.  83.   41.9
  170.833   286.9   268.0   220.3  77.  82.   42.9
  170.875   203.3   189.1   155.0  76.  82.   19.6
  170.917   133.5   123.9   102.0  76.  82.    6.4
  170.958    77.4    72.1    59.6  77.  83.     .8
  171.000    49.4    46.3    38.2  77.  83.    1.4
  171.042    31.5    29.6    24.6  78.  83.    5.4
  171.083    23.1    21.5    17.8  77.  83.     .8
  171.125    16.8    15.8    13.0  77.  83.  -14.7
  171.167    23.3    21.7    18.0  77.  83.   -5.2
  171.208    23.4    21.6    18.4  79.  85.   -4.0
  171.250    76.9    69.7    57.2  74.  82.    2.2
  171.292   116.9   104.8    87.2  75.  83.    1.8
  171.333   218.4   193.1   159.0  73.  82.    3.1
  171.375   119.7   107.2    89.3  75.  83.   -7.2
  171.417   187.2   167.3   140.4  75.  84.   26.2
  171.458   297.0   264.6   223.5  75.  84.   37.6
  171.500   445.2   395.8   328.4  74.  83.   68.6
  171.542   650.5   570.4   461.6  71.  81.   96.6
  171.583   746.5   646.4   508.4  68.  79.   92.3
  171.625   743.3   649.6   507.0  68.  78.  102.9
  171.667   643.9   568.0   444.9  69.  78.   92.9
  171.708   396.0   357.1   299.9  76.  84.   50.1
  171.750   289.3   264.5   210.4  73.  80.   32.3
  171.792   242.4   225.4   183.0  76.  81.   22.6
  171.833   186.7   179.3   148.0  79.  83.   15.7
  171.875   167.6   159.6   131.6  78.  82.   12.8
  171.917   103.1    97.8    82.8  80.  85.    7.2
  171.958    74.9    71.3    59.8  80.  84.    3.6
  172.000    54.0    51.6    43.4  80.  84.    2.7
  172.042    24.2    23.3    19.7  81.  85.    -.6
  172.083    14.8    14.3    12.3  83.  86.   -1.6
  172.125    13.1    12.7    10.9  83.  86.   -2.2
  172.167    16.9    16.3    14.0  83.  86.    -.6
  172.208    33.1    31.7    26.6  80.  84.   -3.8
  172.250   113.0    86.8    75.7  67.  87.  -21.0
  172.292   222.1   175.5   151.1  68.  86.  -13.4
  172.333   298.6   251.8   210.1  70.  83.   -5.0
  172.375   383.5   336.3   273.4  71.  81.   -5.1
  172.417   472.8   417.1   339.6  72.  81.    -.1
  172.458   572.6   500.1   444.0  78.  89.   -2.7
  172.500   657.6   566.8   527.4  80.  93.  -12.4
  172.542   717.6   616.7   569.3  79.  92.    4.4
  172.583   731.7   635.4   573.9  78.  90.   32.5
  172.625   774.2   678.3   590.7  76.  87.   70.7
  172.667   736.8   649.1   548.9  74.  85.   95.6
  172.708   694.8   616.0   512.3  74.  83.   88.2
  172.750   626.1   556.7   460.1  73.  83.   70.4
  172.792   538.9   482.6   400.6  74.  83.   52.0
  172.833   441.1   397.6   333.6  76.  84.   29.7
  172.875   335.4   304.2   258.8  77.  85.    3.8
  172.917   253.6   230.2   198.6  78.  86.  -18.6
  172.958   132.8    78.9   105.6  80. 134.  -40.1
  173.000   111.5   101.9    90.5  81.  89.  -31.9
  173.042    58.6    55.7    50.0  85.  90.  -31.4
  173.083    20.8    20.3    18.3  88.  90.  -40.9
  173.125    17.4    16.7    15.0  87.  90.  -36.7
  173.167    27.0    25.0    22.6  83.  90.   -5.7
  173.208    33.7    30.6    27.9  83.  91.    3.6
  173.250    52.6    47.7    43.1  82.  90.    1.6
  173.292    98.2    88.5    79.8  81.  90.   12.3
  173.333   121.8   109.5    98.5  81.  90.   17.0
  173.375   239.4   213.6   191.4  80.  90.   34.7
  173.417   260.2   232.0   206.4  79.  89.   38.4
  173.458   354.4   315.8   278.7  79.  88.   50.5
  173.500   432.6   386.4   338.4  78.  88.   60.9
  173.542   495.8   445.7   386.3  78.  87.   69.7
  173.583   524.6   474.2   407.2  78.  86.   72.8
  173.625   594.2   535.8   446.3  75.  83.   89.1
  173.667   656.9   594.0   480.7  73.  81.  102.0
  173.708   681.7   613.7   477.6  70.  78.   98.3
  173.750   578.5   525.0   410.9  71.  78.   80.2
  173.792   511.2   468.9   368.6  72.  79.   64.6
  173.833   404.3   373.6   297.8  74.  80.   32.0
  173.875   282.1   261.1   212.1  75.  81.    -.8
  173.917   218.1   202.2   166.2  76.  82.  -17.0
  173.958   156.2    74.5   118.8  76. 159.  -35.7
  174.000    98.9    92.3    76.3  77.  83.  -48.4
  174.042    39.9    39.9    35.0  88.  88.  -49.8
  174.083    26.2    31.3    27.9 106.  89.  -47.0
  174.125    20.9    22.8    20.4  98.  90.  -44.8
  174.167    32.1    30.4    26.8  84.  88.  -42.8
  174.208    41.5    38.8    34.0  82.  88.  -44.4
  174.250    98.3    88.9    77.0  78.  87.  -32.5
  174.292   167.2   149.9   130.3  78.  87.  -13.0
  174.333   309.0   275.6   239.8  78.  87.    3.5
  174.375   321.5   286.2   248.5  77.  87.   10.3
  174.417   478.8   424.8   368.5  77.  87.   40.0
  174.458   554.3   488.8   418.3  75.  86.   48.2
  174.500   642.9   565.8   478.1  74.  85.   69.9
  174.542   681.6   598.9   499.1  73.  83.   87.1
  174.583   810.4   722.1   587.4  72.  81.  123.8
  174.625   773.1   694.6   551.6  71.  79.  119.8
  174.667   736.1   666.0   521.4  71.  78.  117.8
  174.708   686.1   626.3   485.2  71.  77.  111.1
  174.750   613.8   561.7   436.2  71.  78.   89.6
  174.792   523.4   482.0   378.0  72.  78.   66.4
  174.833   425.3   393.0   314.5  74.  80.   36.7
  174.875   325.4   300.9   246.5  76.  82.    7.7
  174.917   234.9   217.0   180.7  77.  83.  -19.6
  174.958   134.4    73.3   104.5  78. 143.  -43.2
  175.000    93.1    86.7    73.8  79.  85.  -56.1
  175.042    49.4    50.5    47.6  96.  94.  -62.4
  175.083    19.3    34.5    34.6 180. 100.  -62.5
  175.125    19.0    27.1    26.8 141.  99.  -55.6
  175.167    38.3    30.1    29.0  76.  97.  -50.7
  175.208    66.8    59.8    54.0  81.  90.  -54.6
  175.250   125.1   111.4    97.1  78.  87.  -43.8
  175.292   193.1   171.5   152.1  79.  89.  -24.9
  175.333   278.6   247.9   216.7  78.  87.   -5.5
  175.375   375.4   335.0   288.1  77.  86.   12.9
  175.417   442.1   391.2   339.2  77.  87.   36.6
  175.458   435.3   393.1   342.8  79.  87.   63.0
  175.500   487.4   443.1   384.7  79.  87.   68.5
  175.542   580.8   525.8   449.3  77.  85.   85.1
  175.583   746.5   659.2   538.2  72.  82.   83.9
  175.625   753.9   670.5   536.7  71.  80.   99.2
  175.667   729.8   654.5   515.6  71.  79.  115.6
  175.708   680.9   615.5   478.4  70.  78.  113.3
  175.750   613.1   556.6   431.8  70.  78.   92.2
  175.792   521.8   478.6   373.9  72.  78.   68.4
  175.833   426.0   393.6   312.5  73.  79.   38.6
  175.875   329.4   305.6   248.3  75.  81.   10.3
  175.917   289.8   267.5   221.7  77.  83.    3.9
  175.958   201.1   114.1   155.2  77. 136.  -16.7
  176.000   118.5   110.5    93.0  78.  84.  -37.7
  176.042    56.3    57.5    52.4  93.  91.  -52.5
  176.083    19.9    33.9    32.8 165.  97.  -61.6
  176.125    18.6    25.9    25.5 137.  98.  -55.9
  176.167    34.3    31.8    30.6  89.  96.  -59.0
  176.208    65.0    58.1    52.1  80.  90.  -54.8
  176.250   124.7   111.3    96.5  77.  87.  -40.7
  176.292   193.8   172.6   151.8  78.  88.  -21.9
  176.333   279.6   249.5   216.4  77.  87.   -2.7
  176.375   373.6   333.8   285.9  77.  86.   16.5
  176.417   470.0   415.1   354.9  76.  86.   43.8
  176.458   565.8   499.2   415.3  73.  83.   65.3
  176.500   645.3   566.5   467.0  72.  82.   91.1
  176.542   703.6   613.8   498.2  71.  81.  116.1
  176.583   735.3   643.2   512.5  70.  80.  127.0
  176.625   740.1   651.2   512.3  69.  79.  133.8
  176.667   718.6   632.8   497.7  69.  79.  134.7
  176.708   672.7   596.4   468.9  70.  79.  125.6
  176.750   602.4   535.0   422.4  70.  79.  105.2
  176.792   512.0   458.1   363.6  71.  79.   82.7
  176.833   412.5   371.5   298.2  72.  80.   53.0
  176.875   328.1   296.7   241.4  74.  81.   28.1
  176.917   245.7   219.6   183.0  75.  83.    8.1
  176.958   154.7    68.6   116.4  75. 170.  -22.6
  177.000    99.0    90.5    76.2  77.  84.  -42.2
  177.042    57.5    57.6    53.3  93.  92.  -49.8
  177.083    28.9    45.1    43.2 150.  96.  -40.8
  177.125    20.9    22.6    20.7  99.  92.  -26.9
  177.167    28.6    26.6    23.4  82.  88.  -17.4
  177.208    31.4    28.7    24.8  79.  86.   -6.5
  177.250    67.1    60.1    52.2  78.  87.    9.3
  177.292   148.2   131.7   111.2  75.  84.   16.4
  177.333   211.5   187.0   156.2  74.  84.   15.5
  177.375   333.3   295.3   247.1  74.  84.   53.5
  177.417   640.0   560.8   465.0  73.  83.  114.4
  177.458   553.1   482.1   397.1  72.  82.   68.0
  177.500   666.2   577.2   475.1  71.  82.   91.2
  177.542   758.2   654.3   533.7  70.  82.  125.4
  177.583   728.2   630.2   507.1  70.  80.  117.7
  177.625   735.0   640.7   510.1  69.  80.  126.7
  177.667   715.2   626.9   497.6  70.  79.  125.0
  177.708   555.2   499.5   411.1  74.  82.   90.8
  177.750   370.1   338.4   290.1  78.  86.   52.3
  177.792   216.0   198.3   174.5  81.  88.   24.4
  177.833   176.1   161.8   143.5  81.  89.   19.6
  177.875   150.3   138.1   100.6  67.  73.   17.9
  177.917    88.8    81.9    58.0  65.  71.    9.5
  177.958    48.5    44.8    32.5  67.  73.    4.0
  178.000    29.0    26.8    19.6  68.  73.    1.0
  178.042    21.5    19.9    14.5  67.  73.     .0
  178.083    14.8    13.7    10.2  69.  74.   -1.7
  178.125    14.2    13.1     9.6  68.  73.   -2.4
  178.167    18.5    17.2    12.5  67.  73.   -1.6
  178.208    21.2    19.5    14.6  69.  75.   -1.6
  178.250    42.1    38.5    28.4  67.  74.    2.1
  178.292    56.4    51.6    38.7  68.  75.    3.9
  178.333   170.8   154.2   114.5  67.  74.   21.5
  178.375   263.3   235.6   177.2  67.  75.   29.6
  178.417   365.3   326.4   229.4  63.  70.   35.2
  178.458   516.3   449.7   301.2  58.  67.   17.1
  178.500   672.9   587.9   426.0  63.  72.   41.8
  178.542   685.7   600.1   458.1  67.  76.   63.7
  178.583   736.9   639.6   495.7  67.  78.   22.5
  178.625   743.9   650.8   508.1  68.  78.   32.5
  178.667   720.8   634.6   495.2  69.  78.   82.9
  178.708   679.2   602.5   474.0  70.  79.   91.9
  178.750   549.2   491.2   397.5  72.  81.   73.1
  178.792   513.8   463.5   375.0  73.  81.   65.0
  178.833   416.4   379.2   311.3  75.  82.   36.4
  178.875   322.7   296.0   247.2  77.  84.    8.3
  178.917   232.6   214.1   181.4  78.  85.  -15.6
  178.958   155.9    72.5   122.2  78. 169.  -32.5
  179.000    36.3    33.2    30.2  83.  91.  -53.1
  179.042    17.9    17.2    16.0  89.  93.  -55.2
  179.083    15.5    21.6    20.7 133.  96.  -55.3
  179.125    21.0    28.8    28.8 137. 100.  -51.0
  179.167    39.7    36.6    34.0  86.  93.  -45.8
  179.208    67.1    59.4    53.4  80.  90.  -47.2
  179.250   133.1   119.4   102.2  77.  86.  -12.6
  179.292   171.0   154.7   133.0  78.  86.   17.8
  179.333   166.1   150.0   129.6  78.  86.   12.6
  179.375   253.9   225.7   192.4  76.  85.   12.2
  179.417   366.3   322.9   274.8  75.  85.   33.5
  179.458   309.1   277.1   238.4  77.  86.   37.6
  179.500   330.1   295.4   258.0  78.  87.   40.5
  179.542   469.0   420.4   363.9  78.  87.   62.1
  179.583   513.9   463.3   394.6  77.  85.   73.0
  179.625   616.9   555.7   464.0  75.  84.   90.1
  179.667   749.7   668.6   526.0  70.  79.  116.2
  179.708   640.4   576.4   449.4  70.  78.  103.2
  179.750   490.8   444.0   351.4  72.  79.   68.7
  179.792   494.9   452.5   358.6  72.  79.   71.6
  179.833   356.4   325.6   262.0  74.  80.   30.3
  179.875   267.2   244.0   200.7  75.  82.    9.7
  179.917   168.5   152.9   129.4  77.  85.   -8.7
  179.958    94.4    86.6    73.6  78.  85.   -2.9
  180.000    69.2    64.6    54.7  79.  85.  -11.0
  180.042    41.6    39.2    32.8  79.  84.  -14.8
  180.083    28.0    27.1    22.8  81.  84.  -34.1
  180.125    19.7    19.7    16.8  85.  86.  -41.2
  180.167    36.4    34.2    29.0  80.  85.  -33.2
  180.208    29.5    27.1    23.8  81.  88.   -5.8
  180.250    55.3    50.6    43.6  79.  86.    1.1
  180.292   164.8   147.4   125.2  76.  85.    5.4
  180.333   206.3   184.0   156.8  76.  85.    8.6
  180.375   333.2   296.6   249.4  75.  84.   25.4
  180.417   457.2   402.9   339.0  74.  84.   31.8
  180.458   516.6   451.8   373.7  72.  83.   41.6
  180.500   567.1   494.0   406.6  72.  82.   60.4
  180.542   704.8   611.6   496.2  70.  81.   99.0
  180.583   723.9   635.3   503.1  69.  79.  112.4
  180.625   736.3   653.6   506.9  69.  78.  129.9
  180.667   714.7   639.5   494.3  69.  77.  133.9
  180.708   673.2   609.6   470.2  70.  77.  126.0
  180.750   477.5   437.6   343.6  72.  79.   73.8
  180.792   487.7   449.6   351.3  72.  78.   77.8
  180.833   424.4   392.1   305.8  72.  78.   55.4
  180.875   326.4   302.1   239.7  73.  79.   28.7
  180.917   216.9   200.1   162.1  75.  81.   -6.8
  180.958   158.4   100.3   118.6  75. 118.  -19.5
  181.000   115.9   107.5    86.5  75.  81.  -22.9
  181.042    57.4    55.7    46.6  81.  84.  -37.1
  181.083    22.4    30.6    27.0 121.  88.  -56.0
  181.125    19.9    22.3    19.8  99.  89.  -56.3
