"TOA5","22","CR1000","31412","CR1000.Std.18","CPU:ARGOS 2011 GITS.CR1","33414","Table046"
"2011-06-05 05:00:00",77,22,2011,156,5,0.693,0.609,0.141
"2011-06-05 06:00:00",78,22,2011,156,6,0.608,0.536,0.125
"2011-06-05 07:00:00",79,22,2011,156,7,0.817,0.719,0.174
"2011-06-05 08:00:00",80,22,2011,156,8,0.749,0.664,0.135
"2011-06-05 09:00:00",81,22,2011,156,9,0.959,0.85,0.251
"2011-06-05 10:00:00",82,22,2011,156,10,1.199,1.058,0.332
"2011-06-05 11:00:00",83,22,2011,156,11,1.369,1.212,0.403
"2011-06-05 12:00:00",84,22,2011,156,12,1.597,1.417,0.483
"2011-06-05 13:00:00",85,22,2011,156,13,1.632,1.461,0.496
"2011-06-05 14:00:00",86,22,2011,156,14,1.625,1.463,0.484
"2011-06-05 15:00:00",87,22,2011,156,15,1.692,1.527,0.427
"2011-06-05 16:00:00",88,22,2011,156,16,1.755,1.588,0.321
"2011-06-05 17:00:00",89,22,2011,156,17,2.015,1.824,-0.921
"2011-06-05 18:00:00",90,22,2011,156,18,1.836,1.674,-1.172
"2011-06-05 19:00:00",91,22,2011,156,19,1.821,1.639,-0.455
"2011-06-05 20:00:00",92,22,2011,156,20,1.897,1.711,0.195
"2011-06-05 21:00:00",93,22,2011,156,21,1.439,1.318,0.135
"2011-06-05 22:00:00",94,22,2011,156,22,1.128,1.169,-0.192
"2011-06-05 23:00:00",95,22,2011,156,23,1.05,0.986,-0.19
"2011-06-06 00:00:00",96,22,2011,157,0,0.955,0.855,0.274
"2011-06-06 01:00:00",97,22,2011,157,1,0.85,0.764,0.272
"2011-06-06 02:00:00",98,22,2011,157,2,0.742,0.669,0.137
"2011-06-06 03:00:00",99,22,2011,157,3,0.63,0.568,0.106
"2011-06-06 04:00:00",100,22,2011,157,4,0.616,0.556,0.098
"2011-06-06 05:00:00",101,22,2011,157,5,0.637,0.577,0.046
"2011-06-06 06:00:00",102,22,2011,157,6,0.681,0.625,-0.026
"2011-06-06 07:00:00",103,22,2011,157,7,0.76,0.694,0.03
"2011-06-06 08:00:00",104,22,2011,157,8,0.917,0.838,0.161
"2011-06-06 09:00:00",105,22,2011,157,9,1.051,0.959,0.185
"2011-06-06 10:00:00",106,22,2011,157,10,1.338,1.235,0.077
"2011-06-06 11:00:00",107,22,2011,157,11,1.573,1.452,0.101
"2011-06-06 12:00:00",108,22,2011,157,12,2,1.847,0.027
"2011-06-06 13:00:00",109,22,2011,157,13,2.07,1.891,-0.055
"2011-06-06 14:00:00",110,22,2011,157,14,2.431,2.19,-0.025
"2011-06-06 15:00:00",111,22,2011,157,15,2.896,2.541,0.126
"2011-06-06 16:00:00",112,22,2011,157,16,3.029,2.597,0.422
"2011-06-06 17:00:00",113,22,2011,157,17,2.971,2.525,0.613
"2011-06-06 18:00:00",114,22,2011,157,18,2.829,2.422,0.784
"2011-06-06 19:00:00",115,22,2011,157,19,2.609,2.191,0.758
"2011-06-06 20:00:00",116,22,2011,157,20,2.687,2.193,0.801
"2011-06-06 21:00:00",117,22,2011,157,21,2.423,1.983,0.705
"2011-06-06 22:00:00",118,22,2011,157,22,1.976,1.637,0.43
"2011-06-06 23:00:00",119,22,2011,157,23,1.705,1.422,0.26
"2011-06-07 00:00:00",120,22,2011,158,0,1.303,1.125,0.093
"2011-06-07 01:00:00",121,22,2011,158,1,1.209,1.06,-0.081
"2011-06-07 02:00:00",122,22,2011,158,2,0.711,0.657,-0.021
"2011-06-07 03:00:00",123,22,2011,158,3,0.587,0.595,-0.117
"2011-06-07 04:00:00",124,22,2011,158,4,0.812,0.895,-0.382
"2011-06-07 05:00:00",125,22,2011,158,5,0.62,0.593,-0.11
"2011-06-07 06:00:00",126,22,2011,158,6,0.809,0.795,-0.168
"2011-06-07 07:00:00",127,22,2011,158,7,0.933,0.971,-0.379
"2011-06-07 08:00:00",128,22,2011,158,8,0.827,0.892,-0.491
"2011-06-07 09:00:00",129,22,2011,158,9,0.908,0.891,-0.099
"2011-06-07 10:00:00",130,22,2011,158,10,1.172,1.197,-0.336
"2011-06-07 11:00:00",131,22,2011,158,11,1.87,1.83,0.117
"2011-06-07 12:00:00",132,22,2011,158,12,1.827,1.695,0.337
"2011-06-07 13:00:00",133,22,2011,158,13,2.343,2.147,0.234
"2011-06-07 14:00:00",134,22,2011,158,14,2.369,2.107,0.289
"2011-06-07 15:00:00",135,22,2011,158,15,2.093,1.863,0.398
"2011-06-07 16:00:00",136,22,2011,158,16,2.082,1.861,0.377
"2011-06-07 17:00:00",137,22,2011,158,17,1.997,1.798,0.329
"2011-06-07 18:00:00",138,22,2011,158,18,1.815,1.642,0.248
"2011-06-07 19:00:00",139,22,2011,158,19,1.643,1.489,0.133
"2011-06-07 20:00:00",140,22,2011,158,20,1.563,1.411,0.356
"2011-06-07 21:00:00",141,22,2011,158,21,1.35,1.222,0.213
"2011-06-07 22:00:00",142,22,2011,158,22,1.214,1.096,0.237
"2011-06-07 23:00:00",143,22,2011,158,23,1.104,0.994,0.215
"2011-06-08 00:00:00",144,22,2011,159,0,0.88,0.793,0.091
"2011-06-08 01:00:00",145,22,2011,159,1,0.747,0.673,0.12
"2011-06-08 02:00:00",146,22,2011,159,2,0.685,0.614,0.114
"2011-06-08 03:00:00",147,22,2011,159,3,0.605,0.543,0.122
"2011-06-08 04:00:00",148,22,2011,159,4,0.586,0.527,0.092
"2011-06-08 05:00:00",149,22,2011,159,5,0.578,0.52,0.086
"2011-06-08 06:00:00",150,22,2011,159,6,0.547,0.495,0.018
"2011-06-08 07:00:00",151,22,2011,159,7,0.681,0.641,-0.095
"2011-06-08 08:00:00",152,22,2011,159,8,1.058,1.027,-0.097
"2011-06-08 09:00:00",153,22,2011,159,9,1.179,1.091,0.201
"2011-06-08 10:00:00",154,22,2011,159,10,1.274,1.17,0.233
"2011-06-08 11:00:00",155,22,2011,159,11,1.495,1.411,-0.018
"2011-06-08 12:00:00",156,22,2011,159,12,1.971,1.863,-0.075
"2011-06-08 13:00:00",157,22,2011,159,13,2.518,2.311,0.382
"2011-06-08 14:00:00",158,22,2011,159,14,2.771,2.466,0.643
"2011-06-08 15:00:00",159,22,2011,159,15,2.987,2.589,0.898
"2011-06-08 16:00:00",160,22,2011,159,16,3.086,2.614,1.099
"2011-06-08 17:00:00",161,22,2011,159,17,3.098,2.581,1.161
"2011-06-08 18:00:00",162,22,2011,159,18,3.008,2.467,1.139
"2011-06-08 19:00:00",163,22,2011,159,19,2.884,2.34,1.063
"2011-06-08 20:00:00",164,22,2011,159,20,2.686,2.166,0.899
"2011-06-08 21:00:00",165,22,2011,159,21,2.421,1.958,0.741
"2011-06-08 22:00:00",166,22,2011,159,22,2.102,1.716,0.528
"2011-06-08 23:00:00",167,22,2011,159,23,1.819,1.49,0.292
"2011-06-09 00:00:00",168,22,2011,160,0,1.529,1.272,0.047
"2011-06-09 01:00:00",169,22,2011,160,1,1.264,1.073,-0.241
"2011-06-09 02:00:00",170,22,2011,160,2,0.93,0.932,-0.655
"2011-06-09 03:00:00",171,22,2011,160,3,0.422,0.851,-1.575
"2011-06-09 04:00:00",172,22,2011,160,4,0.525,0.822,-1.773
"2011-06-09 05:00:00",173,22,2011,160,5,0.711,0.856,-1.542
"2011-06-09 06:00:00",174,22,2011,160,6,0.86,0.942,-0.96
"2011-06-09 07:00:00",175,22,2011,160,7,0.996,1.083,-0.793
"2011-06-09 08:00:00",176,22,2011,160,8,1.16,1.263,-0.714
"2011-06-09 09:00:00",177,22,2011,160,9,1.368,1.453,-0.554
"2011-06-09 10:00:00",178,22,2011,160,10,1.635,1.674,-0.374
"2011-06-09 11:00:00",179,22,2011,160,11,1.925,1.89,-0.066
"2011-06-09 12:00:00",180,22,2011,160,12,2.209,2.082,0.281
"2011-06-09 13:00:00",181,22,2011,160,13,2.485,2.262,0.568
"2011-06-09 14:00:00",182,22,2011,160,14,2.719,2.402,0.838
"2011-06-09 15:00:00",183,22,2011,160,15,2.878,2.479,1.084
"2011-06-09 16:00:00",184,22,2011,160,16,2.998,2.523,1.244
"2011-06-09 17:00:00",185,22,2011,160,17,3.031,2.502,1.304
"2011-06-09 18:00:00",186,22,2011,160,18,2.925,2.378,1.305
"2011-06-09 19:00:00",187,22,2011,160,19,2.809,2.262,1.254
"2011-06-09 20:00:00",188,22,2011,160,20,2.56,2.051,1.046
"2011-06-09 21:00:00",189,22,2011,160,21,2.323,1.866,0.822
"2011-06-09 22:00:00",190,22,2011,160,22,2.051,1.664,0.571
"2011-06-09 23:00:00",191,22,2011,160,23,1.76,1.436,0.331
"2011-06-10 00:00:00",192,22,2011,161,0,1.468,1.219,0.081
"2011-06-10 01:00:00",193,22,2011,161,1,1.213,1.03,-0.225
"2011-06-10 02:00:00",194,22,2011,161,2,0.872,0.876,-0.599
"2011-06-10 03:00:00",195,22,2011,161,3,0.422,0.79,-1.405
"2011-06-10 04:00:00",196,22,2011,161,4,0.512,0.77,-1.595
"2011-06-10 05:00:00",197,22,2011,161,5,0.704,0.813,-1.299
"2011-06-10 06:00:00",198,22,2011,161,6,0.817,0.876,-0.881
"2011-06-10 07:00:00",199,22,2011,161,7,0.918,0.985,-0.705
"2011-06-10 08:00:00",200,22,2011,161,8,1.088,1.173,-0.642
"2011-06-10 09:00:00",201,22,2011,161,9,1.351,1.426,-0.549
"2011-06-10 10:00:00",202,22,2011,161,10,1.608,1.634,-0.366
"2011-06-10 11:00:00",203,22,2011,161,11,1.92,1.874,-0.108
"2011-06-10 12:00:00",204,22,2011,161,12,2.209,2.074,0.208
"2011-06-10 13:00:00",205,22,2011,161,13,2.495,2.264,0.505
"2011-06-10 14:00:00",206,22,2011,161,14,2.735,2.412,0.795
"2011-06-10 15:00:00",207,22,2011,161,15,2.912,2.486,1.111
"2011-06-10 16:00:00",208,22,2011,161,16,3.035,2.504,1.393
"2011-06-10 17:00:00",209,22,2011,161,17,3.069,2.447,1.636
"2011-06-10 18:00:00",210,22,2011,161,18,3.02,2.323,1.777
"2011-06-10 19:00:00",211,22,2011,161,19,2.885,2.161,1.759
"2011-06-10 20:00:00",212,22,2011,161,20,2.673,1.973,1.596
"2011-06-10 21:00:00",213,22,2011,161,21,2.422,1.783,1.326
"2011-06-10 22:00:00",214,22,2011,161,22,2.139,1.583,0.982
"2011-06-10 23:00:00",215,22,2011,161,23,1.846,1.364,0.603
"2011-06-11 00:00:00",216,22,2011,162,0,1.554,1.162,0.287
"2011-06-11 01:00:00",217,22,2011,162,1,1.29,0.982,-0.04
"2011-06-11 02:00:00",218,22,2011,162,2,0.917,0.837,-0.51
"2011-06-11 03:00:00",219,22,2011,162,3,0.397,0.747,-1.436
"2011-06-11 04:00:00",220,22,2011,162,4,0.496,0.714,-1.611
"2011-06-11 05:00:00",221,22,2011,162,5,0.709,0.758,-1.351
"2011-06-11 06:00:00",222,22,2011,162,6,0.825,0.856,-0.801
"2011-06-11 07:00:00",223,22,2011,162,7,0.975,0.993,-0.608
"2011-06-11 08:00:00",224,22,2011,162,8,1.144,1.176,-0.545
"2011-06-11 09:00:00",225,22,2011,162,9,1.375,1.392,-0.429
"2011-06-11 10:00:00",226,22,2011,162,10,1.641,1.604,-0.211
"2011-06-11 11:00:00",227,22,2011,162,11,1.94,1.823,0.093
"2011-06-11 12:00:00",228,22,2011,162,12,2.249,2.019,0.436
"2011-06-11 13:00:00",229,22,2011,162,13,2.53,2.175,0.783
"2011-06-11 14:00:00",230,22,2011,162,14,2.773,2.293,1.174
"2011-06-11 15:00:00",231,22,2011,162,15,2.96,2.352,1.492
"2011-06-11 16:00:00",232,22,2011,162,16,3.081,2.358,1.755
"2011-06-11 17:00:00",233,22,2011,162,17,3.123,2.313,1.945
"2011-06-11 18:00:00",234,22,2011,162,18,3.083,2.229,1.995
"2011-06-11 19:00:00",235,22,2011,162,19,2.954,2.097,1.922
"2011-06-11 20:00:00",236,22,2011,162,20,2.754,1.94,1.737
"2011-06-11 21:00:00",237,22,2011,162,21,2.497,1.765,1.391
"2011-06-11 22:00:00",238,22,2011,162,22,2.195,1.569,0.979
"2011-06-11 23:00:00",239,22,2011,162,23,1.896,1.36,0.589
"2011-06-12 00:00:00",240,22,2011,163,0,1.596,1.165,0.247
"2011-06-12 01:00:00",241,22,2011,163,1,1.331,0.997,-0.133
"2011-06-12 02:00:00",242,22,2011,163,2,0.942,0.86,-0.605
"2011-06-12 03:00:00",243,22,2011,163,3,0.406,0.765,-1.563
"2011-06-12 04:00:00",244,22,2011,163,4,0.506,0.727,-1.731
"2011-06-12 05:00:00",245,22,2011,163,5,0.749,0.768,-1.338
"2011-06-12 06:00:00",246,22,2011,163,6,0.874,0.863,-0.89
"2011-06-12 07:00:00",247,22,2011,163,7,0.996,0.999,-0.684
"2011-06-12 08:00:00",248,22,2011,163,8,1.159,1.163,-0.571
"2011-06-12 09:00:00",249,22,2011,163,9,1.38,1.355,-0.411
"2011-06-12 10:00:00",250,22,2011,163,10,1.641,1.555,-0.157
"2011-06-12 11:00:00",251,22,2011,163,11,1.932,1.751,0.177
"2011-06-12 12:00:00",252,22,2011,163,12,2.223,1.923,0.545
"2011-06-12 13:00:00",253,22,2011,163,13,2.341,1.954,0.783
"2011-06-12 14:00:00",254,22,2011,163,14,2.224,1.784,0.987
"2011-06-12 15:00:00",255,22,2011,163,15,2.026,1.629,0.562
"2011-06-12 16:00:00",256,22,2011,163,16,1.973,1.593,0.638
"2011-06-12 17:00:00",257,22,2011,163,17,2.034,1.626,0.75
"2011-06-12 18:00:00",258,22,2011,163,18,2.224,1.733,1.01
"2011-06-12 19:00:00",259,22,2011,163,19,2.628,1.913,1.229
"2011-06-12 20:00:00",260,22,2011,163,20,2.709,1.912,1.348
"2011-06-12 21:00:00",261,22,2011,163,21,2.469,1.749,0.921
"2011-06-12 22:00:00",262,22,2011,163,22,2.174,1.559,0.59
"2011-06-12 23:00:00",263,22,2011,163,23,1.877,1.352,0.388
"2011-06-13 00:00:00",264,22,2011,164,0,1.575,1.154,0.108
"2011-06-13 01:00:00",265,22,2011,164,1,1.308,0.979,-0.2
"2011-06-13 02:00:00",266,22,2011,164,2,0.939,0.839,-0.64
"2011-06-13 03:00:00",267,22,2011,164,3,0.419,0.75,-1.573
"2011-06-13 04:00:00",268,22,2011,164,4,0.508,0.723,-1.776
"2011-06-13 05:00:00",269,22,2011,164,5,0.657,0.753,-1.605
"2011-06-13 06:00:00",270,22,2011,164,6,0.796,0.83,-0.853
"2011-06-13 07:00:00",271,22,2011,164,7,0.976,0.958,-0.636
"2011-06-13 08:00:00",272,22,2011,164,8,1.142,1.126,-0.504
"2011-06-13 09:00:00",273,22,2011,164,9,1.365,1.316,-0.348
"2011-06-13 10:00:00",274,22,2011,164,10,1.628,1.512,-0.062
"2011-06-13 11:00:00",275,22,2011,164,11,1.915,1.694,0.343
"2011-06-13 12:00:00",276,22,2011,164,12,1.918,1.566,1.069
"2011-06-13 13:00:00",277,22,2011,164,13,1.849,1.477,1.113
"2011-06-13 14:00:00",278,22,2011,164,14,2.01,1.597,1.159
"2011-06-13 15:00:00",279,22,2011,164,15,2.048,1.617,1.227
"2011-06-13 16:00:00",280,22,2011,164,16,2.101,1.644,1.308
"2011-06-13 17:00:00",281,22,2011,164,17,2.084,1.614,1.287
"2011-06-13 18:00:00",282,22,2011,164,18,2.004,1.526,1.279
"2011-06-13 19:00:00",283,22,2011,164,19,2.283,1.655,1.392
"2011-06-13 20:00:00",284,22,2011,164,20,1.856,1.416,1.167
"2011-06-13 21:00:00",285,22,2011,164,21,1.978,1.49,1.219
"2011-06-13 22:00:00",286,22,2011,164,22,1.511,1.162,0.93
"2011-06-13 23:00:00",287,22,2011,164,23,1.214,0.942,0.692
"2011-06-14 00:00:00",288,22,2011,165,0,0.853,0.671,0.424
"2011-06-14 01:00:00",289,22,2011,165,1,0.688,0.545,-0.095
"2011-06-14 02:00:00",290,22,2011,165,2,0.907,0.815,-0.564
"2011-06-14 03:00:00",291,22,2011,165,3,0.417,0.746,-1.525
"2011-06-14 04:00:00",292,22,2011,165,4,0.501,0.713,-1.729
"2011-06-14 05:00:00",293,22,2011,165,5,0.678,0.741,-1.456
"2011-06-14 06:00:00",294,22,2011,165,6,0.819,0.819,-0.845
"2011-06-14 07:00:00",295,22,2011,165,7,0.984,0.96,-0.621
"2011-06-14 08:00:00",296,22,2011,165,8,1.153,1.128,-0.514
"2011-06-14 09:00:00",297,22,2011,165,9,1.378,1.313,-0.346
"2011-06-14 10:00:00",298,22,2011,165,10,1.642,1.508,-0.088
"2011-06-14 11:00:00",299,22,2011,165,11,1.944,1.709,0.261
"2011-06-14 12:00:00",300,22,2011,165,12,2.248,1.888,0.625
"2011-06-14 13:00:00",301,22,2011,165,13,2.546,2.05,1.05
"2011-06-14 14:00:00",302,22,2011,165,14,2.74,2.123,1.452
"2011-06-14 15:00:00",303,22,2011,165,15,2.294,1.771,1.168
"2011-06-14 16:00:00",304,22,2011,165,16,2.772,2.099,1.637
"2011-06-14 17:00:00",305,22,2011,165,17,3.056,2.226,2.024
"2011-06-14 18:00:00",306,22,2011,165,18,3.095,2.213,1.985
"2011-06-14 19:00:00",307,22,2011,165,19,2.926,2.05,1.597
"2011-06-14 20:00:00",308,22,2011,165,20,2.661,1.861,1.502
"2011-06-14 21:00:00",309,22,2011,165,21,2.438,1.708,1.197
"2011-06-14 22:00:00",310,22,2011,165,22,2.134,1.517,0.844
"2011-06-14 23:00:00",311,22,2011,165,23,1.845,1.324,0.513
"2011-06-15 00:00:00",312,22,2011,166,0,1.569,1.149,0.232
"2011-06-15 01:00:00",313,22,2011,166,1,1.306,0.982,-0.149
"2011-06-15 02:00:00",314,22,2011,166,2,0.943,0.844,-0.568
"2011-06-15 03:00:00",315,22,2011,166,3,0.459,0.753,-1.478
"2011-06-15 04:00:00",316,22,2011,166,4,0.515,0.708,-1.675
"2011-06-15 05:00:00",317,22,2011,166,5,0.68,0.736,-1.468
"2011-06-15 06:00:00",318,22,2011,166,6,0.807,0.811,-0.909
"2011-06-15 07:00:00",319,22,2011,166,7,0.959,0.921,-0.646
"2011-06-15 08:00:00",320,22,2011,166,8,0.911,0.754,0.204
"2011-06-15 09:00:00",321,22,2011,166,9,1.054,0.862,0.383
"2011-06-15 10:00:00",322,22,2011,166,10,1.113,0.926,0.271
"2011-06-15 11:00:00",323,22,2011,166,11,1.147,0.931,0.295
"2011-06-15 12:00:00",324,22,2011,166,12,1.341,1.072,0.561
"2011-06-15 13:00:00",325,22,2011,166,13,1.505,1.214,0.507
"2011-06-15 14:00:00",326,22,2011,166,14,1.431,1.168,0.425
"2011-06-15 15:00:00",327,22,2011,166,15,1.367,1.128,0.368
"2011-06-15 16:00:00",328,22,2011,166,16,1.474,1.233,0.431
"2011-06-15 17:00:00",329,22,2011,166,17,1.662,1.406,0.454
"2011-06-15 18:00:00",330,22,2011,166,18,1.469,1.256,0.27
"2011-06-15 19:00:00",331,22,2011,166,19,1.556,1.334,0.046
"2011-06-15 20:00:00",332,22,2011,166,20,1.344,1.152,-0.556
"2011-06-15 21:00:00",333,22,2011,166,21,1.026,0.89,-0.621
"2011-06-15 22:00:00",334,22,2011,166,22,0.821,0.723,-0.402
"2011-06-15 23:00:00",335,22,2011,166,23,0.869,0.769,-0.23
"2011-06-16 00:00:00",336,22,2011,167,0,0.794,0.708,0.025
"2011-06-16 01:00:00",337,22,2011,167,1,0.679,0.603,0.07
"2011-06-16 02:00:00",338,22,2011,167,2,0.685,0.608,0.076
"2011-06-16 03:00:00",339,22,2011,167,3,0.645,0.574,0.07
"2011-06-16 04:00:00",340,22,2011,167,4,0.474,0.424,0.029
"2011-06-16 05:00:00",341,22,2011,167,5,0.482,0.432,0.026
"2011-06-16 06:00:00",342,22,2011,167,6,0.661,0.59,0.026
"2011-06-16 07:00:00",343,22,2011,167,7,0.905,0.815,0.004
"2011-06-16 08:00:00",344,22,2011,167,8,0.842,0.755,0.038
"2011-06-16 09:00:00",345,22,2011,167,9,1.061,0.951,0.042
"2011-06-16 10:00:00",346,22,2011,167,10,1.125,1.009,0.056
"2011-06-16 11:00:00",347,22,2011,167,11,1.361,1.222,0.072
"2011-06-16 12:00:00",348,22,2011,167,12,1.625,1.468,0.101
"2011-06-16 13:00:00",349,22,2011,167,13,1.976,1.779,0.194
"2011-06-16 14:00:00",350,22,2011,167,14,2.175,1.942,0.213
"2011-06-16 15:00:00",351,22,2011,167,15,2.183,1.942,0.222
"2011-06-16 16:00:00",352,22,2011,167,16,2.049,1.818,0.184
"2011-06-16 17:00:00",353,22,2011,167,17,2.347,2.055,0.303
"2011-06-16 18:00:00",354,22,2011,167,18,2.061,1.805,0.257
"2011-06-16 19:00:00",355,22,2011,167,19,2.107,1.83,0.208
"2011-06-16 20:00:00",356,22,2011,167,20,2.198,1.866,0.105
"2011-06-16 21:00:00",357,22,2011,167,21,2.026,1.68,0.193
"2011-06-16 22:00:00",358,22,2011,167,22,1.831,1.479,0.159
"2011-06-16 23:00:00",359,22,2011,167,23,1.14,0.951,-0.148
"2011-06-17 00:00:00",360,22,2011,168,0,1.036,0.901,0.061
"2011-06-17 01:00:00",361,22,2011,168,1,0.953,0.828,0.07
"2011-06-17 02:00:00",362,22,2011,168,2,0.775,0.676,0.027
"2011-06-17 03:00:00",363,22,2011,168,3,0.675,0.589,-0.021
"2011-06-17 04:00:00",364,22,2011,168,4,0.609,0.533,-0.066
"2011-06-17 05:00:00",365,22,2011,168,5,0.653,0.579,-0.095
"2011-06-17 06:00:00",366,22,2011,168,6,0.724,0.654,-0.295
"2011-06-17 07:00:00",367,22,2011,168,7,0.719,0.711,-0.655
