  206.18   5.627   6.041-259.076
  206.21   5.076   5.517 138.160
  207.00   5.479   6.331-259.798
  207.03   6.384   6.989  83.663
  207.06   7.410   8.500-256.207
  207.09   8.160   9.090 149.271
  207.12   8.400   8.890-210.467
  207.15   6.849   8.660-260.522
  207.18   4.600   4.935-254.785
  207.21   3.316   4.256-246.423
  208.00   2.827   3.758-244.377
  208.03   4.679   6.152 376.089
  208.06   8.250  10.090 -27.365
  208.09  10.840  11.570-255.495
  208.12  11.490  12.460  30.289
  208.15  10.570  11.680-251.266
  208.18   8.780   9.930-251.266
  208.21   8.480   9.830-250.568
  209.00   7.730   8.240-249.178
  209.03   8.170   8.820-249.872
  209.06  10.070  11.490-254.785
  209.09  11.450  12.300-242.349
  209.12  11.010  11.490-256.921
  209.15   8.990  10.280-191.236
  209.18   8.230   9.290  -2.281
  209.21   7.530   8.350 -54.637
  210.00   6.765   7.490-262.708
  210.03   6.284   7.220 163.676
  210.06   7.860   8.860 -24.041
  210.09   9.000   9.900-172.572
  210.12   9.100   9.710 -36.909
  210.15   7.700   9.330-260.522
  210.18   7.230   7.870-263.440
  210.21   7.930   8.460-264.175
  211.00   8.380   9.360 -42.591
  211.03   9.220   9.780   7.869
  211.06   9.680  11.450-263.440
  211.09  11.540  13.190 -32.393
  211.12  13.910  14.950 -49.760
  211.15  13.230  14.780 -23.507
  211.18  12.760  13.570 -24.696
  211.21  13.850  15.500 -47.445
  212.00  14.130  15.840-259.798
  212.03  13.220  15.490-264.175
  212.06  13.750  14.340 -14.299
  212.09   9.180  11.720-271.638
  212.12   5.590   6.374 -57.759
  212.15   4.935   5.328-273.156
  212.18   4.069   4.855 -56.646
  212.21   3.586   3.948-276.988
  213.00   3.580   4.269-207.593
  213.03   4.123   4.890-279.314
  213.06   4.886   6.006-281.660
  213.09   5.324   6.299 -20.052
  213.12   5.765   6.180-280.876
  213.15   5.960   7.060 -31.260
  213.18   5.447   6.279-277.762
  213.21   3.351   4.157-280.094
  214.00   5.469   6.690-286.410
  214.03   7.090   7.700 -31.090
  214.06   7.240   8.170-276.218
  214.09   7.070   8.110-277.762
  214.12   8.170   8.920-279.314
  214.15   6.760   7.740 -16.902
  214.18   5.250   6.510-285.613
  214.21   2.230   5.741-288.011
  215.00    .000    .000-288.011
  215.03    .000    .001-288.815
  215.06    .000    .000 -55.708
  215.09    .000    .000-288.815
  215.12    .000    .000-289.621
  215.15    .000    .000-184.601
  215.18    .000    .000-204.202
  215.21    .000    .000-289.621
  216.00    .000    .000-143.193
  216.03    .000    .000-290.430
  216.06    .000    .000-289.621
  216.09    .000    .000 -52.339
  216.12    .000    .000-290.430
  216.15    .000    .000 -53.249
  216.18    .000    .000-291.240
  216.21    .000    .000-291.240
  217.00    .000    .000 -71.412
  217.03    .000    .000-289.621
  217.06    .000    .000-290.430
  217.09    .000    .000 -68.588
  217.12    .000    .000-292.053
  217.15    .000    .000-291.240
  217.18    .000    .000-292.053
  217.21    .000    .000-292.053
  218.00    .000    .000 -95.192
  218.03    .000    .000-292.868
  218.06    .000    .000-292.868
  218.09    .000    .000-292.868
  218.12    .000    .000-157.248
  218.15    .000    .000-292.868
  218.18    .000    .000-292.868
  218.21    .000    .000-292.868
  219.00    .000    .000-292.868
  219.03    .000    .000-172.110
  219.06    .000    .000-292.868
  219.09    .000    .000-197.600
  219.12    .000    .000-292.868
  219.15    .000    .000-292.868
  219.18    .000    .000-204.763
  219.21    .000    .000-145.798
  220.00    .000    .000-137.461
  220.03    .000    .000-114.911
  220.06    .000    .000-110.941
  220.09    .000    .000-292.868
  220.12    .000    .000-259.798
  220.15    .000    .000-129.419
  220.18    .000    .000-294.506
  220.21    .000    .000-294.506
  221.00    .000    .000-121.416
  221.03    .000    .000-198.141
  221.06    .000    .000-181.138
  221.09    .000    .000-288.011
  221.12    .000    .000-294.506
  221.15    .000    .000-231.186
  221.18    .000    .000-294.506
  221.21    .000    .000-242.349
  222.00    .000    .000-294.506
  222.03    .000    .000-294.506
  222.06    .000    .000-294.506
  222.09    .000    .000-115.456
  222.12    .000    .000-103.379
  222.15    .000    .000-292.868
  222.18    .000    .000-294.506
  222.21    .000    .000-122.007
  223.00    .000    .000-191.758
  223.03    .000    .000-294.506
  223.06    .000    .000-120.829
  223.09    .000    .000-176.794
  223.12    .000    .000-164.041
  223.15    .000    .000-192.281
  223.18    .000    .000-293.686
  223.21    .000    .000-293.686
  224.00    .000    .000-137.113
  224.03    .000    .000-293.686
  224.06    .000    .000-293.686
  224.09    .000    .000 -94.395
  224.12    .000    .000-293.686
  224.15    .000    .000-293.686
  224.18    .000    .000-118.240
  224.21    .000    .000-294.506
  225.00    .000    .000-293.686
  225.03    .000    .000-294.506
  225.06    .000    .000-293.686
  225.09    .000    .000-198.141
  225.12    .000    .000-143.193
  225.15    .000    .000-170.733
  225.18    .000    .000-209.312
  225.21    .000    .000-293.686
  226.00    .000    .000-293.686
  226.03    .000    .000-293.686
  226.06    .000    .000-293.686
  226.09    .000    .000-293.686
  226.12    .000    .000-181.628
  226.15    .000    .000-293.686
  226.18    .000    .000-283.234
  226.21    .000    .000 -99.359
  227.00    .000    .000-293.686
  227.03    .000    .000-293.686
  227.06    .000    .000-230.546
  227.09    .000    .000-293.686
  227.12    .000    .000-293.686
  227.15    .000    .000-293.686
  227.18    .000    .000 -98.715
  227.21    .000    .000-293.686
  228.00    .000    .000-293.686
  228.03    .000    .000-293.686
  228.06    .000    .000-293.686
  228.09    .000    .000-100.230
  228.12    .000    .000-292.868
  228.15    .000    .000 -98.929
  228.18    .000    .000-295.327
  228.21    .000    .000-294.506
  229.00    .000    .000-294.506
  229.03    .000    .000-294.506
  229.06    .000    .000-294.506
  229.09    .000    .000-294.506
  229.12    .000    .000-294.506
  229.15    .000    .000-218.143
  229.18    .000    .000-295.327
  229.21    .000    .000 -98.715
  230.00    .000    .000-292.868
  230.03    .000    .000 -98.289
  230.06    .000    .000-182.613
  230.09    .000    .000 -98.929
  230.12    .000    .000-175.373
  230.15    .000    .000-293.686
  230.18    .000    .000 -99.144
  230.21    .000    .000-293.686
  231.00    .000    .000-121.122
  231.03    .000    .000-101.113
  231.06    .000    .000-293.686
  231.09    .000    .000-293.686
  231.12    .000    .000-261.249
  231.15    .000    .000-277.762
  231.18    .000    .000-217.542
  231.21    .000    .000-161.453
  232.00    .000    .000-176.794
  232.03    .000    .000 -98.715
  232.06    .000    .000-293.686
  232.09    .000    .000-293.686
  232.12    .000    .000-293.686
  232.15    .000    .000-158.914
  232.18    .000    .000-115.183
  232.21    .000    .000 -98.501
  233.00    .000    .000 -98.715
  233.03    .000    .000 -99.359
  233.06    .000    .000-293.686
  233.09    .000    .000-293.686
  233.12    .000    .000-293.686
  233.15    .000    .000-293.686
  233.18    .000    .000-293.686
  233.21    .000    .000-293.686
  234.00    .000    .000 -98.501
  234.03    .000    .000-293.686
  234.06    .000    .000-293.686
  234.09    .000    .000-293.686
  234.12    .000    .000 -99.793
  234.15    .000    .000-293.686
  234.18    .000    .000-293.686
  234.21    .000    .000-293.686
  235.00    .000    .000-293.686
  235.03    .000    .000-293.686
  235.06    .000    .000-293.686
  235.09    .000    .000 -99.793
  235.12    .000    .000-107.177
  235.15    .000    .000-293.686
  235.18    .000    .000-293.686
  235.21    .000    .000-100.450
  236.00    .000    .000-293.686
  236.03    .000    .000-184.601
  236.06    .000    .000-247.109
  236.09    .000    .000-293.686
  236.12    .000    .000-293.686
  236.15   6.213   9.010-224.874
  236.18   7.730   8.550 118.720
  236.21   7.020   7.820-267.880
  237.00   7.350   8.320-261.249
  237.03   7.110   8.260 -67.331
  237.06   6.980   7.520 122.903
  237.09   6.592   7.060-270.882
  237.12   6.035   7.550-271.638
  237.15   5.234   5.807-271.638
  237.18   5.932   6.533   9.023
  237.21   2.842   5.448   -.218
  238.00   2.904   4.114-273.156
  238.03   2.533   3.462-273.918
  238.06   1.868   2.948-273.156
  238.09   3.780   4.740-274.682
  238.12   3.788   6.227-273.918
  238.15   3.756   6.009 215.533
  238.18   2.397   3.385-273.918
  238.21   3.630   4.808 -24.758
  239.00   2.145   4.057-274.682
  239.03   4.393   5.603-274.682
  239.06   5.365   6.113-274.682
  239.09   5.298   5.948 -60.854
  239.12   5.107   5.586 -70.758
  239.15   5.149   5.463-274.682
  239.18   3.602   5.333-274.682
  239.21   2.004   5.142-274.682
  240.00   6.149   6.924-274.682
  240.03   4.668   6.437-274.682
  240.06   1.146   2.298 201.069
  240.09   2.993   3.760-156.013
  240.12   8.030  10.990 114.690
  240.15   8.500   9.860 199.665
  240.18   5.698   7.290-275.449
  240.21   5.051   5.830 -60.512
  241.00   4.176   5.201-273.918
  241.03   5.409   6.341 -23.885
  241.06   7.310   8.460-275.449
  241.09  10.120  11.860-276.218
  241.12  12.390  13.960-274.682
  241.15  11.770  12.910 -44.428
  241.18   9.420  10.830-274.682
  241.21   8.880   9.500 -45.010
  242.00   7.980   8.690-276.218
  242.03   7.860   8.570-102.236
  242.06   7.590   8.440-275.449
  242.09   8.170   9.390-276.218
  242.12   6.411   8.690-276.218
  242.15   6.093   7.320 -15.873
  242.18   5.113   6.872 -31.202
  242.21   4.888   5.825-276.218
  243.00   3.018   3.773 -31.495
  243.03   2.800   3.274-276.218
  243.06   3.662   5.305-276.218
  243.09   5.226   6.077-275.449
  243.12   8.780  10.530-276.218
  243.15   9.350   9.800-274.682
  243.18  10.600  11.170-274.682
  243.21  11.480  12.400-274.682
  244.00  11.880  12.490 -83.601
  244.03  11.940  12.790-189.681
  244.06  12.340  13.300-275.449
  244.09  12.750  13.000 -47.415
  244.12  12.230  12.910-275.449
  244.15  10.820  11.600-211.047
  244.18  10.510  11.220 -27.310
  244.21   9.180  10.450-275.449
  245.00   8.550  10.020 -43.963
  245.03   8.900   9.680-276.218
  245.06  10.090  10.930-276.218
  245.09  10.480  11.030-276.218
  245.12  10.010  10.720 111.344
  245.15   9.350  10.060-274.682
  245.18   7.960   8.570-276.218
  245.21   7.580   8.770-276.218
  246.00   9.360  10.160 -32.371
  246.03  10.870  11.280-275.449
  246.06  11.420  12.240 -35.913
  246.09  11.990  13.450-276.218
  246.12  12.950  14.000 -35.031
  246.15  11.880  12.960 -21.848
  246.18  11.090  12.130 -59.716
  246.21   7.240   9.060 243.632
  247.00   5.717   6.950-276.218
  247.03   5.981   6.890-274.682
  247.06   4.303   5.472 222.304
  247.09   5.361   5.775-277.762
  247.12   6.148   6.813-275.449
  247.15   5.960   6.698-276.988
  247.18   4.289   5.852-276.218
  247.21   2.572   3.649-276.988
  248.00   1.386   2.648 291.160
  248.03   1.398   2.523-277.762
  248.06   3.294   4.461 229.242
  248.09   6.948   8.730 -58.955
