day_of_year,hour,r1,r2,r3,NR
167,2000,3.926,3.653,3.121,1.541
167,2100,2.071,1.937,1.745,-.448
167,2200,1.373,1.291,1.18,-.806
167,2300,.762,.72,.664,-1.447
168,0,.428,.405,.375,-2.102
168,100,.254,.242,.227,-2.81
168,200,.183,.177,.166,-3.061
168,300,.224,.217,.2,-2.568
168,400,.236,.225,.209,-2.165
168,500,.348,.326,.304,-1.156
168,600,.526,.487,.456,-.18
168,700,1.049,.965,.891,.248
168,800,1.585,1.447,1.364,1.24
168,900,2.094,1.895,1.592,1.366
168,1000,3.104,2.839,2.358,1.941
168,1100,2.994,2.718,2.352,1.466
168,1200,3.264,2.94,2.671,1.474
168,1300,4.242,3.816,3.447,2.236
168,1400,4.848,4.379,3.833,2.248
168,1500,6.643,5.943,5.103,4.222
168,1600,7.03,6.249,5.068,5.465
168,1700,5.607,5.022,3.973,5.064
168,1800,5.205,4.69,3.764,6.299
168,1900,3.387,3.083,2.601,3.439
168,2000,2.678,2.455,2.076,2.596
168,2100,1.386,1.275,1.094,1.138
168,2200,1.401,1.283,1.096,1.744
168,2300,.878,.714,.686,-.122
169,0,.614,.569,.489,-1.385
169,100,.386,.367,.314,-2.62
169,200,.213,.231,.201,-2.589
169,300,.114,.111,.098,-1.865
169,400,.104,.096,.089,.02
169,500,.286,.261,.233,.05
169,600,.579,.527,.466,.474
169,700,.921,.834,.747,.751
169,800,1.535,1.384,1.266,.927
169,900,1.832,1.648,1.521,.914
169,1000,1.697,1.526,1.41,.652
169,1100,2.37,2.127,1.96,1.11
169,1200,3.15,2.826,2.592,1.476
169,1300,4.409,3.959,3.611,2.186
169,1400,5.386,4.811,4.36,3.068
169,1500,5.972,5.343,4.702,4.749
169,1600,4.731,4.285,3.746,3.618
169,1700,6.531,5.86,4.872,7.13
169,1800,5.255,4.737,3.882,5.937
169,1900,4.423,4.034,3.327,6.058
169,2000,3.173,2.893,2.341,3.32
169,2100,2.182,1.99,1.665,2.676
169,2200,1.358,1.252,1.053,1.458
169,2300,.908,.846,.713,.911
170,0,.6,.559,.47,.228
170,100,.242,.227,.193,-.423
170,200,.086,.081,.072,-.691
170,300,.135,.126,.11,-.406
170,400,.13,.121,.108,-.131
170,500,.244,.226,.202,-.065
170,600,.441,.405,.365,.069
170,700,.6,.548,.501,.178
170,800,1.208,1.092,.997,.285
170,900,2.106,1.901,1.734,.9
170,1000,2.784,2.518,2.312,1.315
170,1100,3.614,3.256,3.02,1.651
170,1200,4.894,4.377,4.006,2.391
170,1300,6.602,5.831,5.072,2.469
170,1400,6.811,6.022,5.049,2.946
170,1500,6.884,6.136,5.064,5.019
170,1600,6.053,5.497,4.498,6.182
170,1700,5.36,4.918,4.003,5.717
170,1800,4.21,3.903,3.201,4.559
170,1900,2.949,2.771,2.291,3.152
170,2000,2.694,2.531,2.08,3.225
170,2100,1.909,1.786,1.463,1.477
170,2200,1.254,1.17,.963,.48
170,2300,.727,.681,.563,.062
171,0,.464,.437,.361,.107
171,100,.296,.28,.232,.403
171,200,.217,.203,.168,.06
171,300,.158,.149,.123,-1.102
171,400,.219,.205,.17,-.39
171,500,.22,.204,.174,-.299
171,600,.722,.658,.54,.168
171,700,1.098,.99,.823,.135
171,800,2.051,1.824,1.501,.234
171,900,1.124,1.012,.843,-.544
171,1000,1.758,1.58,1.326,1.972
171,1100,2.789,2.499,2.11,2.824
171,1200,4.181,3.738,3.1,5.16
171,1300,6.109,5.387,4.358,7.26
171,1400,7.01,6.104,4.8,6.937
171,1500,6.98,6.135,4.787,7.74
171,1600,6.047,5.364,4.2,6.987
171,1700,3.719,3.372,2.831,3.765
171,1800,2.717,2.498,1.986,2.426
171,1900,2.276,2.129,1.728,1.698
171,2000,1.753,1.693,1.397,1.18
171,2100,1.574,1.507,1.242,.963
171,2200,.968,.924,.782,.545
171,2300,.703,.673,.565,.267
172,0,.507,.487,.41,.203
172,100,.227,.22,.186,-.045
172,200,.139,.135,.116,-.117
172,300,.123,.12,.103,-.168
172,400,.159,.154,.132,-.045
172,500,.311,.299,.251,-.285
172,600,1.061,.82,.715,-1.579
172,700,2.086,1.657,1.427,-1.01
172,800,2.804,2.378,1.984,-.376
172,900,3.601,3.176,2.581,-.386
172,1000,4.44,3.939,3.206,-.01
172,1100,5.377,4.723,4.192,-.2
172,1200,6.175,5.353,4.979,-.935
172,1300,6.739,5.824,5.375,.33
172,1400,6.871,6.001,5.418,2.444
172,1500,7.27,6.406,5.577,5.314
172,1600,6.919,6.13,5.182,7.19
172,1700,6.525,5.817,4.837,6.629
172,1800,5.879,5.257,4.344,5.293
172,1900,5.061,4.558,3.782,3.907
172,2000,4.142,3.755,3.15,2.231
172,2100,3.15,2.873,2.443,.288
172,2200,2.381,2.174,1.875,-1.402
172,2300,1.247,.745,.997,-3.012
173,0,1.047,.962,.854,-2.401
173,100,.55,.526,.472,-2.364
173,200,.195,.192,.173,-3.076
173,300,.163,.158,.142,-2.762
173,400,.254,.236,.213,-.427
173,500,.316,.289,.263,.27
173,600,.494,.45,.407,.12
173,700,.922,.836,.753,.923
173,800,1.144,1.034,.93,1.278
173,900,2.248,2.017,1.807,2.607
173,1000,2.443,2.191,1.949,2.89
173,1100,3.328,2.982,2.631,3.796
173,1200,4.062,3.649,3.195,4.58
173,1300,4.656,4.209,3.647,5.237
173,1400,4.926,4.478,3.844,5.477
173,1500,5.58,5.06,4.214,6.697
173,1600,6.169,5.61,4.538,7.67
173,1700,6.402,5.796,4.509,7.39
173,1800,5.432,4.958,3.879,6.03
173,1900,4.8,4.428,3.48,4.86
173,2000,3.797,3.528,2.812,2.408
173,2100,2.649,2.466,2.002,-.063
173,2200,2.048,1.91,1.569,-1.275
173,2300,1.467,.704,1.122,-2.681
174,0,.929,.872,.72,-3.641
174,100,.375,.377,.33,-3.745
174,200,.246,.296,.263,-3.537
174,300,.196,.215,.193,-3.366
174,400,.301,.287,.253,-3.221
174,500,.39,.366,.321,-3.34
174,600,.923,.84,.727,-2.447
174,700,1.57,1.416,1.23,-.978
174,800,2.902,2.603,2.264,.263
174,900,3.019,2.703,2.346,.774
174,1000,4.496,4.012,3.479,3.005
174,1100,5.205,4.616,3.949,3.625
174,1200,6.037,5.343,4.514,5.257
174,1300,6.401,5.656,4.712,6.55
174,1400,7.61,6.819,5.546,9.31
174,1500,7.26,6.56,5.208,9.01
174,1600,6.912,6.29,4.923,8.86
174,1700,6.443,5.915,4.581,8.35
174,1800,5.764,5.305,4.118,6.74
174,1900,4.915,4.552,3.569,4.99
174,2000,3.994,3.711,2.969,2.756
174,2100,3.056,2.842,2.327,.582
174,2200,2.206,2.049,1.706,-1.475
174,2300,1.262,.692,.987,-3.249
175,0,.874,.819,.697,-4.22
175,100,.464,.477,.449,-4.692
175,200,.181,.326,.327,-4.701
175,300,.178,.256,.253,-4.179
175,400,.36,.284,.274,-3.809
175,500,.627,.565,.51,-4.104
175,600,1.175,1.052,.917,-3.295
175,700,1.813,1.62,1.436,-1.87
175,800,2.616,2.341,2.046,-.414
175,900,3.525,3.164,2.72,.968
175,1000,4.152,3.694,3.202,2.75
175,1100,4.088,3.712,3.236,4.737
175,1200,4.577,4.185,3.632,5.15
175,1300,5.454,4.966,4.242,6.395
175,1400,7.01,6.225,5.081,6.312
175,1500,7.08,6.332,5.067,7.46
175,1600,6.853,6.181,4.868,8.69
175,1700,6.394,5.813,4.517,8.52
175,1800,5.757,5.256,4.077,6.929
175,1900,4.9,4.52,3.53,5.14
175,2000,4,3.717,2.95,2.9
175,2100,3.093,2.886,2.344,.771
175,2200,2.721,2.526,2.093,.294
175,2300,1.888,1.078,1.465,-1.258
176,0,1.113,1.044,.878,-2.834
176,100,.529,.543,.495,-3.947
176,200,.187,.32,.31,-4.634
176,300,.175,.245,.241,-4.206
176,400,.322,.3,.289,-4.435
176,500,.61,.549,.492,-4.121
176,600,1.171,1.051,.911,-3.061
176,700,1.82,1.63,1.433,-1.649
176,800,2.626,2.356,2.043,-.202
176,900,3.508,3.152,2.699,1.237
176,1000,4.414,3.92,3.351,3.294
176,1100,5.313,4.714,3.921,4.911
176,1200,6.06,5.35,4.409,6.847
176,1300,6.607,5.797,4.704,8.73
176,1400,6.905,6.074,4.839,9.55
176,1500,6.95,6.15,4.837,10.06
176,1600,6.748,5.976,4.699,10.13
176,1700,6.317,5.632,4.427,9.44
176,1800,5.657,5.052,3.988,7.91
176,1900,4.808,4.326,3.433,6.221
176,2000,3.874,3.508,2.815,3.984
176,2100,3.081,2.802,2.279,2.111
176,2200,2.307,2.074,1.728,.607
176,2300,1.453,.648,1.099,-1.701
177,0,.93,.855,.719,-3.174
177,100,.54,.544,.503,-3.747
177,200,.271,.426,.408,-3.066
177,300,.196,.213,.195,-2.022
177,400,.269,.251,.221,-1.312
177,500,.295,.271,.234,-.492
177,600,.63,.568,.493,.697
177,700,1.392,1.244,1.05,1.233
177,800,1.986,1.766,1.475,1.166
177,900,3.13,2.789,2.333,4.021
177,1000,6.01,5.296,4.39,8.6
177,1100,5.194,4.553,3.749,5.115
177,1200,6.256,5.451,4.485,6.859
177,1300,7.12,6.179,5.039,9.43
177,1400,6.838,5.951,4.788,8.85
177,1500,6.902,6.051,4.816,9.53
177,1600,6.716,5.92,4.698,9.4
177,1700,5.214,4.717,3.881,6.83
177,1800,3.475,3.196,2.739,3.93
177,1900,2.028,1.873,1.647,1.837
177,2000,1.654,1.528,1.355,1.473
177,2100,1.411,1.304,.95,1.346
177,2200,.834,.773,.548,.714
177,2300,.455,.423,.307,.3
178,0,.272,.253,.185,.076
178,100,.202,.188,.137,-.002
178,200,.139,.129,.096,-.127
178,300,.133,.124,.091,-.177
178,400,.174,.162,.118,-.119
178,500,.199,.184,.138,-.117
178,600,.395,.364,.268,.155
178,700,.53,.487,.365,.292
178,800,1.604,1.456,1.081,1.614
178,900,2.473,2.225,1.673,2.228
178,1000,3.43,3.082,2.166,2.645
178,1100,4.848,4.247,2.844,1.286
178,1200,6.319,5.552,4.022,3.146
178,1300,6.439,5.667,4.325,4.787
178,1400,6.92,6.04,4.68,1.695
178,1500,6.986,6.146,4.797,2.443
178,1600,6.769,5.993,4.675,6.23
178,1700,6.378,5.69,4.475,6.91
178,1800,5.157,4.639,3.753,5.493
178,1900,4.825,4.377,3.54,4.887
178,2000,3.91,3.581,2.939,2.738
178,2100,3.03,2.795,2.334,.623
178,2200,2.184,2.022,1.713,-1.172
178,2300,1.464,.685,1.154,-2.443
179,0,.341,.314,.285,-3.991
179,100,.168,.162,.151,-4.148
179,200,.146,.204,.195,-4.157
179,300,.197,.272,.272,-3.831
179,400,.373,.346,.321,-3.445
179,500,.63,.561,.504,-3.546
179,600,1.25,1.128,.965,-.944
179,700,1.606,1.461,1.256,1.34
179,800,1.56,1.417,1.224,.946
179,900,2.384,2.131,1.816,.914
179,1000,3.44,3.049,2.594,2.518
179,1100,2.903,2.617,2.251,2.827
179,1200,3.1,2.79,2.436,3.046
179,1300,4.404,3.97,3.436,4.668
179,1400,4.826,4.375,3.725,5.486
179,1500,5.793,5.248,4.381,6.773
179,1600,7.04,6.314,4.966,8.74
179,1700,6.014,5.443,4.243,7.76
179,1800,4.609,4.193,3.318,5.168
179,1900,4.647,4.273,3.386,5.385
179,2000,3.347,3.075,2.474,2.277
179,2100,2.509,2.304,1.895,.729
179,2200,1.582,1.444,1.222,-.654
179,2300,.886,.818,.695,-.218
180,0,.65,.61,.516,-.83
180,100,.391,.37,.31,-1.115
180,200,.263,.256,.215,-2.564
180,300,.185,.186,.159,-3.096
180,400,.342,.323,.274,-2.494
180,500,.277,.256,.225,-.438
180,600,.519,.478,.412,.08
180,700,1.548,1.392,1.182,.407
180,800,1.937,1.738,1.48,.646
180,900,3.129,2.801,2.355,1.91
180,1000,4.293,3.805,3.201,2.388
180,1100,4.851,4.267,3.528,3.129
180,1200,5.325,4.665,3.839,4.538
180,1300,6.618,5.776,4.685,7.44
180,1400,6.798,6,4.75,8.45
180,1500,6.914,6.172,4.786,9.77
180,1600,6.711,6.039,4.667,10.07
180,1700,6.322,5.757,4.439,9.47
180,1800,4.484,4.133,3.244,5.547
180,1900,4.58,4.246,3.317,5.85
180,2000,3.985,3.703,2.887,4.162
180,2100,3.065,2.853,2.263,2.161
180,2200,2.037,1.89,1.53,-.51
180,2300,1.487,.947,1.12,-1.467
181,0,1.088,1.015,.817,-1.722
181,100,.539,.526,.44,-2.792
181,200,.21,.289,.255,-4.212
181,300,.187,.211,.187,-4.231
181,400,.26,.247,.217,-4.084
181,500,.485,.448,.384,-3.447
181,600,.949,.856,.728,-2.925
181,700,1.795,1.602,1.363,-.732
181,800,2.676,2.405,2.041,1.88
181,900,3.522,3.151,2.64,2.045
181,1000,4.266,3.78,3.178,3.546
181,1100,5.202,4.579,3.777,5.254
181,1200,5.976,5.241,4.302,6.958
181,1300,6.549,5.729,4.646,8.51
181,1400,6.866,6.052,4.825,9.14
181,1500,6.937,6.181,4.861,9.48
181,1600,6.784,6.099,4.756,9.57
181,1700,6.308,5.736,4.437,8.93
181,1800,5.465,4.994,3.868,6.913
181,1900,4.868,4.492,3.493,5.694
181,2000,3.952,3.679,2.898,3.37
181,2100,3.004,2.815,2.256,1.026
181,2200,2.137,2.006,1.627,-1.061
181,2300,1.38,.711,1.056,-2.641
182,0,.743,.707,.581,-4.049
182,100,.354,.371,.33,-4.667
182,200,.147,.257,.239,-5.024
182,300,.196,.246,.223,-4.348
182,400,.257,.243,.221,-4.5
182,500,.489,.45,.385,-4.056
182,600,.848,.778,.654,-2.942
182,700,1.392,1.25,1.065,-2.052
182,800,2.424,2.169,1.842,-.356
182,900,3.42,3.058,2.578,1.25
182,1000,4.298,3.805,3.218,3.223
182,1100,5.237,4.622,3.835,4.913
182,1200,5.99,5.271,4.341,6.633
182,1300,6.519,5.727,4.645,8.2
182,1400,6.832,6.056,4.805,8.95
182,1500,6.89,6.177,4.797,9.53
182,1600,6.745,6.096,4.672,9.78
182,1700,6.315,5.77,4.39,9.17
182,1800,5.652,5.197,3.958,7.57
182,1900,4.84,4.499,3.448,5.711
182,2000,3.946,3.695,2.88,3.321
182,2100,3.018,2.842,2.256,.963
182,2200,2.22,2.093,1.681,-1.126
182,2300,1.515,.741,1.144,-2.649
183,0,.917,.873,.698,-4.054
183,100,.444,.46,.408,-4.939
183,200,.134,.272,.259,-5.303
183,300,.147,.224,.216,-4.809
183,400,.334,.309,.295,-5.012
183,500,.61,.551,.487,-4.61
183,600,1.086,.979,.825,-3.426
183,700,1.714,1.541,1.328,-1.862
183,800,2.483,2.232,1.915,-.355
183,900,3.355,3.013,2.555,1.182
183,1000,4.253,3.78,3.208,3.304
183,1100,5.203,4.602,3.803,5.078
183,1200,5.959,5.239,4.294,6.876
183,1300,6.538,5.73,4.619,8.58
183,1400,6.869,6.064,4.795,9.3
183,1500,6.956,6.201,4.818,9.78
183,1600,6.768,6.078,4.668,9.89
183,1700,6.333,5.742,4.374,9.31
183,1800,5.688,5.187,3.943,7.81
183,1900,4.855,4.471,3.414,6.007
183,2000,3.928,3.647,2.824,3.55
183,2100,3.004,2.808,2.223,1.057
183,2200,2.175,2.037,1.643,-1.079
183,2300,1.412,.714,1.071,-2.687
184,0,.83,.79,.638,-4.168
184,100,.381,.392,.348,-5.116
184,200,.148,.221,.203,-5.258
184,300,.13,.153,.14,-5.049
184,400,.19,.185,.169,-5.024
184,500,.406,.376,.326,-4.608
184,600,.946,.86,.717,-3.476
184,700,1.592,1.439,1.218,-1.775
184,800,2.375,2.135,1.81,-.393
184,900,3.443,3.082,2.59,1.344
184,1000,4.396,3.891,3.274,3.498
184,1100,5.101,4.498,3.701,4.843
184,1200,5.93,5.204,4.241,6.803
184,1300,6.571,5.75,4.613,8.64
184,1400,6.9,6.077,4.78,9.47
184,1500,6.963,6.193,4.776,10.02
184,1600,6.745,6.055,4.623,10.08
184,1700,6.211,5.625,4.284,8.97
184,1800,5.583,5.094,3.889,7.39
184,1900,4.757,4.391,3.38,5.473
184,2000,3.906,3.635,2.845,3.18
184,2100,2.965,2.78,2.221,.858
184,2200,2.137,2.006,1.63,-1.065
184,2300,1.413,.74,1.081,-2.426
185,0,.791,.751,.618,-3.762
185,100,.43,.45,.402,-4.441
185,200,.175,.299,.277,-4.619
185,300,.151,.227,.214,-4.277
185,400,.29,.275,.256,-4.486
185,500,.528,.481,.424,-4.323
185,600,.882,.798,.666,-3.548
185,700,1.507,1.359,1.157,-2.208
185,800,2.534,2.283,1.932,-.341
185,900,3.425,3.083,2.585,1.184
185,1000,4.247,3.788,3.185,3.05
185,1100,5.215,4.628,3.806,4.786
185,1200,5.984,5.288,4.319,6.532
185,1300,6.521,5.751,4.618,8.11
185,1400,6.821,6.054,4.756,8.82
185,1500,6.962,6.24,4.804,9.5
185,1600,6.774,6.116,4.651,9.7
185,1700,6.183,5.631,4.274,8.66
185,1800,5.849,5.359,4.083,7.82
185,1900,4.021,3.72,2.884,3.66
185,2000,3.568,3.325,2.62,2.549
185,2100,2.597,2.425,1.957,.323
185,2200,2.14,2.007,1.635,-.744
185,2300,.985,.684,.77,-2.47
186,0,.646,.616,.517,-2.093
186,100,.441,.442,.378,-1.768
186,200,.143,.157,.136,-4.036
186,300,.095,.095,.084,-3.969
186,400,.15,.145,.124,-2.654
186,500,.245,.228,.197,-.62
186,600,.336,.31,.271,.307
186,700,.916,.837,.721,1.106
186,800,1.435,1.309,1.121,1.517
186,900,1.85,1.677,1.447,2.101
186,1000,2.18,1.974,1.715,2.482
186,1100,2.942,2.652,2.264,3.553
186,1200,4.274,3.848,3.264,5.314
186,1300,4.884,4.396,3.678,6.559
186,1400,5.076,4.554,3.741,6.876
186,1500,5.544,5.006,4.074,7.74
186,1600,4.725,4.328,3.538,5.997
186,1700,3.382,3.125,2.615,3.52
186,1800,3.156,2.924,2.448,3.17
186,1900,3.09,2.86,2.36,3.218
186,2000,1.998,1.854,1.543,1.888
186,2100,1.576,1.463,1.235,1.597
186,2200,1.289,1.176,1.013,1.146
186,2300,.742,.662,.542,.542
187,0,.499,.448,.382,.411
187,100,.226,.209,.169,.215
187,200,.103,.095,.079,-.159
187,300,.07,.066,.055,-.186
187,400,.115,.106,.088,-.43
187,500,.262,.24,.196,-.266
187,600,.429,.389,.319,-.27
187,700,.515,.467,.378,-1.644
187,800,1.072,.955,.769,-.892
187,900,2.956,2.62,2.197,.833
187,1000,3.093,2.728,2.362,.975
187,1100,4.84,4.203,3.677,2.518
187,1200,4.796,4.174,3.669,2.632
187,1300,4.663,4.081,3.52,3.035
187,1400,4.266,3.727,3.223,2.322
187,1500,6.492,5.66,4.771,6.2
187,1600,6.95,6.096,5.042,8.47
187,1700,5.691,5.078,4.2,7.63
187,1800,3.706,3.346,2.786,4.716
187,1900,3.324,3.014,2.536,4.561
187,2000,2.383,2.175,1.831,2.901
187,2100,1.812,1.647,1.396,1.774
187,2200,1.352,1.219,1.054,.023
187,2300,.848,.772,.669,-.009
188,0,.452,.418,.363,-.92
188,100,.355,.355,.315,-.483
188,200,.217,.301,.282,-2.99
188,300,.179,.226,.218,-3.405
188,400,.308,.286,.264,-2.018
188,500,.319,.298,.258,-1.086
188,600,.545,.502,.431,-.529
188,700,.925,.843,.72,.093
188,800,1.581,1.426,1.215,.784
188,900,2.458,2.188,1.869,1.092
188,1000,4.245,3.724,3.179,3.437
188,1100,5.155,4.5,3.779,3.544
188,1200,5.91,5.123,4.301,5.267
188,1300,6.495,5.645,4.684,7.29
188,1400,6.717,5.896,4.811,8.32
188,1500,7.16,6.346,5.101,8.89
188,1600,6.859,6.133,4.863,9.1
188,1700,6.281,5.695,4.461,8.06
188,1800,5.609,5.113,4.029,7.5
188,1900,4.778,4.343,3.493,5.434
188,2000,3.873,3.499,2.893,3.259
188,2100,2.946,2.649,2.255,1.13
188,2200,1.999,1.806,1.567,-.625
188,2300,.934,.795,.759,.096
189,0,.492,.45,.416,-1.272
189,100,.387,.383,.321,-2.074
189,200,.112,.252,.203,-2.326
189,300,.134,.223,.177,-1.2
189,400,.278,.306,.239,-.507
189,500,.69,.667,.501,.26
189,600,.851,.807,.671,-.417
189,700,1.102,1.029,.876,-.876
189,800,2.486,2.305,1.958,1.203
189,900,3.336,3.103,2.608,1.981
189,1000,4.228,3.917,3.297,3.74
189,1100,5.16,4.723,3.922,4.998
