  Jul.Day  S1(up)  S2(up)  S(dw)   Alb1 Alb2  net_rad
  169.174    21.5    21.3    19.9  93.  94.   -2.8
  169.181    22.9    22.4    21.0  92.  93.   -3.6
  169.188    25.1    24.6    23.1  92.  94.   -1.3
  169.194    29.5    28.9    26.9  91.  93.    -.3
  169.201    34.7    34.0    31.8  92.  93.   -1.3
  169.208    37.4    36.7    34.3  92.  93.   -1.6
  169.215    44.1    43.1    40.4  92.  94.    -.4
  169.222    38.9    38.1    35.6  92.  93.   -1.3
  169.229    38.3    37.4    35.1  91.  94.   -1.7
  169.236    55.5    54.0    50.1  90.  93.   -2.6
  169.243    59.0    57.5    53.4  90.  93.   -1.3
  169.250    80.5    78.0    72.6  90.  93.    1.0
  169.257    93.9    91.1    84.9  90.  93.    1.4
  169.264    66.3    64.8    60.5  91.  93.   -6.1
  169.271    61.9    60.8    56.7  92.  93.   -8.3
  169.278    59.8    58.0    54.7  91.  94.    -.5
  169.285    63.1    61.1    57.7  91.  94.    -.3
  169.292    66.6    64.5    60.9  92.  94.    -.2
  169.299    71.9    69.6    65.9  92.  95.    -.6
  169.306    90.8    88.0    82.9  91.  94.    -.9
  169.313   103.3   100.0    94.3  91.  94.   -1.2
  169.319   119.6   115.3   108.4  91.  94.    -.8
  169.326   133.4   128.6   121.2  91.  94.    1.2
  169.333   135.6   130.7   122.7  90.  94.    -.7
  169.340   171.1   164.9   154.5  90.  94.     .2
  169.347   216.8   207.9   194.9  90.  94.    1.7
  169.354   170.5   164.1   154.3  91.  94.    -.5
  169.361   145.6   140.7   132.4  91.  94.    -.3
  169.368   201.5   194.6   182.3  90.  94.    3.9
  169.375   252.9   243.4   228.0  90.  94.    3.2
  169.382   277.8   267.5   250.3  90.  94.    5.6
  169.389   271.0   260.7   244.5  90.  94.    3.0
  169.396   274.3   263.7   247.3  90.  94.    2.9
  169.403   266.4   256.3   240.1  90.  94.    3.5
  169.410   303.8   292.2   273.7  90.  94.    5.4
  169.417   281.0   271.3   254.1  90.  94.    2.3
  169.424   258.0   248.4   231.8  90.  93.    2.5
  169.431   341.2   328.4   304.8  89.  93.    6.8
  169.438   431.9   413.0   378.9  88.  92.   11.1
  169.444   364.8   349.6   321.1  88.  92.   -9.0
  169.451   549.7   524.0   477.6  87.  91.   -2.0
  169.458   571.5   543.2   491.9  86.  91.   -6.3
  169.465   582.6   552.4   502.0  86.  91.   -4.7
  169.472   594.4   562.8   511.2  86.  91.   -2.3
  169.479   609.9   576.1   523.1  86.  91.   -1.3
  169.486   625.2   589.9   535.8  86.  91.     .2
  169.493   639.0   602.0   547.3  86.  91.    1.3
  169.500   653.2   614.2   559.2  86.  91.    1.9
  169.507   666.6   626.3   570.3  86.  91.    2.9
  169.514   679.7   638.4   581.2  86.  91.    4.3
  169.521   691.4   650.1   590.5  85.  91.    5.0
  169.528   702.8   659.7   599.4  85.  91.    5.1
  169.535   714.4   669.5   608.3  85.  91.    5.9
  169.542   725.7   679.0   616.5  85.  91.    6.8
  169.549   735.3   686.4   623.3  85.  91.    7.8
  169.556   745.4   695.0   630.5  85.  91.    8.5
  169.563   753.9   702.1   636.3  84.  91.    9.2
  169.569   761.4   708.8   641.9  84.  91.    9.7
  169.576   768.9   715.7   647.4  84.  90.    9.8
  169.583   774.2   722.2   651.8  84.  90.    9.5
  169.590   779.5   727.9   655.1  84.  90.    8.9
  169.597   783.8   732.2   657.9  84.  90.    8.7
  169.604   789.1   736.4   659.6  84.  90.    8.4
  169.611   793.4   740.1   660.6  83.  89.    8.7
  169.618   794.4   742.3   661.8  83.  89.    8.7
  169.625   795.5   743.3   662.3  83.  89.    8.7
  169.632   796.5   743.3   662.2  83.  89.    9.2
  169.639   768.9   737.2   574.7  75.  78.   59.6
  169.646   793.4   750.8   604.8  76.  81.   30.8
  169.653   792.3   742.3   655.4  83.  88.   14.2
  169.660   790.2   739.4   654.7  83.  89.   13.1
  169.667   787.0   736.8   652.8  83.  89.   12.4
  169.674   782.7   733.4   649.8  83.  89.   12.2
  169.681   777.4   728.5   645.5  83.  89.   11.5
  169.688   771.0   723.2   640.5  83.  89.   11.1
  169.694   764.6   718.5   635.2  83.  88.   10.0
  169.701   758.2   712.2   629.6  83.  88.    9.4
  169.708   750.8   705.4   623.3  83.  88.    8.7
  169.715   742.3   697.4   616.6  83.  88.    7.2
  169.722   733.2   688.7   608.9  83.  88.    6.0
  169.729   724.5   680.0   601.3  83.  88.    4.3
  169.736   705.2   661.5   585.5  83.  89.     .7
  169.743   701.6   657.2   582.9  83.  89.    -.5
  169.750   689.1   645.0   572.3  83.  89.   -2.6
  169.757   665.8   623.3   554.2  83.  89.   -6.6
  169.764   663.4   620.5   552.6  83.  89.   -8.5
  169.771   630.8   589.5   518.2  82.  88.   -6.1
  169.778   584.1   545.9   486.8  83.  89.  -17.5
  169.785   604.1   564.4   505.3  84.  90.  -15.1
  169.792   606.1   565.8   507.9  84.  90.  -17.4
  169.799   592.3   552.7   496.1  84.  90.  -21.1
  169.806   580.9   541.5   484.4  83.  89.  -21.9
  169.813   550.7   513.5   459.5  83.  89.  -23.9
  169.819   535.8   499.7   447.9  84.  90.  -24.6
  169.826   521.1   486.4   437.4  84.  90.  -27.1
  169.833   504.8   470.7   425.4  84.  90.  -29.2
  169.840   486.7   453.6   413.3  85.  91.  -31.4
  169.847   477.5   445.4   407.9  85.  92.  -33.8
  169.854   467.3   435.7   396.5  85.  91.  -35.4
  169.861   445.7   415.1   375.1  84.  90.  -36.0
  169.868   425.1   395.3   358.2  84.  91.  -38.3
  169.875   407.6   378.1   345.3  85.  91.  -41.4
  169.882   389.8   361.0   332.1  85.  92.  -44.4
  169.889   372.5   344.0   318.5  86.  93.  -47.2
  169.896   351.0   323.3   302.0  86.  93.  -50.3
  169.903   340.9   313.2   295.2  87.  94.  -51.8
  169.910   330.5   303.3   287.4  87.  95.  -52.5
  169.917   318.9   291.7   275.4  86.  94.  -51.7
  169.924   288.3   263.0   247.0  86.  94.  -52.3
  169.931   225.8   204.7   192.6  85.  94.  -57.7
  169.938   212.6   191.7   180.2  85.  94.  -57.6
  169.944   231.3   208.1   196.3  85.  94.  -54.7
  169.951   226.6   203.8   191.6  85.  94.  -54.3
  169.958   212.0   156.6   179.4  85. 115.  -56.8
  169.965   195.7    73.4   166.0  85. 226.  -57.7
  169.972   184.3    75.8   156.4  85. 206.  -56.4
  169.979   171.1    81.1   146.6  86. 181.  -54.4
  169.986   157.0   119.5   135.7  86. 113.  -56.1
  169.993   149.1   133.6   129.3  87.  97.  -57.1
  170.001   120.2   109.5   105.7  88.  97.  -56.8
  170.007   112.0   103.3    98.6  88.  95.  -52.6
  170.014    97.5    91.1    87.5  90.  96.  -47.9
  170.021    79.2    75.8    72.7  92.  96.  -46.4
  170.028    71.8    69.3    66.4  93.  96.  -45.0
  170.035    71.0    68.8    65.5  92.  95.  -42.2
  170.042    67.5    65.9    62.8  93.  95.  -38.6
  170.049    57.4    56.7    53.8  94.  95.  -39.3
  170.056    52.4    51.8    49.1  94.  95.  -38.8
  170.063    50.3    49.6    46.9  93.  95.  -35.5
  170.069    49.2    49.2    46.9  95.  95.  -30.8
  170.076    40.1    40.7    38.9  97.  96.  -29.9
  170.083    34.4    34.8    33.2  96.  95.  -30.1
  170.090    34.1    34.2    32.2  94.  94.  -27.8
  170.097    31.3    31.6    29.7  95.  94.  -26.5
  170.104    26.0    26.3    24.9  96.  95.  -30.1
  170.111    23.7    24.4    23.0  97.  94.  -32.5
  170.118    20.0    21.0    19.9  99.  95.  -36.7
  170.125    19.6    21.2    20.4 104.  97.  -34.6
  170.132    20.3    21.3    20.3 100.  96.  -29.3
  170.139    19.1    19.4    18.4  97.  95.  -35.4
  170.146    19.9    20.8    19.8  99.  95.  -44.6
  170.153    25.9    26.4    25.2  97.  96.  -42.7
  170.160    28.2    28.7    26.8  95.  93.  -41.0
  170.167    29.1    29.1    27.2  94.  93.  -38.9
  170.174    29.2    29.1    27.3  94.  94.  -35.6
  170.181    30.1    30.1    28.3  94.  94.  -32.4
  170.188    33.5    33.1    31.1  93.  94.  -25.9
  170.194    36.3    35.8    33.6  92.  94.  -25.2
  170.201    42.2    41.4    38.7  92.  93.  -21.2
  170.208    49.2    48.1    44.7  91.  93.  -16.7
  170.215    50.7    49.6    46.2  91.  93.  -11.4
  170.222    50.9    49.3    45.8  90.  93.  -13.9
  170.229    62.5    60.7    56.0  90.  92.  -18.2
  170.236    63.6    62.5    57.9  91.  93.  -21.0
  170.243    56.3    55.2    51.4  91.  93.  -16.2
  170.250    62.4    60.8    56.3  90.  93.  -10.4
  170.257    67.4    65.3    60.4  90.  92.  -13.2
  170.264    82.3    79.6    73.2  89.  92.  -14.0
  170.271   102.4    99.2    90.8  89.  91.  -13.4
  170.278   127.0   122.4   112.2  88.  92.  -11.2
  170.285   149.2   143.5   131.7  88.  92.   -7.6
  170.292   134.1   129.5   118.8  89.  92.   -7.8
  170.299   117.4   114.1   104.5  89.  92.   -7.6
  170.306   119.1   115.3   105.7  89.  92.   -5.6
  170.313   113.4   109.9   101.2  89.  92.   -3.8
  170.319   119.9   115.7   106.3  89.  92.   -2.9
  170.326   136.6   131.7   121.2  89.  92.    2.0
  170.333   137.3   133.0   122.2  89.  92.    4.1
  170.340   133.5   129.4   119.3  89.  92.    4.3
  170.347   145.4   141.2   129.9  89.  92.    4.8
  170.354   139.2   135.1   125.0  90.  93.    3.6
  170.361   148.4   144.2   133.2  90.  92.    3.9
  170.368   171.7   166.2   154.4  90.  93.    4.3
  170.375   201.2   194.9   179.2  89.  92.   -1.3
  170.382   253.9   247.6   226.8  89.  92.    3.9
  170.389   198.8   194.7   180.8  91.  93.    2.6
  170.396   178.5   174.5   161.6  91.  93.    4.4
  170.403   223.2   217.1   198.9  89.  92.    4.6
  170.410   258.7   252.0   230.3  89.  91.    7.4
  170.417   301.7   294.3   270.4  90.  92.   12.4
  170.424   329.9   321.8   296.8  90.  92.   12.2
  170.431   331.8   323.5   298.5  90.  92.   11.1
  170.438   460.7   447.8   410.9  89.  92.   19.4
  170.444   464.6   453.3   415.8  90.  92.   19.7
  170.451   424.9   414.8   377.6  89.  91.   16.7
  170.458   426.6   415.7   375.2  88.  90.   13.3
  170.465   492.5   477.6   428.4  87.  90.   17.9
  170.472   514.7   498.4   446.6  87.  90.   17.5
  170.479   604.5   584.8   524.5  87.  90.   19.0
  170.486   626.6   610.9   555.4  89.  91.   17.1
  170.493   590.6   578.2   529.2  90.  92.   12.2
  170.500   624.8   611.2   558.4  89.  91.   18.6
  170.507   637.2   625.3   574.6  90.  92.   14.3
  170.514   533.9   524.7   480.5  90.  92.   12.4
  170.521   532.5   524.2   477.2  90.  91.   15.7
  170.528   473.6   468.5   428.7  91.  92.   11.5
  170.535   659.5   650.4   590.7  90.  91.   24.1
  170.542   743.5   728.1   652.4  88.  90.   34.7
  170.549   587.2   577.4   520.9  89.  90.   27.9
  170.556   394.2   389.0   355.7  90.  91.    5.5
  170.563   506.7   499.2   453.9  90.  91.   17.0
  170.569   489.5   482.3   437.3  89.  91.   19.9
  170.576   595.5   585.0   525.7  88.  90.   32.2
  170.583   690.7   680.9   611.1  88.  90.   35.3
  170.590   707.8   694.4   613.6  87.  88.   50.1
  170.597   722.3   711.6   626.7  87.  88.   54.8
  170.604   773.1   759.2   662.3  86.  87.   65.0
  170.611   839.1   824.9   707.1  84.  86.   77.7
  170.618   851.9   836.5   713.1  84.  85.   80.6
  170.625   970.1   947.7   797.6  82.  84.  108.1
  170.632   788.0   760.3   624.9  79.  82.   68.5
  170.639   829.6   797.4   651.5  79.  82.   79.7
  170.646   835.9   803.7   661.4  79.  82.   86.3
  170.653   657.0   643.5   551.2  84.  86.   53.2
  170.660   695.4   680.6   584.9  84.  86.   56.1
  170.667   624.0   607.7   513.8  82.  85.   51.0
  170.674   538.6   528.2   454.7  84.  86.   32.0
  170.681   486.3   480.8   420.5  86.  87.   23.8
  170.688   532.1   526.6   462.7  87.  88.   25.5
  170.694   637.3   627.6   543.1  85.  87.   45.3
  170.701   631.7   621.7   534.8  85.  86.   50.9
  170.708   487.1   481.3   419.2  86.  87.   28.4
  170.715   416.4   413.6   364.2  87.  88.   19.0
  170.722   454.7   450.5   398.3  88.  88.   17.9
  170.729   443.9   440.5   388.7  88.  88.   18.8
  170.736   420.8   416.8   369.8  88.  89.   12.1
  170.743   476.4   469.8   420.6  88.  90.   14.3
  170.750   436.7   429.2   385.3  88.  90.   13.7
  170.757   381.0   374.6   335.4  88.  90.   15.5
  170.764   430.5   421.8   374.6  87.  89.   23.3
  170.771   421.8   412.7   363.6  86.  88.   24.3
  170.778   353.3   346.2   305.7  87.  88.   16.5
  170.785   282.8   278.1   246.8  87.  89.   11.0
  170.792   279.2   274.1   242.5  87.  88.   10.8
  170.799   349.6   342.8   298.7  85.  87.   13.1
  170.806   284.1   279.3   243.0  86.  87.   10.3
  170.813   279.4   274.4   238.3  85.  87.   13.0
  170.819   273.3   268.5   233.9  86.  87.    9.9
  170.826   273.7   269.3   231.3  85.  86.    8.4
  170.833   257.9   253.9   218.4  85.  86.   11.3
  170.840   245.9   242.7   209.1  85.  86.   10.5
  170.847   170.4   168.6   146.5  86.  87.    4.8
  170.854   205.1   202.6   174.8  85.  86.    7.2
  170.861   200.2   198.1   170.7  85.  86.    6.4
  170.868   167.2   165.7   144.1  86.  87.    4.2
  170.875   162.5   161.1   138.9  85.  86.    5.2
  170.882   212.0   209.9   178.4  84.  85.    9.3
  170.889   256.1   253.6   211.3  83.  83.   14.2
  170.896   214.8   213.4   177.5  83.  83.   10.1
  170.903   188.4   187.7   156.5  83.  83.    7.0
  170.910   180.4   179.7   149.7  83.  83.    6.5
  170.917   211.4   210.3   169.0  80.  80.    8.9
  170.924   216.5   215.5   167.9  78.  78.   11.7
  170.931   182.7   182.1   138.6  76.  76.   10.1
  170.938   153.8   153.2   115.3  75.  75.    7.9
  170.944   126.5   125.9    94.6  75.  75.    7.5
  170.951   114.6   113.8    86.2  75.  76.    6.6
  170.958   118.4   117.3    88.3  75.  75.    7.1
  170.965   111.5   110.2    81.8  73.  74.    5.9
  170.972    89.1    88.8    65.2  73.  73.    4.9
  170.979    70.9    70.8    53.8  76.  76.    4.0
  170.986    62.1    62.1    47.6  77.  77.    3.2
  170.993    61.7    61.5    46.4  75.  75.    3.7
  171.001    46.5    46.5    35.8  77.  77.    2.7
  171.007    41.2    41.2    31.9  77.  77.    2.6
  171.014    36.3    36.4    28.3  78.  78.    2.2
  171.021    40.9    40.9    32.0  78.  78.    2.8
  171.028    36.0    36.0    28.2  78.  78.    2.2
  171.035    25.6    25.6    20.2  79.  79.     .8
  171.042    22.3    22.3    17.7  79.  79.     .8
  171.049    22.6    22.7    18.0  80.  79.     .9
  171.056    26.4    26.5    20.9  79.  79.    1.1
  171.063    23.2    23.3    18.4  79.  79.     .0
  171.069    17.7    17.8    14.1  80.  79.    -.7
  171.076    17.9    18.0    14.2  79.  79.     .1
  171.083    18.1    18.2    14.4  80.  79.     .4
  171.090    16.2    16.3    12.9  80.  79.     .1
  171.097    15.5    15.7    12.4  80.  79.    -.3
  171.104    15.3    15.5    12.3  80.  79.   -1.3
  171.111    16.2    16.3    12.9  80.  79.   -2.5
  171.118    14.3    14.5    11.4  80.  79.   -1.4
  171.125    15.9    15.9    12.6  79.  79.   -1.1
  171.132    15.4    15.6    12.3  80.  79.   -1.6
  171.139    13.7    13.8    10.9  79.  79.   -2.9
  171.146    16.8    16.8    13.3  79.  79.   -2.4
  171.153    16.3    16.4    13.0  80.  79.    -.9
  171.160    14.2    14.2    11.3  80.  80.    -.8
  171.167    14.8    14.8    12.0  81.  81.    -.7
  171.174    14.1    14.0    11.3  81.  81.   -1.0
  171.181    15.5    15.6    12.5  80.  80.    -.8
  171.188    17.1    17.2    13.8  80.  80.    -.8
  171.194    21.6    21.6    17.3  80.  80.    -.6
  171.201    24.9    24.8    19.8  79.  80.    -.6
  171.208    27.8    27.6    22.1  80.  80.    -.1
  171.215    35.6    35.5    28.2  79.  79.     .3
  171.222    45.6    45.1    35.9  79.  80.     .9
  171.229    52.3    51.8    41.2  79.  80.    1.0
  171.236    58.3    57.5    46.0  79.  80.    1.1
  171.243    77.2    76.2    60.6  78.  79.    1.8
  171.250    66.0    65.3    52.2  79.  80.    1.4
  171.257    66.4    65.7    52.7  79.  80.    1.3
  171.264    75.1    74.3    59.6  79.  80.    1.1
  171.271    81.0    80.2    64.1  79.  80.    2.3
  171.278    88.8    87.7    70.0  79.  80.    2.9
  171.285    89.2    88.2    70.6  79.  80.    1.9
  171.292    95.2    94.1    75.3  79.  80.    1.7
  171.299   130.6   128.9   102.6  79.  80.    3.3
  171.306   174.3   172.5   136.8  79.  79.    6.4
  171.313   192.1   189.3   150.6  78.  80.    6.6
  171.319   213.4   210.5   167.6  79.  80.    6.1
  171.326   210.1   207.1   165.4  79.  80.    6.5
  171.333   195.5   192.6   154.3  79.  80.    5.2
  171.340   231.5   227.9   182.4  79.  80.    7.5
  171.347   239.2   235.6   188.9  79.  80.    7.2
  171.354   267.6   262.8   211.1  79.  80.    6.1
  171.361   292.0   287.1   230.7  79.  80.    7.0
  171.368   287.3   282.7   227.3  79.  80.    7.3
